symbol	length	Control_D0	Control_D1	APOBEC3C_D0	APOBEC3C_D1
ENSG00000104213.8	1515.73	63.00	79.00	110.00	141.00
ENSG00000104218.9	3188.11	199.00	213.00	209.00	227.00
ENSG00000104219.8	2269.02	491.00	557.00	504.00	421.00
ENSG00000104221.8	2603.00	133.00	136.00	127.00	196.00
ENSG00000104228.8	3774.09	181.00	212.00	214.00	319.00
ENSG00000104231.6	1288.46	1040.00	1149.00	835.00	860.00
ENSG00000104267.5	910.80	1.00	0.00	0.00	0.00
ENSG00000104290.6	8870.14	180.00	225.00	219.00	205.00
ENSG00000104299.10	2251.29	177.00	205.00	267.00	305.00
ENSG00000104312.6	2024.18	321.00	318.00	371.00	379.00
ENSG00000104320.9	4212.97	242.00	287.00	440.00	397.00
ENSG00000104324.11	1913.65	1012.00	1024.00	940.00	1098.00
ENSG00000104325.2	1119.51	306.00	397.00	633.00	725.00
ENSG00000104327.3	1327.91	0.00	0.00	0.00	0.00
ENSG00000104331.4	6753.01	2227.98	2413.00	2623.00	2459.00
ENSG00000104332.7	3873.00	1.00	1.00	6.00	6.00
ENSG00000104341.12	2643.27	2960.00	3114.00	2712.00	3233.00
ENSG00000104343.15	3968.80	517.97	594.00	484.00	522.13
ENSG00000104356.6	4267.42	58.00	57.00	80.00	74.00
ENSG00000104361.5	3065.93	75.00	88.00	99.00	117.00
ENSG00000104365.9	3066.73	783.00	813.00	815.00	970.00
ENSG00000104368.13	2208.40	16.00	17.00	19.00	26.00
ENSG00000104369.4	1651.00	0.00	0.00	0.00	1.00
ENSG00000104371.4	894.00	0.00	0.00	0.00	0.00
ENSG00000104375.11	2476.91	233.00	242.00	283.00	300.00
ENSG00000104381.8	3335.54	55.00	99.00	159.00	160.00
ENSG00000104388.10	1563.54	786.00	915.00	908.00	1010.00
ENSG00000104408.5	1457.25	8478.00	9895.00	9200.00	8714.00
ENSG00000104412.3	1256.37	463.00	520.00	516.00	496.00
ENSG00000104413.11	1961.14	2.00	0.00	0.00	2.00
ENSG00000104415.9	3844.00	1.00	0.00	1.00	1.00
ENSG00000104419.10	2281.36	22776.00	17500.00	12010.00	15345.00
ENSG00000104427.7	2486.25	116.00	140.00	160.00	146.00
ENSG00000104432.8	1768.61	11.00	25.00	18.00	23.00
ENSG00000104442.5	2964.89	583.00	659.00	775.00	771.00
ENSG00000104447.7	2845.18	1.00	0.00	0.00	0.00
ENSG00000104450.8	3664.44	195.00	197.00	192.00	156.00
ENSG00000104472.5	1497.87	375.00	413.00	435.00	512.00
ENSG00000104490.13	1955.96	8.00	10.00	8.00	10.00
ENSG00000104497.9	2236.28	173.00	183.00	182.00	163.00
ENSG00000104517.8	5453.26	3577.00	3528.00	3229.00	3254.00
ENSG00000104518.6	1881.77	265.00	191.00	279.00	549.00
ENSG00000104522.11	1218.46	240.00	204.00	289.00	475.00
ENSG00000104524.9	2151.24	4.00	11.00	24.00	34.00
ENSG00000104529.13	912.47	2932.00	2149.00	2073.00	3543.00
ENSG00000104537.12	1523.46	22.00	21.00	76.00	94.00
ENSG00000104549.7	2426.83	3661.00	3540.00	3751.00	4100.00
ENSG00000104611.7	2669.26	223.00	240.00	154.00	160.00
ENSG00000104613.7	1449.74	931.00	954.00	823.00	983.00
ENSG00000104626.10	4391.16	157.00	194.00	164.00	154.00
ENSG00000104635.9	4505.43	13507.00	16873.18	12438.00	14289.00
ENSG00000104643.5	6861.63	228.00	278.00	351.00	291.00
ENSG00000104660.13	1524.62	918.00	1107.90	1097.00	1226.00
ENSG00000104671.3	1125.22	354.00	333.10	345.00	427.00
ENSG00000104679.6	1510.91	133.00	154.00	123.00	223.00
ENSG00000104687.8	2710.83	1422.00	1510.00	1055.00	1216.00
ENSG00000104689.5	2695.74	141.00	151.00	127.00	176.00
ENSG00000104691.10	1373.09	114.00	149.00	207.00	213.00
ENSG00000104695.8	1837.82	1487.00	1508.00	1235.00	1453.00
ENSG00000104714.9	1731.66	310.00	348.00	268.00	343.00
ENSG00000104723.16	1694.07	3.00	1.00	10.00	19.00
ENSG00000104728.11	2624.04	4.00	4.00	11.00	10.00
ENSG00000104731.9	2292.98	320.28	291.52	308.15	383.22
ENSG00000104738.12	2430.02	471.00	528.00	784.00	926.00
ENSG00000104755.10	2125.00	0.00	1.00	0.00	1.00
ENSG00000104756.11	2441.38	715.96	717.00	657.00	611.00
ENSG00000104760.12	1550.61	7412.00	7867.00	5421.00	5937.00
ENSG00000104763.13	1832.39	1732.00	1898.00	2265.00	2605.00
ENSG00000104765.10	2658.78	3755.00	4028.00	3459.00	3419.00
ENSG00000104774.8	2994.61	985.37	835.55	964.66	1434.55
ENSG00000104783.7	2062.09	3.00	4.00	4.00	11.00
ENSG00000104804.3	613.60	0.00	0.00	1.00	3.00
ENSG00000104805.11	1959.97	2066.00	1509.00	1891.00	3009.00
ENSG00000104808.3	679.81	16.00	9.00	12.00	8.00
ENSG00000104812.10	2692.37	331.00	238.00	383.00	508.00
ENSG00000104814.8	1616.50	4.00	3.00	6.00	13.00
ENSG00000104823.4	941.56	1347.00	1038.00	1810.00	2643.07
ENSG00000104824.12	1432.11	2092.85	1972.85	2077.86	2801.18
ENSG00000104825.12	1866.53	115.00	78.00	61.00	143.00
ENSG00000104826.7	514.00	0.00	1.00	0.00	3.00
ENSG00000104833.6	2264.03	9.00	4.00	6.00	10.00
ENSG00000104835.10	1330.03	233.95	178.00	289.00	436.00
ENSG00000104852.10	2134.04	2215.00	2228.00	2428.00	3891.00
ENSG00000104853.11	2182.71	790.00	730.00	833.00	1247.00
ENSG00000104856.9	2122.87	46.00	33.00	41.00	56.00
ENSG00000104859.10	914.27	642.00	559.00	502.00	794.00
ENSG00000104863.7	669.43	26.00	11.00	23.00	24.00
ENSG00000104866.6	2983.05	268.00	138.00	202.00	419.00
ENSG00000104870.8	1387.39	1327.00	800.00	1142.00	2239.00
ENSG00000104872.6	1050.55	936.00	712.00	776.00	1234.00
ENSG00000104879.4	1657.00	10.00	7.00	17.00	27.00
ENSG00000104880.13	4544.87	407.50	315.75	308.27	636.00
ENSG00000104881.10	1062.39	289.00	166.00	132.00	288.00
ENSG00000104883.3	1012.25	1.00	0.00	2.00	0.00
ENSG00000104884.10	2543.14	835.00	766.00	935.00	1321.00
ENSG00000104885.13	3619.01	1005.00	653.00	650.00	1316.00
ENSG00000104886.5	1241.39	397.00	312.00	342.00	765.00
ENSG00000104888.5	2951.55	15.00	15.00	9.00	21.00
ENSG00000104889.4	1150.01	121.00	118.00	146.00	248.00
ENSG00000104892.12	1764.00	1.00	5.00	4.00	1.00
ENSG00000104897.5	1336.38	415.00	276.00	302.00	670.00
ENSG00000104899.4	1686.00	1.00	0.00	0.00	1.00
ENSG00000104901.2	641.72	4.00	3.00	1.00	3.00
ENSG00000104903.4	1435.40	2.00	1.00	8.00	26.00
ENSG00000104904.8	866.53	2484.94	2177.00	2120.00	3723.00
ENSG00000104907.8	1786.64	404.00	352.00	461.00	670.00
ENSG00000104915.10	1126.44	415.00	281.00	354.00	520.00
ENSG00000104936.13	1966.09	298.00	213.00	261.00	450.00
ENSG00000104938.12	1551.19	6.00	4.00	12.00	11.00
ENSG00000104941.3	2171.00	0.00	0.00	0.00	0.00
ENSG00000104946.6	2206.63	358.00	292.00	315.00	544.00
ENSG00000104951.11	1437.25	2.00	0.00	0.00	0.00
ENSG00000104953.14	913.09	25.00	23.00	54.00	57.00
ENSG00000104957.9	1326.84	211.00	155.00	238.00	310.00
ENSG00000104960.11	1411.34	1056.00	792.00	757.00	1499.00
ENSG00000104964.10	1484.33	1546.00	1234.00	1117.00	2090.00
ENSG00000104969.5	2232.72	759.00	501.00	571.00	1051.00
ENSG00000104973.10	1695.11	246.00	180.02	180.00	388.00
ENSG00000104976.7	1422.77	131.00	72.00	90.00	224.00
ENSG00000104979.4	749.99	450.00	346.99	307.00	572.00
ENSG00000104980.3	1518.25	415.00	422.00	527.00	582.00
ENSG00000104983.4	1225.45	46.00	20.00	41.00	82.00
ENSG00000104998.2	2677.00	55.00	66.00	79.00	128.00
ENSG00000105011.4	2059.00	109.00	94.00	134.00	148.00
ENSG00000105048.12	873.94	40.00	25.00	17.00	37.00
ENSG00000105053.6	1389.99	406.00	320.00	414.00	520.00
ENSG00000105058.7	1425.19	588.00	618.00	683.00	808.00
ENSG00000105063.14	3483.11	1520.63	1000.31	1194.70	2327.71
ENSG00000105072.4	3147.92	90.00	87.00	112.00	157.00
ENSG00000105085.6	3227.04	75.00	56.00	54.00	90.00
ENSG00000105088.4	1978.48	11.00	17.00	15.00	20.00
ENSG00000105122.8	1708.86	0.00	0.00	0.00	0.00
ENSG00000105127.4	3430.94	428.00	443.00	406.00	539.00
ENSG00000105131.3	1487.00	0.00	0.00	0.00	0.00
ENSG00000105135.11	1687.28	682.00	480.00	626.00	1057.00
ENSG00000105136.15	2336.97	212.41	270.35	269.05	270.88
ENSG00000105137.8	3020.55	173.00	132.00	138.00	231.00
ENSG00000105146.8	848.99	12.00	9.00	5.00	10.00
ENSG00000105171.5	721.81	127.00	142.00	184.00	191.00
ENSG00000105173.9	1697.70	115.00	124.00	235.00	273.00
ENSG00000105176.13	2055.53	905.00	975.00	925.00	1000.00
ENSG00000105185.7	794.73	580.00	581.00	560.00	761.00
ENSG00000105186.10	3863.44	600.00	588.00	523.00	621.00
ENSG00000105193.4	569.56	8428.00	6241.00	4120.00	8848.00
ENSG00000105197.6	1381.95	504.00	477.00	494.00	700.00
ENSG00000105202.3	939.54	2045.00	2024.00	1466.00	2063.00
ENSG00000105204.9	1561.87	19.00	14.00	15.00	23.00
ENSG00000105219.4	1807.01	20.00	18.00	38.00	64.00
ENSG00000105220.10	2177.48	7757.00	5806.00	5494.00	7779.00
ENSG00000105221.12	1849.16	1993.00	1587.00	1760.00	2807.00
ENSG00000105223.14	1322.19	1221.00	824.00	854.00	1829.00
ENSG00000105227.10	4986.12	47.00	49.00	23.00	32.00
ENSG00000105229.2	1763.61	202.00	149.00	167.00	315.00
ENSG00000105245.5	2672.06	70.00	57.00	56.00	101.00
ENSG00000105246.5	1186.00	48.00	27.00	18.00	59.00
ENSG00000105248.11	1434.00	86.00	67.00	79.00	126.00
ENSG00000105251.6	685.17	1.00	1.00	3.00	11.00
ENSG00000105254.7	701.61	616.00	527.00	612.00	1200.00
ENSG00000105255.6	1775.03	10.00	9.00	13.00	22.00
ENSG00000105258.4	601.64	151.00	127.00	139.00	280.00
ENSG00000105270.10	2447.52	45.00	42.00	65.00	88.00
ENSG00000105278.6	442.65	7.00	4.00	3.00	10.00
ENSG00000105281.8	2335.11	3426.92	3166.00	2470.00	3730.00
ENSG00000105287.8	2116.04	433.00	313.00	277.00	541.00
ENSG00000105289.10	1129.63	8.00	5.00	19.00	37.00
ENSG00000105290.7	925.62	36.00	21.00	30.00	55.00
ENSG00000105298.9	2335.53	114.00	73.00	83.00	179.00
ENSG00000105321.8	1330.60	167.00	122.00	123.00	223.00
ENSG00000105323.12	2766.95	2348.00	2113.00	2060.00	2732.00
ENSG00000105325.9	2027.22	554.00	339.00	399.00	797.00
ENSG00000105327.11	1418.34	210.00	117.00	129.00	308.00
ENSG00000105329.5	2610.49	898.00	596.00	503.00	893.00
ENSG00000105339.6	2515.39	220.00	141.00	200.00	307.00
ENSG00000105341.14	1318.77	606.00	550.00	527.00	940.00
ENSG00000105355.4	2267.75	1218.00	919.00	1055.00	1761.00
ENSG00000105357.11	5765.58	321.00	205.00	220.00	452.00
ENSG00000105364.9	1307.54	264.00	191.00	278.00	539.00
ENSG00000105369.5	867.98	1.00	1.00	6.00	5.00
ENSG00000105370.3	904.08	20.00	9.00	16.00	16.00
ENSG00000105371.8	1218.22	20.00	15.00	26.00	38.00
ENSG00000105372.2	459.04	9100.00	7226.00	5865.00	10308.00
ENSG00000105373.14	753.32	830.00	647.00	616.00	1153.00
ENSG00000105374.5	843.00	3.00	2.00	0.00	3.00
ENSG00000105376.4	2054.90	24.00	13.00	15.00	31.00
ENSG00000105379.5	998.23	6350.04	4550.85	3874.48	6828.59
ENSG00000105383.10	1691.46	1.00	0.00	0.00	2.00
ENSG00000105393.11	1378.67	550.00	492.00	593.00	841.00
ENSG00000105397.9	1410.63	501.00	397.00	512.00	936.00
ENSG00000105398.3	1987.00	2196.00	2608.00	4176.00	4650.00
ENSG00000105401.2	1510.98	1131.00	936.00	828.00	1516.00
ENSG00000105402.3	1542.28	438.00	365.00	427.00	700.00
ENSG00000105404.6	819.40	139.00	124.00	132.00	282.00
ENSG00000105409.11	2228.67	0.00	0.00	0.00	0.00
ENSG00000105419.13	1735.34	29.00	15.00	47.00	58.00
ENSG00000105426.10	5433.93	2131.00	1573.00	1778.00	2647.00
ENSG00000105427.5	523.00	5.00	0.00	2.00	3.00
ENSG00000105429.8	6829.22	813.00	738.00	844.00	1455.00
ENSG00000105438.4	1409.18	4542.00	4118.00	4281.00	6092.00
ENSG00000105443.9	3242.92	1402.64	1235.29	1310.30	1627.22
ENSG00000105447.8	2378.28	254.00	288.00	265.00	443.24
ENSG00000105464.3	5093.00	23.00	11.00	15.00	34.00
ENSG00000105467.4	1000.00	0.00	1.00	0.00	1.00
ENSG00000105479.11	1928.50	9.00	9.00	9.00	21.00
ENSG00000105483.12	2125.82	572.00	594.00	602.00	628.00
ENSG00000105486.9	1819.12	221.00	157.00	243.00	326.00
ENSG00000105497.3	1879.68	54.00	62.00	70.00	77.00
ENSG00000105499.9	1207.33	39.00	27.00	62.00	57.00
ENSG00000105501.7	2404.33	0.00	0.00	0.00	0.00
ENSG00000105514.3	4273.00	236.03	261.05	239.00	263.00
ENSG00000105516.6	1352.65	61.00	43.00	44.00	60.00
ENSG00000105518.9	853.92	264.97	203.95	239.00	351.00
ENSG00000105519.8	2507.32	74.00	74.00	92.00	141.00
ENSG00000105520.6	2606.80	76.00	70.00	52.00	105.00
ENSG00000105523.3	889.50	2.00	0.00	0.00	0.00
ENSG00000105538.4	1368.82	21.00	10.00	12.00	26.00
ENSG00000105550.4	883.00	5.00	5.00	0.00	1.00
ENSG00000105552.10	1555.39	21.00	13.00	41.00	48.00
ENSG00000105556.6	2431.03	285.00	195.00	272.00	394.00
ENSG00000105559.7	1840.19	105.00	90.00	100.00	177.00
ENSG00000105568.13	2156.09	1898.00	1622.00	2201.00	3229.00
ENSG00000105576.11	3820.02	1303.00	1095.00	1147.00	1446.00
ENSG00000105583.5	795.37	718.97	671.00	667.00	969.00
ENSG00000105607.8	1629.64	137.00	109.00	162.00	286.00
ENSG00000105610.4	1592.00	1.00	0.00	0.00	1.00
ENSG00000105612.4	1872.72	151.00	136.00	175.00	243.00
ENSG00000105613.5	1389.50	103.00	63.00	85.00	174.00
ENSG00000105617.3	1542.00	52.00	41.00	31.00	71.00
ENSG00000105618.9	1644.64	325.00	343.00	372.00	613.00
ENSG00000105619.9	1189.13	70.00	78.00	106.00	142.00
ENSG00000105639.14	4587.68	686.00	627.00	665.00	962.00
ENSG00000105640.8	665.75	7253.83	5080.66	5400.74	9447.46
ENSG00000105641.3	2074.50	0.00	0.00	0.00	0.00
ENSG00000105642.11	1457.00	0.00	0.00	0.00	0.00
ENSG00000105643.5	2321.57	124.00	130.00	107.00	134.00
ENSG00000105647.10	3912.09	820.74	601.24	595.36	1230.53
ENSG00000105649.5	1153.74	31.00	15.00	18.00	40.00
ENSG00000105650.17	2806.87	137.00	114.00	164.00	238.00
ENSG00000105655.14	1302.00	377.00	263.00	263.00	571.00
ENSG00000105656.8	3926.38	312.11	177.86	188.61	332.44
ENSG00000105662.11	5400.88	208.00	182.00	245.00	405.00
ENSG00000105663.10	3308.70	472.13	313.00	363.47	651.12
ENSG00000105664.6	2292.00	4.00	2.00	1.00	6.00
ENSG00000105668.3	1223.00	30.00	12.00	22.00	25.00
ENSG00000105669.8	1111.78	581.00	441.00	524.00	1198.56
ENSG00000105671.7	1722.40	93.00	110.00	116.00	229.00
ENSG00000105672.10	1199.50	0.00	0.00	0.00	0.00
ENSG00000105675.4	1637.44	0.00	0.00	1.00	3.00
ENSG00000105676.9	1894.23	192.00	140.00	209.00	414.00
ENSG00000105677.7	900.58	474.00	437.00	427.00	695.00
ENSG00000105695.10	1876.76	1.00	0.00	1.00	5.00
ENSG00000105696.4	1614.88	583.00	359.00	538.00	1078.00
ENSG00000105697.3	618.66	150.00	114.00	68.00	116.00
ENSG00000105698.11	1161.82	827.00	655.00	576.00	1073.00
ENSG00000105699.12	1501.99	933.00	647.00	655.00	1338.00
ENSG00000105700.6	1365.90	1126.00	914.00	762.00	1164.00
ENSG00000105701.11	1683.43	1460.00	760.00	973.00	2283.00
ENSG00000105705.11	1448.47	212.00	241.00	224.00	384.00
ENSG00000105707.9	1641.93	3341.00	1861.00	2632.00	5004.00
ENSG00000105708.8	2949.00	78.00	105.00	97.00	90.00
ENSG00000105711.6	1069.39	170.00	130.00	182.00	275.00
ENSG00000105722.5	1579.42	567.00	376.00	339.00	704.00
ENSG00000105723.7	1995.91	602.00	540.36	540.79	713.00
ENSG00000105726.12	2307.71	669.00	501.00	648.00	1096.00
ENSG00000105732.9	3155.03	152.00	83.00	115.00	199.00
ENSG00000105737.5	3493.00	0.00	1.00	0.00	2.00
ENSG00000105738.6	5461.04	219.00	180.00	219.00	428.00
ENSG00000105750.10	1396.10	24.00	20.00	24.00	31.00
ENSG00000105755.3	924.47	208.00	154.00	260.00	373.00
ENSG00000105767.2	2035.82	474.00	462.00	399.00	644.00
ENSG00000105771.9	1948.73	286.00	263.00	288.00	439.00
ENSG00000105778.13	4219.44	1564.00	1628.00	1479.00	1526.00
ENSG00000105784.11	1936.11	11.00	17.00	14.00	16.00
ENSG00000105792.15	2942.17	56.00	65.00	86.00	94.00
ENSG00000105793.11	1980.91	226.00	331.00	258.00	294.00
ENSG00000105808.13	3782.11	152.40	113.99	99.62	154.75
ENSG00000105810.5	11209.26	4779.00	5205.00	5575.00	5217.00
ENSG00000105819.9	1673.80	1151.00	1454.00	1532.00	1678.00
ENSG00000105821.10	1949.21	437.00	434.00	490.00	402.00
ENSG00000105825.7	1629.87	4.00	4.00	4.00	18.00
ENSG00000105829.7	1541.16	346.00	411.00	390.00	432.00
ENSG00000105835.7	2584.54	1301.55	1244.24	1231.46	1152.44
ENSG00000105849.5	3942.00	238.00	308.00	314.00	289.00
ENSG00000105852.6	1197.55	144.00	169.00	224.00	224.84
ENSG00000105854.8	1502.44	1927.00	2390.00	2968.00	3077.00
ENSG00000105855.5	6328.31	10.00	16.00	31.00	33.00
ENSG00000105856.9	2083.49	1051.00	1011.00	841.00	903.00
ENSG00000105865.6	1827.36	103.00	132.00	159.00	163.00
ENSG00000105866.9	6004.60	177.00	206.00	163.00	166.00
ENSG00000105875.9	3724.11	295.00	318.00	324.00	477.00
ENSG00000105877.13	902.24	0.00	1.00	1.00	2.00
ENSG00000105879.7	2662.94	532.00	559.00	499.00	573.00
ENSG00000105880.4	1274.67	0.00	2.00	0.00	0.00
ENSG00000105887.10	3384.32	1800.21	2077.93	2081.32	2281.62
ENSG00000105926.11	4336.54	189.00	239.00	216.00	205.00
ENSG00000105928.9	2068.18	696.00	679.00	923.00	1043.00
ENSG00000105929.11	2989.26	7.00	5.00	19.00	14.00
ENSG00000105939.8	6405.11	932.00	977.00	1121.00	1143.00
ENSG00000105948.9	3371.96	50.00	91.00	105.00	81.00
ENSG00000105953.10	3903.59	551.00	512.00	797.00	1130.00
ENSG00000105963.9	1240.96	117.00	38.97	115.00	141.50
ENSG00000105967.11	2822.33	0.00	0.00	0.00	0.00
ENSG00000105968.14	1041.53	1000.00	1031.00	981.00	1296.73
ENSG00000105971.10	806.76	7.00	9.00	17.00	8.00
ENSG00000105974.7	1297.51	5.00	13.00	12.00	9.00
ENSG00000105976.10	6285.14	1668.00	1921.00	2262.00	2146.00
ENSG00000105983.15	3116.18	652.00	781.00	953.00	949.00
ENSG00000105988.6	462.00	1.01	0.00	0.00	3.01
ENSG00000105991.7	2517.00	9.00	6.00	12.00	16.00
ENSG00000105993.10	1656.77	1285.28	1410.27	1168.69	1435.08
ENSG00000105996.5	2066.00	8.00	4.00	9.00	14.00
ENSG00000105997.18	2647.30	150.00	168.00	210.00	307.00
ENSG00000106003.8	2017.30	51.00	67.00	83.00	140.00
ENSG00000106004.4	1388.37	22.00	32.00	32.00	36.00
ENSG00000106006.6	830.61	3.00	2.00	6.00	11.00
ENSG00000106009.11	2882.85	222.00	178.00	196.00	384.00
ENSG00000106012.13	2463.38	34.00	30.00	46.00	53.00
ENSG00000106025.4	1661.32	5.00	12.00	5.00	15.00
ENSG00000106028.6	704.05	534.00	717.00	577.00	677.00
ENSG00000106031.6	4376.00	0.00	0.00	2.00	1.00
ENSG00000106034.13	3051.49	203.00	273.00	297.00	295.00
ENSG00000106049.4	1891.35	439.00	489.00	888.00	945.00
ENSG00000106052.9	2602.32	1622.00	1743.00	1958.00	1974.00
ENSG00000106066.9	1842.00	2125.00	2294.00	2433.00	2566.00
ENSG00000106069.16	2998.24	847.00	843.00	801.00	800.00
ENSG00000106070.13	3519.00	1097.00	1091.00	1640.00	1938.00
ENSG00000106077.14	1285.11	24.00	17.00	56.00	81.00
ENSG00000106078.13	3781.84	537.00	496.00	534.00	672.00
ENSG00000106080.6	3415.97	666.00	775.00	972.00	965.00
ENSG00000106086.14	6803.86	1102.08	1124.78	1181.23	1182.14
ENSG00000106089.7	1108.15	189.00	140.00	141.00	241.00
ENSG00000106100.6	2655.98	43.00	47.00	57.00	87.00
ENSG00000106105.9	2269.31	3263.00	3894.00	3206.00	3260.00
ENSG00000106123.7	2584.80	0.00	0.00	1.00	0.00
ENSG00000106133.13	1737.33	120.62	125.18	86.45	191.53
ENSG00000106144.15	4072.62	431.00	416.00	431.00	579.00
ENSG00000106153.12	899.22	1774.00	1449.00	906.00	1830.00
ENSG00000106211.8	801.63	424.00	288.00	320.00	643.16
ENSG00000106244.8	1380.82	806.00	848.91	933.96	1380.96
ENSG00000106245.5	876.73	357.00	355.00	368.00	407.00
ENSG00000106246.13	3577.22	117.24	108.06	120.74	202.81
ENSG00000106258.9	1662.63	276.00	370.00	365.00	385.00
ENSG00000106261.12	8759.74	5299.00	6039.00	5823.95	5980.00
ENSG00000106263.13	2457.72	2844.00	3046.00	2504.00	3232.95
ENSG00000106266.4	1874.86	226.00	183.00	264.00	440.00
ENSG00000106268.11	674.78	30.00	38.00	31.00	65.00
ENSG00000106278.7	4627.00	0.00	0.00	0.00	1.00
ENSG00000106290.10	1606.99	566.00	455.00	503.00	731.00
ENSG00000106299.7	4435.00	1105.00	1140.00	1186.00	1195.00
ENSG00000106302.5	443.81	1.00	0.00	0.00	2.00
ENSG00000106305.5	1214.80	207.00	227.00	266.00	381.00
ENSG00000106327.8	2817.37	1509.00	1205.00	841.00	1445.00
ENSG00000106328.8	1161.00	0.00	1.51	1.00	0.00
ENSG00000106330.7	992.41	68.00	47.00	69.00	136.00
ENSG00000106333.8	1384.68	268.00	166.00	258.00	394.00
ENSG00000106336.8	1561.73	17.00	10.00	11.00	16.00
ENSG00000106344.4	2551.34	767.00	797.00	768.00	795.00
ENSG00000106346.7	4813.13	274.00	230.00	274.00	274.00
ENSG00000106348.12	1856.41	582.00	397.00	473.00	747.00
ENSG00000106351.8	2493.09	1906.00	1535.00	1324.00	2296.00
ENSG00000106355.5	794.39	468.00	490.00	455.00	551.00
ENSG00000106366.7	3189.96	43416.00	26581.00	18763.00	24200.00
ENSG00000106367.9	987.42	369.00	380.00	383.00	575.00
ENSG00000106384.6	2056.90	188.00	150.00	250.00	422.00
ENSG00000106392.6	2940.26	4981.00	6183.00	5444.00	4723.00
ENSG00000106397.7	2111.96	1502.00	1199.00	1183.00	1748.00
ENSG00000106399.7	737.77	234.00	243.00	369.00	412.00
ENSG00000106400.7	1397.76	493.00	402.00	405.00	639.00
ENSG00000106404.9	1805.14	249.00	211.00	183.00	302.00
ENSG00000106415.8	2281.25	73.00	85.00	103.00	103.00
ENSG00000106443.10	2946.11	616.00	838.00	851.00	838.00
ENSG00000106459.10	2543.18	222.00	249.00	168.00	241.00
ENSG00000106460.14	3914.92	970.00	1186.00	1342.00	1217.00
ENSG00000106462.6	2872.78	451.00	393.00	356.00	444.00
ENSG00000106477.14	1823.61	93.00	108.00	167.00	151.00
ENSG00000106479.6	2199.52	64.00	82.00	84.00	104.00
ENSG00000106483.7	2896.06	58.00	58.00	68.00	55.00
ENSG00000106484.10	2128.74	755.00	853.00	814.00	907.00
ENSG00000106524.4	2281.58	147.00	192.00	285.00	297.00
ENSG00000106526.6	1594.11	9.60	15.58	19.77	19.78
ENSG00000106537.7	2093.00	80.00	94.00	211.00	219.00
ENSG00000106538.5	785.11	461.00	269.00	188.00	477.00
ENSG00000106540.4	564.00	1.00	0.00	0.00	0.00
ENSG00000106541.7	804.77	9.00	12.00	63.00	47.00
ENSG00000106546.8	4778.63	2053.00	2495.00	2135.00	1929.00
ENSG00000106554.7	1443.15	551.99	482.99	486.00	649.99
ENSG00000106560.6	1449.00	5.00	5.00	9.00	10.00
ENSG00000106571.8	4968.00	0.00	0.00	0.00	1.00
ENSG00000106588.6	1202.17	1238.18	1293.80	1133.78	1529.94
ENSG00000106591.3	1251.06	551.00	486.00	587.00	670.00
ENSG00000106603.13	1124.82	678.00	714.00	856.00	938.00
ENSG00000106605.6	1049.27	583.00	557.00	780.00	900.00
ENSG00000106608.12	2975.98	536.80	426.00	514.00	757.00
ENSG00000106609.12	3205.48	1374.00	1544.00	1570.00	1710.00
ENSG00000106610.10	1357.01	93.00	109.00	126.00	171.00
ENSG00000106615.5	1152.81	689.61	828.89	657.76	677.38
ENSG00000106617.9	1678.81	4.00	4.00	15.00	22.00
ENSG00000106624.4	3489.88	44.00	30.00	37.00	52.00
ENSG00000106628.6	1225.11	528.00	439.00	492.00	810.00
ENSG00000106631.4	531.10	0.00	0.00	0.00	0.00
ENSG00000106635.3	1435.37	218.00	193.00	236.00	346.00
ENSG00000106636.3	2282.49	1040.00	963.00	980.00	1228.00
ENSG00000106638.11	2358.49	420.00	434.00	537.00	747.00
ENSG00000106665.11	5336.80	1466.00	974.43	1044.00	1636.00
ENSG00000106682.10	2496.74	4301.93	3762.40	3679.39	5547.73
ENSG00000106683.10	3077.45	347.00	237.00	336.00	675.00
ENSG00000106686.12	2756.93	39.00	30.00	57.00	51.00
ENSG00000106688.7	3722.00	0.00	1.00	0.00	1.00
ENSG00000106692.9	5298.97	434.00	505.00	520.00	516.00
ENSG00000106701.7	6356.66	535.00	553.00	560.00	476.00
ENSG00000106714.13	1454.60	33.86	31.36	29.63	28.06
ENSG00000106723.12	3886.13	993.00	1087.00	1124.00	1322.00
ENSG00000106733.16	1148.59	107.00	138.00	212.00	213.00
ENSG00000106771.8	6593.37	2697.00	2922.00	3113.09	3121.00
ENSG00000106772.13	903.00	1.00	1.00	1.00	1.00
ENSG00000106780.7	6298.00	407.00	472.00	431.00	440.00
ENSG00000106785.10	4071.63	283.00	370.00	551.00	618.00
ENSG00000106789.8	5459.00	400.00	460.00	535.00	658.00
ENSG00000106799.8	6191.50	693.00	884.00	707.00	626.00
ENSG00000106803.5	546.94	443.00	440.00	540.00	858.00
ENSG00000106804.6	5138.04	10552.00	13347.00	12510.00	11954.00
ENSG00000106823.8	3148.37	36.00	39.00	69.00	81.00
ENSG00000106829.14	2019.63	76.63	65.00	109.58	145.77
ENSG00000106852.11	2829.71	29.00	28.00	54.00	53.00
