symbol	length	Control_D0	Control_D1	ACO1_D0	ACO1_D1
ENSG00000134755.10	4991.58	949.00	1003.00	2635.00	2391.00
ENSG00000134758.9	2264.81	373.00	381.00	291.00	255.00
ENSG00000134759.9	2018.17	1447.00	1433.00	1522.00	1430.00
ENSG00000134760.5	2725.15	3.00	3.00	1.00	3.00
ENSG00000134762.12	5072.11	13.00	11.00	94.00	97.00
ENSG00000134765.5	4248.00	1.00	0.00	0.00	0.00
ENSG00000134769.17	3202.72	631.00	639.00	1825.00	1830.00
ENSG00000134775.11	4129.98	0.00	0.00	5.00	7.00
ENSG00000134779.10	1409.35	908.00	969.00	959.00	920.00
ENSG00000134780.5	5753.12	235.00	244.00	599.00	611.00
ENSG00000134802.13	2429.49	19.00	31.00	4.00	11.66
ENSG00000134809.4	678.12	203.00	221.00	285.00	317.00
ENSG00000134815.14	3734.88	475.00	444.00	561.00	495.00
ENSG00000134824.9	2537.19	4902.00	5325.00	3180.00	3150.00
ENSG00000134825.9	548.18	535.00	627.00	674.00	653.00
ENSG00000134827.3	756.00	0.00	0.00	2.00	0.00
ENSG00000134830.3	2187.92	4.00	0.00	3.00	2.00
ENSG00000134851.8	1634.81	868.00	832.00	1040.00	1027.00
ENSG00000134852.10	6754.51	691.00	593.00	1022.00	909.00
ENSG00000134853.7	4102.29	1.00	0.00	1.30	5.00
ENSG00000134864.6	1011.65	15.00	16.00	27.00	33.00
ENSG00000134871.13	1061.68	5.00	7.00	6.00	9.00
ENSG00000134874.13	3457.42	950.00	877.00	854.00	785.00
ENSG00000134882.11	1607.26	1030.00	1076.00	1254.00	1203.00
ENSG00000134884.9	1405.43	1684.00	1604.00	2045.00	2039.00
ENSG00000134897.9	2743.18	500.29	465.18	429.55	385.39
ENSG00000134899.13	2068.75	541.47	518.44	609.17	558.84
ENSG00000134900.7	3363.43	1230.00	1092.00	1200.00	1149.00
ENSG00000134901.8	1998.25	440.00	439.00	383.00	318.00
ENSG00000134905.12	1731.60	550.00	582.00	852.00	725.00
ENSG00000134909.14	7196.08	601.00	644.00	939.00	886.00
ENSG00000134910.8	2199.50	5356.00	5383.00	6228.00	5780.00
ENSG00000134954.10	4056.12	73.00	51.00	322.00	292.00
ENSG00000134955.7	3267.15	218.48	209.03	293.30	306.84
ENSG00000134962.6	6082.00	2561.00	2565.00	1346.00	1269.00
ENSG00000134970.13	3138.78	2827.93	2669.94	2783.16	2758.99
ENSG00000134982.12	7589.54	690.00	656.00	921.00	888.00
ENSG00000134986.9	1793.54	1957.00	2136.00	1359.00	1322.00
ENSG00000134987.7	5157.61	1027.00	1032.00	1072.00	1019.00
ENSG00000134996.11	1319.00	371.00	354.00	384.00	405.00
ENSG00000135002.7	1915.28	418.00	396.00	602.00	504.00
ENSG00000135018.9	3788.90	2532.00	2463.00	3760.00	3444.00
ENSG00000135040.11	2598.57	560.00	520.00	723.00	657.00
ENSG00000135045.6	2327.00	273.00	244.00	169.00	168.00
ENSG00000135046.9	1509.00	0.00	1.00	10.00	9.00
ENSG00000135047.10	1385.37	1147.00	1153.00	1485.00	1336.00
ENSG00000135048.9	4178.10	5443.00	5279.00	15125.00	14373.00
ENSG00000135049.11	4111.53	668.00	628.00	1061.00	1066.00
ENSG00000135052.12	2851.78	43.00	36.00	357.00	373.00
ENSG00000135063.13	1879.86	0.00	0.00	4.00	3.00
ENSG00000135069.9	2163.61	2890.00	3028.00	3586.00	3102.00
ENSG00000135070.9	1684.86	665.00	639.00	564.47	578.29
ENSG00000135074.11	5475.55	36.00	51.00	735.00	741.00
ENSG00000135077.4	1289.00	7.00	11.00	23.00	14.00
ENSG00000135083.10	2434.66	90.00	107.00	251.00	237.00
ENSG00000135090.9	3796.37	461.00	427.00	396.00	307.00
ENSG00000135093.8	3742.00	252.00	241.00	183.00	168.00
ENSG00000135097.2	2311.10	7.00	8.00	20.00	8.00
ENSG00000135100.13	3073.95	1078.00	1059.00	605.00	637.00
ENSG00000135108.10	4313.50	790.00	859.00	1029.00	943.00
ENSG00000135111.10	3509.76	1960.00	1836.00	3332.00	3085.00
ENSG00000135114.8	1783.32	3.00	5.00	4.00	6.00
ENSG00000135116.5	5789.00	2.00	5.00	7.00	10.00
ENSG00000135119.10	2372.89	83.00	72.00	86.00	85.00
ENSG00000135124.10	1554.78	329.00	352.00	454.00	477.00
ENSG00000135127.7	2099.44	120.00	103.00	185.00	164.00
ENSG00000135148.7	2597.38	399.00	434.00	556.00	518.00
ENSG00000135164.14	2067.75	1289.00	1257.00	1863.00	1841.00
ENSG00000135185.7	1124.51	242.00	248.00	189.00	182.00
ENSG00000135205.10	1905.04	131.84	127.00	119.34	119.00
ENSG00000135211.5	1023.00	230.00	197.00	231.00	233.00
ENSG00000135213.8	3895.19	2300.55	2398.13	2145.94	2064.34
ENSG00000135218.13	1428.95	72.00	88.00	136.00	159.00
ENSG00000135220.6	2911.78	2185.00	1969.00	2453.00	2220.00
ENSG00000135222.6	1066.00	0.00	1.00	1.00	2.00
ENSG00000135226.12	1833.00	0.00	1.00	2.00	2.00
ENSG00000135241.12	3147.14	366.00	377.00	557.00	507.00
ENSG00000135245.9	1157.96	318.71	396.48	312.83	319.21
ENSG00000135248.11	1139.62	0.00	0.00	0.00	0.00
ENSG00000135249.3	2641.06	316.00	351.00	409.00	308.00
ENSG00000135250.12	2805.17	543.00	511.00	668.00	705.00
ENSG00000135253.9	3272.88	28.00	25.00	27.00	23.00
ENSG00000135269.13	2521.30	401.00	422.00	959.00	854.00
ENSG00000135272.5	984.88	0.00	5.00	3.00	2.00
ENSG00000135297.11	2055.65	411.00	484.00	521.00	496.00
ENSG00000135299.12	778.29	4.00	6.00	14.00	7.00
ENSG00000135315.7	2810.58	168.00	128.00	154.00	158.00
ENSG00000135316.13	3164.37	3248.74	3193.11	4018.34	3600.28
ENSG00000135317.8	1718.37	1534.38	1519.00	1981.59	1918.95
ENSG00000135318.7	3184.68	801.00	775.00	2017.00	1951.00
ENSG00000135324.5	2153.00	13.00	15.00	20.00	14.00
ENSG00000135334.8	1384.95	661.00	669.00	892.00	842.00
ENSG00000135336.10	2343.72	566.00	531.00	663.00	608.00
ENSG00000135338.9	4590.25	116.00	118.00	221.00	189.00
ENSG00000135341.13	4305.49	1097.00	1056.00	1330.00	1211.00
ENSG00000135362.9	1382.66	1.00	1.00	17.00	26.00
ENSG00000135363.7	1519.00	0.00	0.00	2.00	2.00
ENSG00000135365.11	3004.42	1093.00	1149.00	964.00	980.00
ENSG00000135372.4	3343.40	1379.00	1516.00	1765.00	1798.00
ENSG00000135373.8	1803.22	3.00	0.00	13.00	13.00
ENSG00000135374.5	2343.36	8.00	11.00	55.00	52.00
ENSG00000135378.3	5530.00	33.00	25.00	24.00	16.00
ENSG00000135387.15	3782.56	4923.00	4943.00	7100.00	6646.00
ENSG00000135390.13	673.87	1437.00	1623.00	1579.00	1490.00
ENSG00000135392.11	2814.50	530.00	510.74	688.78	638.53
ENSG00000135404.7	861.69	2044.00	2153.00	7960.00	7837.00
ENSG00000135406.9	865.00	0.00	1.00	1.00	2.00
ENSG00000135407.6	2064.65	12.00	13.00	18.00	16.00
ENSG00000135409.6	1438.29	8.00	14.00	21.00	17.00
ENSG00000135414.5	3656.14	75.00	84.00	192.00	153.00
ENSG00000135423.8	2163.55	159.00	164.00	263.00	233.00
ENSG00000135424.11	1786.29	48.00	49.00	417.00	390.00
ENSG00000135436.4	2944.00	3.00	4.00	3.00	6.00
ENSG00000135437.5	750.38	32.61	27.14	55.12	52.05
ENSG00000135439.7	1820.73	34.00	38.65	16.49	25.00
ENSG00000135441.3	591.31	228.50	251.26	252.38	239.15
ENSG00000135446.12	991.92	1373.00	1630.00	2049.00	1823.00
ENSG00000135447.12	1358.75	3.00	0.00	0.00	0.00
ENSG00000135451.8	1367.70	577.00	563.00	446.00	361.00
ENSG00000135452.5	1195.28	302.00	248.00	190.00	149.00
ENSG00000135454.9	3755.44	257.00	254.00	366.00	347.00
ENSG00000135457.5	2886.78	462.00	428.00	575.00	591.00
ENSG00000135469.9	1356.46	207.00	227.00	83.00	99.00
ENSG00000135472.4	1112.41	2.00	3.00	7.00	4.00
ENSG00000135473.10	1873.84	1440.00	1533.00	1365.00	1315.00
ENSG00000135476.7	5215.64	797.00	733.00	492.00	532.00
ENSG00000135480.10	755.83	2.00	3.00	3.00	2.00
ENSG00000135482.2	1999.29	58.00	56.00	74.00	80.00
ENSG00000135486.13	1506.15	30395.08	29888.99	23391.38	21902.13
ENSG00000135502.12	1261.46	49.00	40.00	42.00	34.00
ENSG00000135503.8	4299.78	665.00	623.00	908.00	901.00
ENSG00000135506.11	2417.15	4968.00	5007.00	5975.00	5709.00
ENSG00000135517.6	1396.62	1.00	0.00	2.00	2.00
ENSG00000135519.6	2088.17	2.00	4.00	2.00	4.00
ENSG00000135521.8	1847.00	801.00	760.00	1258.00	1027.00
ENSG00000135525.14	2622.00	1.00	1.00	2.00	2.00
ENSG00000135535.10	2887.70	5861.00	5775.00	6730.00	6601.00
ENSG00000135537.12	2587.11	115.00	120.00	143.00	127.00
ENSG00000135540.7	5777.90	1505.00	1569.00	2177.00	2068.00
ENSG00000135541.16	2732.01	283.00	287.00	380.00	349.00
ENSG00000135547.4	2461.00	0.00	0.00	3.00	1.00
ENSG00000135549.10	1268.12	42.00	32.00	299.00	283.00
ENSG00000135587.4	1645.00	60.00	69.00	89.00	72.00
ENSG00000135596.13	2954.53	684.00	729.61	2185.06	2049.00
ENSG00000135597.14	2272.83	625.00	726.00	784.00	702.00
ENSG00000135604.9	1926.00	1.00	1.00	2.00	2.00
ENSG00000135605.8	3222.09	7.00	7.00	17.00	9.00
ENSG00000135617.3	1083.00	151.00	128.00	99.00	110.00
ENSG00000135622.8	3462.79	504.00	466.00	747.00	760.00
ENSG00000135624.11	1569.11	6611.00	7062.00	9446.00	8900.00
ENSG00000135625.6	2372.00	0.00	0.00	5.00	6.00
ENSG00000135631.11	2987.48	1083.00	1155.00	939.00	878.00
ENSG00000135632.7	2028.44	1351.00	1420.00	1266.00	1244.00
ENSG00000135636.9	2713.15	26.00	56.00	22.00	14.00
ENSG00000135637.9	1335.58	235.00	218.00	167.59	185.00
ENSG00000135638.9	959.00	12.00	10.00	5.00	2.00
ENSG00000135643.4	3567.43	30.00	28.00	98.00	83.00
ENSG00000135655.9	3207.04	525.00	474.00	879.00	781.00
ENSG00000135677.6	4777.03	3021.00	3108.00	3820.00	3453.00
ENSG00000135678.7	811.01	3.00	1.00	2.00	4.00
ENSG00000135679.17	3163.73	4290.04	4032.78	4929.07	4705.55
ENSG00000135686.8	4184.07	1240.00	1238.00	1640.00	1699.00
ENSG00000135697.5	1833.25	0.00	0.00	0.00	0.00
ENSG00000135698.5	1030.46	597.00	586.00	734.00	610.00
ENSG00000135702.10	3245.00	1.00	0.00	1.00	2.00
ENSG00000135709.8	3134.76	74.00	64.00	85.00	87.00
ENSG00000135720.8	3124.67	4806.00	4389.00	8051.00	7508.00
ENSG00000135722.4	1173.47	85.20	100.62	97.71	96.16
ENSG00000135723.9	1998.13	548.00	532.00	740.00	781.00
ENSG00000135736.5	2053.48	38.00	37.00	104.00	116.00
ENSG00000135740.12	3611.11	81.00	86.00	99.00	131.00
ENSG00000135744.7	2291.00	36791.00	39766.00	22630.00	23243.00
ENSG00000135747.7	2005.30	308.38	265.96	267.47	247.16
ENSG00000135749.14	4203.02	5.00	2.00	3.00	4.00
ENSG00000135763.5	5259.78	302.00	279.00	438.00	416.00
ENSG00000135766.8	3399.78	1992.00	1943.00	2709.00	2768.00
ENSG00000135773.8	2123.00	0.00	2.00	4.00	2.00
ENSG00000135775.9	2880.24	651.00	632.00	710.00	658.00
ENSG00000135776.4	3757.99	722.00	731.00	743.00	672.00
ENSG00000135778.7	1296.50	348.00	377.00	388.00	337.00
ENSG00000135801.5	3104.67	291.00	287.00	424.00	355.00
ENSG00000135821.12	1723.73	9429.00	9926.00	8709.00	8235.00
ENSG00000135823.9	4348.80	628.58	571.76	1224.07	1140.79
ENSG00000135828.7	4226.46	6.00	5.00	33.00	30.00
ENSG00000135829.12	3513.41	4050.00	4039.00	4546.00	4017.00
ENSG00000135835.6	9654.00	5.00	6.00	0.00	1.00
ENSG00000135837.11	9334.60	1482.00	1402.00	1605.00	1514.00
ENSG00000135838.9	932.87	1.00	1.00	2.00	2.00
ENSG00000135842.12	6928.00	0.00	0.00	1.00	4.00
ENSG00000135845.5	1457.80	373.00	331.00	628.00	548.00
ENSG00000135847.5	1341.99	305.00	348.00	414.00	395.00
ENSG00000135862.5	5768.24	6048.00	6235.00	10223.00	9618.00
ENSG00000135870.7	9654.67	782.00	758.00	864.00	873.00
ENSG00000135898.5	3828.00	0.00	0.00	5.00	10.00
ENSG00000135899.12	1734.63	202.00	163.00	434.00	346.00
ENSG00000135900.3	1748.00	912.00	845.00	1130.00	1057.00
ENSG00000135902.5	2428.61	9.00	9.00	7.00	5.00
ENSG00000135905.14	1871.15	0.00	0.00	2.00	0.00
ENSG00000135912.6	2333.19	1768.00	1772.00	2251.00	2130.00
ENSG00000135913.6	7289.42	910.00	953.00	915.00	879.00
ENSG00000135914.5	2246.00	0.00	0.00	0.00	0.00
ENSG00000135916.11	2050.98	2551.00	2605.00	4046.00	3772.00
ENSG00000135917.9	2204.98	138.00	165.00	64.00	52.00
ENSG00000135919.8	2076.81	748.00	779.00	3964.00	3744.00
ENSG00000135924.11	2155.69	820.00	855.00	1311.00	1308.00
ENSG00000135925.4	2547.00	0.00	0.00	1.00	1.00
ENSG00000135926.8	2234.37	3984.00	4272.00	5294.00	5550.00
ENSG00000135929.4	2166.21	2144.00	2425.00	1600.00	1520.00
ENSG00000135930.9	1363.72	1187.00	1118.00	1674.00	1698.00
ENSG00000135931.13	2727.81	288.00	272.00	402.00	391.00
ENSG00000135932.6	3621.88	1039.00	916.00	2025.00	1968.00
ENSG00000135940.2	711.90	1398.00	1503.00	1799.00	1940.00
ENSG00000135945.5	2811.65	1074.00	1027.00	1033.00	979.00
ENSG00000135951.10	1413.26	88.00	68.00	159.00	160.00
ENSG00000135953.6	2386.87	535.00	515.00	833.00	814.00
ENSG00000135956.4	3972.91	1219.00	1248.00	2130.00	2084.00
ENSG00000135960.5	4280.00	0.00	1.00	0.00	0.00
ENSG00000135966.8	5668.17	952.00	880.00	1285.00	1243.00
ENSG00000135968.15	4526.55	2146.63	1909.90	2437.95	2383.21
ENSG00000135972.4	1496.11	608.00	636.00	867.00	802.00
ENSG00000135974.5	2587.22	887.00	770.00	994.00	969.00
ENSG00000135976.12	4009.88	662.71	625.67	630.59	570.58
ENSG00000135999.7	3466.21	562.00	555.00	732.00	706.00
ENSG00000136002.12	1893.00	3.00	2.00	0.00	1.00
ENSG00000136003.11	1181.21	811.00	799.00	1024.00	793.00
ENSG00000136010.9	4830.72	49.00	60.00	57.00	45.00
ENSG00000136014.7	1287.06	2.00	3.00	9.00	9.00
ENSG00000136021.13	4306.05	845.00	752.99	1034.00	1022.00
ENSG00000136026.9	3093.00	3575.00	3641.00	5559.00	5440.00
ENSG00000136040.4	5435.53	376.00	386.00	468.00	489.00
ENSG00000136044.7	2217.83	432.00	424.00	549.00	608.00
ENSG00000136045.7	1992.99	1031.00	952.00	1233.00	1196.00
ENSG00000136048.9	3305.86	1364.00	1331.00	1630.00	1618.00
ENSG00000136051.9	4938.56	1110.00	1068.00	1514.00	1465.00
ENSG00000136052.5	2869.55	142.00	137.00	229.00	227.00
ENSG00000136059.10	1098.17	19.00	23.00	30.00	17.00
ENSG00000136068.10	8178.15	15738.00	16788.00	19773.00	19650.00
ENSG00000136098.12	1743.05	1028.00	982.00	1765.00	1775.00
ENSG00000136100.8	3259.57	626.00	624.00	755.00	675.00
ENSG00000136104.14	1238.44	230.00	213.00	251.00	235.00
ENSG00000136108.10	3088.36	1259.00	1102.00	1216.00	1127.00
ENSG00000136110.8	731.00	0.00	0.00	0.00	1.00
ENSG00000136111.8	6174.20	3215.00	3047.00	3410.00	3211.00
ENSG00000136114.11	3067.19	4.33	4.22	5.36	3.15
ENSG00000136122.11	2398.09	250.00	242.00	217.00	208.00
ENSG00000136141.10	4649.82	527.00	458.00	918.00	847.00
ENSG00000136143.9	1913.93	856.00	857.00	745.00	681.00
ENSG00000136144.7	3382.05	738.00	665.00	984.00	878.00
ENSG00000136146.10	1303.32	720.00	760.00	874.00	839.00
ENSG00000136147.12	1197.88	186.00	171.00	296.00	272.00
ENSG00000136149.6	612.00	0.00	1.02	0.00	0.00
ENSG00000136152.10	3996.84	922.00	971.00	938.00	935.00
ENSG00000136153.15	2251.90	2977.19	2939.59	3663.44	3459.48
ENSG00000136155.12	2284.40	0.00	0.00	0.00	0.00
ENSG00000136156.8	1310.76	3863.00	3716.00	4275.00	3954.00
ENSG00000136158.6	2129.81	274.00	313.00	328.00	315.00
ENSG00000136159.3	2098.00	642.00	644.00	607.00	610.00
ENSG00000136161.8	3232.00	45.00	62.00	109.00	114.00
ENSG00000136167.9	2696.04	66.00	48.00	56.00	29.00
ENSG00000136169.12	3943.33	291.00	332.00	371.00	314.00
ENSG00000136193.12	5170.00	3298.00	3225.00	5414.00	5209.00
ENSG00000136197.8	901.33	18.96	18.16	31.48	16.54
ENSG00000136205.12	7238.32	4328.00	4422.00	5283.00	5390.00
ENSG00000136206.3	2649.00	0.00	1.00	0.00	0.00
ENSG00000136213.7	2103.00	281.00	293.00	231.00	220.00
ENSG00000136231.9	3745.33	1914.00	1875.00	2840.00	2968.00
ENSG00000136235.11	889.94	21.00	18.00	20.00	24.00
ENSG00000136237.14	5803.17	1560.00	1332.00	1268.00	1194.00
ENSG00000136238.13	1648.69	2610.38	2540.57	4708.97	4785.59
ENSG00000136240.5	2660.43	6419.00	6274.00	3631.00	3188.00
ENSG00000136243.12	1213.82	288.00	275.00	328.00	345.00
ENSG00000136247.10	1350.14	1124.00	1207.00	1174.00	1197.00
ENSG00000136261.10	1817.95	770.00	765.00	1106.00	1060.00
ENSG00000136267.9	5595.00	0.00	0.00	0.00	1.00
ENSG00000136270.9	1682.49	1213.00	1265.00	1501.00	1447.07
ENSG00000136271.6	1975.65	1021.00	1067.00	1625.00	1506.00
ENSG00000136273.7	1824.62	186.00	214.00	246.00	191.00
ENSG00000136274.8	4780.00	34.00	30.00	79.00	74.00
ENSG00000136279.14	2142.86	998.00	1026.16	1223.00	1205.64
ENSG00000136280.11	1857.78	290.00	319.00	628.00	595.00
ENSG00000136286.10	3033.00	86.00	90.00	8.00	8.00
ENSG00000136295.10	4339.02	8647.00	9169.00	11192.00	11037.00
ENSG00000136305.7	1506.65	987.00	1157.00	327.00	328.00
ENSG00000136319.7	2360.10	345.00	339.22	347.00	354.69
ENSG00000136367.12	5626.47	66.00	73.00	186.00	178.00
ENSG00000136371.5	812.07	281.84	308.24	343.24	347.05
ENSG00000136378.10	5320.80	24.00	25.24	41.88	35.90
ENSG00000136379.7	2368.00	142.00	142.00	257.00	256.00
ENSG00000136381.8	6059.20	2119.00	2054.00	2288.00	2245.00
ENSG00000136383.6	10917.00	23.00	18.00	38.00	40.00
ENSG00000136425.8	998.90	28.00	27.00	39.00	23.00
ENSG00000136436.10	1670.90	1614.00	1630.00	1825.00	1751.00
ENSG00000136444.5	1775.62	601.00	671.00	563.00	525.00
ENSG00000136448.7	1934.60	3339.00	3370.00	4430.00	4357.00
ENSG00000136449.9	2092.00	11.00	5.00	6.00	5.00
ENSG00000136450.8	2182.83	5964.13	5953.16	5536.76	5082.25
ENSG00000136451.4	2927.52	1611.00	1561.00	2345.00	2423.00
ENSG00000136457.5	1374.00	14.00	23.00	0.00	0.00
ENSG00000136463.7	1479.77	476.00	510.00	573.00	512.00
ENSG00000136478.3	5054.79	1432.00	1430.00	1321.00	1310.00
ENSG00000136485.10	5340.54	3859.00	3725.00	3378.00	3232.00
ENSG00000136490.4	1578.37	274.00	285.00	595.00	596.00
ENSG00000136492.4	5500.10	671.00	636.00	456.00	366.00
ENSG00000136504.7	3546.99	911.00	869.00	1103.00	1007.00
ENSG00000136514.2	1554.00	3.00	4.00	4.00	3.00
ENSG00000136518.12	1551.09	981.00	969.00	1031.00	951.00
ENSG00000136521.8	1135.19	833.00	851.00	1053.56	1051.00
ENSG00000136522.9	1196.49	549.00	469.00	734.00	692.00
ENSG00000136527.13	2038.81	2670.00	2649.00	3186.00	2868.00
ENSG00000136531.9	7191.96	21.02	22.02	18.01	16.02
ENSG00000136535.10	4009.00	0.00	0.00	1.00	1.00
ENSG00000136536.10	2118.95	1882.00	1781.00	2474.00	2208.00
ENSG00000136542.4	6171.00	1.00	0.00	1.00	1.00
ENSG00000136546.9	7183.00	5.00	4.00	16.00	8.00
ENSG00000136560.9	1335.70	1002.00	860.00	1005.00	978.00
ENSG00000136573.8	700.00	0.00	0.00	4.00	1.00
ENSG00000136574.13	2777.70	587.00	654.00	524.00	422.00
ENSG00000136603.9	4465.64	396.00	422.00	601.00	550.00
ENSG00000136628.13	3691.18	3004.00	2848.00	3772.00	3242.00
ENSG00000136630.11	3323.00	7.00	2.00	3.00	5.00
ENSG00000136631.8	1907.83	340.00	327.00	414.00	390.00
ENSG00000136634.5	955.46	0.00	0.00	13.00	10.00
ENSG00000136636.8	3651.65	1821.00	1575.00	1487.00	1237.00
ENSG00000136643.7	4923.73	622.00	632.00	686.00	726.00
ENSG00000136653.15	3391.22	46.00	40.00	57.00	81.00
ENSG00000136682.10	1922.08	955.39	939.93	888.12	803.39
ENSG00000136688.6	851.00	1.00	3.00	0.00	0.00
ENSG00000136689.14	1446.01	1173.00	1318.00	254.00	296.00
ENSG00000136699.15	3304.89	3584.28	3771.64	3813.46	3752.23
ENSG00000136709.7	4393.96	2283.00	2074.00	2356.00	2275.00
ENSG00000136710.5	1713.03	383.00	403.00	381.00	401.00
ENSG00000136715.13	3940.89	968.00	949.00	1155.00	1091.00
ENSG00000136717.10	1315.66	18.00	19.00	49.00	27.00
ENSG00000136718.5	1229.52	914.00	973.00	1073.00	1026.00
ENSG00000136720.6	3932.00	2578.23	2678.69	2327.00	2062.67
ENSG00000136731.8	8704.30	5500.00	5129.00	5298.00	4851.00
ENSG00000136738.10	2764.10	657.00	679.00	1604.00	1537.00
ENSG00000136754.12	2948.60	659.00	637.00	914.00	932.00
ENSG00000136758.14	3295.93	2785.00	2474.00	3584.00	3316.00
ENSG00000136770.6	2106.00	274.00	261.00	433.00	432.00
ENSG00000136783.9	1617.74	171.00	183.00	262.00	194.00
ENSG00000136802.7	4187.75	1112.00	1333.00	1660.00	1717.00
ENSG00000136807.7	1875.69	558.00	569.00	777.00	793.00
ENSG00000136810.8	866.75	1746.00	1860.00	2269.00	2155.00
ENSG00000136811.12	2411.93	964.00	959.00	995.00	865.00
ENSG00000136813.10	4351.31	2430.00	2422.00	3635.00	3452.00
ENSG00000136816.11	2594.96	459.00	464.00	855.00	847.00
ENSG00000136819.10	1337.14	515.00	480.00	814.00	822.00
ENSG00000136824.14	5317.46	1249.00	1149.00	809.00	787.00
ENSG00000136826.10	2677.55	45.00	27.00	78.00	74.00
ENSG00000136827.11	1953.36	540.00	501.00	787.00	729.00
ENSG00000136828.14	2970.02	268.00	258.00	91.00	108.00
ENSG00000136830.7	3729.02	1716.00	1727.00	3438.00	3702.00
ENSG00000136840.14	1509.19	376.00	424.00	441.00	354.00
ENSG00000136842.9	3259.00	5.00	3.00	16.00	18.00
ENSG00000136848.12	5983.38	1881.00	1928.00	2164.00	2105.00
ENSG00000136854.13	3563.56	200.00	259.00	469.00	467.00
ENSG00000136856.13	1550.59	345.00	317.00	1229.00	1221.00
ENSG00000136859.5	3345.26	451.00	538.00	278.00	283.00
ENSG00000136861.13	4072.61	2336.00	2219.00	2156.00	2026.00
ENSG00000136866.9	2997.53	73.00	72.00	147.00	141.00
ENSG00000136867.6	1749.18	113.00	113.00	188.00	152.00
ENSG00000136868.9	3448.02	2412.00	2450.00	1896.00	1820.00
ENSG00000136869.13	4569.13	14.00	12.00	80.00	64.00
ENSG00000136870.6	3100.66	1057.00	1118.00	1177.00	1127.00
ENSG00000136872.13	2451.00	11.00	20.00	3.00	4.00
ENSG00000136874.6	2310.66	419.00	355.00	502.00	447.00
ENSG00000136875.8	2983.64	695.00	757.00	1190.00	1105.00
ENSG00000136877.10	1388.22	424.00	461.00	712.00	660.00
ENSG00000136878.8	3647.28	197.00	206.00	395.00	376.00
ENSG00000136881.7	3377.00	261.00	250.00	126.00	123.00
ENSG00000136883.8	942.42	135.00	167.00	36.00	34.00
ENSG00000136888.6	1080.00	1116.00	1168.00	1626.00	1578.00
ENSG00000136891.9	3006.25	625.00	620.00	929.00	867.00
ENSG00000136895.14	1900.05	211.00	180.00	216.00	192.00
ENSG00000136897.6	2692.34	1586.00	1652.00	1561.00	1536.00
ENSG00000136908.13	1375.40	390.00	390.00	498.00	470.00
ENSG00000136925.10	3107.65	651.00	636.00	845.00	864.00
ENSG00000136928.4	3231.50	0.00	0.00	1.00	0.00
ENSG00000136930.8	975.50	1663.00	1786.00	2004.00	1817.00
ENSG00000136931.5	2806.43	1437.00	1485.00	1788.00	1769.00
ENSG00000136932.9	1339.06	96.00	90.00	114.00	133.00
ENSG00000136933.12	1467.74	577.00	593.00	427.00	430.00
ENSG00000136935.9	4653.07	701.14	747.12	964.39	878.00
ENSG00000136936.6	1341.35	112.00	138.00	159.00	109.00
ENSG00000136937.8	5132.39	1115.00	1091.00	1441.00	1296.00
ENSG00000136938.8	1447.53	3274.00	3278.00	3217.00	2816.00
ENSG00000136940.9	2813.00	415.00	390.00	388.00	360.00
ENSG00000136942.10	455.80	4111.00	4555.00	4937.99	4579.00
ENSG00000136943.6	1546.00	204.00	205.00	137.00	129.00
ENSG00000136944.13	3078.80	0.00	2.00	0.00	0.00
ENSG00000136950.9	1426.51	389.00	383.00	624.00	568.00
ENSG00000136960.8	2490.81	68.00	71.00	28.00	23.00
ENSG00000136982.5	2314.00	171.00	136.00	175.00	136.00
ENSG00000136986.5	2440.36	886.00	854.00	1273.00	1174.00
ENSG00000136997.10	2249.68	2644.00	2783.00	3229.00	3406.00
ENSG00000136999.4	2522.00	0.00	0.00	12.00	14.00
ENSG00000137033.7	1380.75	1.00	1.00	0.00	0.00
ENSG00000137038.7	1439.94	360.00	416.00	448.00	395.00
ENSG00000137040.8	4481.09	620.00	532.00	1287.00	1270.00
ENSG00000137054.11	1866.36	342.00	391.00	342.00	325.00
ENSG00000137055.10	2359.77	417.00	438.00	683.00	617.00
ENSG00000137070.13	1471.91	61.00	51.53	21.00	19.00
ENSG00000137073.16	3581.26	1272.00	1328.00	1831.00	1776.00
ENSG00000137074.14	1223.59	403.00	414.00	696.00	690.00
ENSG00000137075.13	4573.07	839.00	815.00	1027.00	1009.00
ENSG00000137076.14	6591.10	4656.00	4660.00	6964.00	6963.00
ENSG00000137078.4	1231.00	65.00	53.00	50.00	62.00
ENSG00000137094.10	2372.96	71.00	60.00	323.00	256.00
ENSG00000137098.9	801.21	11.00	8.00	2.00	5.00
ENSG00000137100.11	861.76	173.00	207.00	235.00	243.00
ENSG00000137101.8	778.53	5.00	5.00	16.00	9.00
ENSG00000137103.12	1753.14	149.00	161.00	157.00	132.00
ENSG00000137106.13	1306.80	1039.00	1095.91	1000.28	927.21
ENSG00000137124.6	3066.00	1905.00	1960.00	1555.00	1387.00
ENSG00000137133.6	689.60	201.00	214.00	266.00	238.00
