symbol	length	Control_D0	Control_D1	AATF_D0	AATF_D1
ENSG00000110619.12	2366.18	322.00	270.00	532.00	527.00
ENSG00000110628.9	1549.05	169.00	231.00	182.00	113.00
ENSG00000110651.7	1087.18	0.00	2.00	0.00	0.00
ENSG00000110660.10	2985.56	278.00	242.00	335.00	361.00
ENSG00000110665.7	1366.00	4.00	0.00	2.00	5.00
ENSG00000110675.8	1403.86	0.00	0.00	0.00	0.00
ENSG00000110693.11	7946.26	129.00	109.00	179.00	187.00
ENSG00000110696.5	1324.06	1897.00	1448.00	2197.00	2198.00
ENSG00000110697.8	1920.22	185.00	205.00	189.00	149.00
ENSG00000110700.2	637.00	4358.99	3930.99	5437.98	5429.98
ENSG00000110711.5	1017.86	364.00	438.00	356.00	308.00
ENSG00000110713.11	5835.04	2037.00	1548.00	2030.00	1987.00
ENSG00000110717.6	565.07	243.00	335.00	200.00	159.00
ENSG00000110719.5	1752.22	377.66	473.35	357.58	265.00
ENSG00000110721.7	1696.71	1349.00	1148.00	1279.00	1234.00
ENSG00000110723.7	6756.11	1.00	1.00	3.00	4.00
ENSG00000110756.13	3851.64	347.00	273.00	377.00	375.00
ENSG00000110768.7	1956.10	415.00	372.00	465.00	446.00
ENSG00000110777.7	2795.47	46.00	40.00	55.00	40.00
ENSG00000110799.9	8838.00	26.00	32.00	14.00	19.00
ENSG00000110801.9	1415.29	231.00	239.00	250.99	224.00
ENSG00000110811.15	2161.94	481.00	472.00	402.00	330.00
ENSG00000110841.9	3046.86	680.00	534.00	1038.96	961.98
ENSG00000110844.9	2463.03	149.00	140.00	212.00	216.00
ENSG00000110851.7	3841.84	422.00	371.00	546.00	504.00
ENSG00000110871.10	1472.29	398.00	402.00	452.00	464.00
ENSG00000110876.8	2256.00	2.00	0.00	4.00	2.00
ENSG00000110880.6	3243.34	2768.00	2378.00	2461.00	2407.00
ENSG00000110881.7	3562.50	50.00	49.00	78.00	69.00
ENSG00000110887.3	1806.73	13.00	8.00	11.00	9.00
ENSG00000110888.13	4197.49	1075.00	948.00	1419.00	1341.00
ENSG00000110900.10	3010.75	3.00	2.00	5.00	3.00
ENSG00000110906.8	4126.30	641.00	503.00	787.00	788.00
ENSG00000110911.10	3408.38	1922.00	1769.00	1801.00	1742.00
ENSG00000110917.3	5193.59	4839.00	3844.00	6766.00	6484.00
ENSG00000110921.7	1691.57	269.00	291.00	193.00	186.00
ENSG00000110925.2	4077.71	211.00	169.00	245.00	261.00
ENSG00000110931.14	4136.62	669.00	562.00	635.00	625.00
ENSG00000110934.6	1375.00	1.00	1.00	0.00	0.00
ENSG00000110944.4	1041.00	5.00	1.00	1.00	3.00
ENSG00000110955.4	1726.89	8360.00	6947.00	8011.00	7841.00
ENSG00000110958.11	1885.28	4147.00	3039.00	3926.00	4345.99
ENSG00000110987.4	3166.40	146.00	105.00	149.00	135.00
ENSG00000111011.13	1973.97	1200.00	1049.00	1435.00	1389.00
ENSG00000111012.5	2086.60	19.00	18.00	23.00	27.00
ENSG00000111052.3	5255.74	613.00	523.00	768.00	851.00
ENSG00000111057.6	1418.05	5985.00	5304.00	9436.00	8757.96
ENSG00000111058.3	3658.30	2401.00	2020.00	2776.00	2467.00
ENSG00000111077.13	3102.06	454.00	430.00	427.00	314.00
ENSG00000111087.5	3196.00	4.00	2.00	2.00	2.00
ENSG00000111110.7	6255.65	1665.00	1350.00	913.00	933.00
ENSG00000111142.9	1843.12	1813.00	1419.00	2262.00	2262.00
ENSG00000111144.5	2194.99	1996.00	1719.00	2109.00	2151.00
ENSG00000111145.3	4079.45	207.00	159.00	385.00	381.00
ENSG00000111181.8	2513.41	141.00	99.00	221.00	183.00
ENSG00000111186.8	530.00	1.00	1.00	0.00	1.00
ENSG00000111196.5	875.08	151.00	116.00	168.00	163.00
ENSG00000111199.6	3065.06	75.00	65.00	62.00	60.00
ENSG00000111203.7	1146.04	205.00	227.00	197.00	146.00
ENSG00000111206.8	2726.03	1293.00	953.00	837.00	802.00
ENSG00000111215.7	767.23	71.00	66.00	89.41	68.82
ENSG00000111224.9	2689.07	177.00	131.00	264.00	264.00
ENSG00000111229.11	819.10	1323.95	993.00	2325.98	2336.96
ENSG00000111231.4	1265.01	307.00	249.00	329.00	351.00
ENSG00000111237.14	738.15	581.00	445.00	673.00	604.00
ENSG00000111247.10	1491.22	476.00	331.00	434.00	471.00
ENSG00000111252.6	5406.00	256.00	204.00	317.00	335.01
ENSG00000111254.3	1487.67	10.00	4.00	12.00	12.00
ENSG00000111261.9	2080.10	267.00	219.00	456.00	399.00
ENSG00000111266.4	2585.70	1222.00	1024.01	1763.00	1669.00
ENSG00000111269.2	3611.50	334.00	262.00	607.00	560.00
ENSG00000111271.10	2201.85	386.96	370.00	418.00	388.00
ENSG00000111275.8	2012.98	901.00	841.00	840.00	814.00
ENSG00000111276.6	2657.00	824.00	614.00	972.00	1033.00
ENSG00000111291.4	796.33	0.00	0.00	1.00	0.00
ENSG00000111300.5	5074.59	762.00	627.00	809.00	812.00
ENSG00000111319.8	2404.42	534.00	592.00	1184.00	1047.00
ENSG00000111321.6	1576.53	462.00	464.00	433.00	338.00
ENSG00000111325.12	957.54	119.38	126.02	78.74	96.51
ENSG00000111328.2	1175.65	859.58	635.15	1021.87	921.33
ENSG00000111331.8	6081.30	668.00	539.00	628.00	596.00
ENSG00000111335.8	3729.82	1.00	3.00	4.00	5.00
ENSG00000111339.6	2851.44	378.00	288.00	197.00	210.00
ENSG00000111344.7	2416.40	0.00	0.00	0.00	0.00
ENSG00000111348.4	1063.00	1.00	1.00	6.00	4.00
ENSG00000111358.9	2012.95	622.00	478.00	731.00	774.00
ENSG00000111361.8	2098.27	470.00	426.00	645.00	679.00
ENSG00000111364.11	2237.73	435.00	352.00	521.00	479.00
ENSG00000111371.11	7256.98	1933.00	1523.00	2525.00	2571.00
ENSG00000111405.4	1620.80	0.00	0.00	0.00	0.00
ENSG00000111412.4	2777.13	560.00	416.00	647.00	632.00
ENSG00000111424.6	2519.22	8.00	5.00	5.00	0.00
ENSG00000111445.9	1840.58	485.00	379.00	417.00	392.00
ENSG00000111450.9	2873.47	480.00	413.00	569.00	614.00
ENSG00000111452.8	2224.76	260.00	319.00	122.00	127.00
ENSG00000111481.5	1294.59	1671.00	1424.00	2085.00	1972.00
ENSG00000111490.8	1483.57	2.00	2.00	2.00	4.00
ENSG00000111530.8	4428.61	2083.00	1736.00	2279.00	2360.00
ENSG00000111540.11	3117.76	1629.00	1365.00	1793.21	1528.19
ENSG00000111554.10	2048.19	152.00	98.00	129.00	179.00
ENSG00000111581.5	2559.08	1047.00	828.00	1240.00	1269.00
ENSG00000111596.7	1864.34	965.00	838.00	1125.00	1006.00
ENSG00000111602.7	3935.16	1101.00	888.00	1029.00	1008.00
ENSG00000111605.12	4003.67	1573.00	1331.00	1707.00	1696.00
ENSG00000111615.8	2340.18	926.00	699.00	1064.00	1080.00
ENSG00000111639.3	820.49	1072.00	824.00	989.00	1004.00
ENSG00000111640.10	1366.45	60239.00	56865.03	57057.00	52004.00
ENSG00000111641.6	1943.98	770.00	662.00	798.00	768.00
ENSG00000111642.10	4543.20	4672.00	3525.00	5219.00	4945.00
ENSG00000111644.3	1700.00	1.00	5.00	4.00	5.00
ENSG00000111647.8	3827.56	483.00	389.00	341.00	344.00
ENSG00000111652.5	1769.55	567.00	474.00	685.00	574.00
ENSG00000111653.15	1009.94	224.00	211.00	328.00	285.00
ENSG00000111664.6	1596.64	30.00	44.00	55.00	26.00
ENSG00000111665.7	1285.67	392.00	361.00	296.00	221.00
ENSG00000111666.6	1643.42	1653.00	1284.00	1523.00	1634.00
ENSG00000111667.9	2372.80	1074.00	1009.00	1051.00	942.00
ENSG00000111669.10	1176.10	14953.74	13599.96	12173.93	11299.32
ENSG00000111670.10	4718.72	848.00	666.00	1047.00	1006.00
ENSG00000111671.5	1319.37	13.00	4.00	8.00	7.00
ENSG00000111674.4	2161.12	2488.00	2538.00	3851.00	3564.00
ENSG00000111676.10	4304.44	812.00	899.00	974.00	764.00
ENSG00000111678.6	603.65	179.00	210.00	151.00	149.00
ENSG00000111679.12	1330.62	193.00	208.00	222.00	197.00
ENSG00000111684.6	2185.71	1194.00	1052.00	1335.00	1174.00
ENSG00000111696.7	6689.47	315.00	248.00	218.00	219.00
ENSG00000111700.8	1812.67	2.00	2.00	0.00	0.00
ENSG00000111704.6	1240.70	2.09	1.03	1.00	2.48
ENSG00000111707.7	4847.56	964.77	787.83	1127.97	1082.61
ENSG00000111711.5	2593.23	694.00	549.00	844.00	871.00
ENSG00000111713.2	3132.00	0.00	0.00	0.00	0.00
ENSG00000111725.6	2213.24	428.00	341.00	519.00	490.00
ENSG00000111726.8	1600.15	494.00	386.00	483.00	530.00
ENSG00000111727.7	3263.75	61.00	64.00	84.00	80.00
ENSG00000111728.6	1499.31	0.00	0.00	0.00	0.00
ENSG00000111729.8	978.07	3.00	2.00	5.00	5.00
ENSG00000111731.8	3732.78	687.00	577.00	698.00	692.00
ENSG00000111737.7	2424.39	424.00	399.00	462.00	392.00
ENSG00000111752.6	2910.04	620.04	564.80	804.94	808.94
ENSG00000111775.2	572.54	1218.36	1133.51	1007.83	888.86
ENSG00000111783.8	1595.67	0.00	0.00	1.00	0.00
ENSG00000111785.14	3503.98	209.00	175.00	207.00	226.00
ENSG00000111786.4	1216.31	1482.00	1292.00	1517.00	1423.00
ENSG00000111788.9	3852.11	347.94	321.46	323.57	273.06
ENSG00000111790.9	2054.84	381.00	306.00	440.00	457.00
ENSG00000111799.16	995.25	1.00	2.00	6.00	5.00
ENSG00000111801.11	2580.28	141.21	124.09	149.08	165.42
ENSG00000111802.9	1943.65	934.00	706.00	755.00	774.54
ENSG00000111816.6	11345.03	271.00	227.00	630.00	617.00
ENSG00000111817.12	2485.62	98.00	59.00	86.00	100.00
ENSG00000111832.8	1607.32	534.00	416.00	666.00	680.00
ENSG00000111834.8	2704.00	6.00	4.00	7.00	6.00
ENSG00000111837.7	3184.00	2.00	1.00	3.00	0.00
ENSG00000111843.9	1031.45	983.00	807.00	1063.00	1013.00
ENSG00000111845.4	1800.00	398.00	339.00	462.00	503.00
ENSG00000111846.11	4126.19	513.00	382.00	557.00	587.00
ENSG00000111850.6	1566.31	98.37	69.00	114.86	106.00
ENSG00000111859.12	4399.83	6573.63	6120.00	6220.00	5951.00
ENSG00000111860.9	3304.99	35.00	20.00	48.00	53.00
ENSG00000111875.7	2362.00	444.00	311.00	468.00	475.00
ENSG00000111877.13	3394.85	205.00	176.00	207.00	232.00
ENSG00000111879.14	2973.38	312.00	262.00	352.00	341.00
ENSG00000111880.11	4396.25	583.00	491.00	675.00	705.00
ENSG00000111885.5	5012.23	12325.00	10004.00	10817.00	11233.49
ENSG00000111886.9	1674.31	0.00	1.00	2.00	2.00
ENSG00000111897.6	3137.00	4494.00	3557.00	5003.00	5448.00
ENSG00000111906.13	908.41	382.00	301.00	506.00	466.00
ENSG00000111907.16	1165.00	10.00	6.00	4.00	1.00
ENSG00000111911.5	3311.00	549.00	467.00	582.00	566.00
ENSG00000111912.14	2750.51	443.00	349.00	662.00	672.00
ENSG00000111913.11	5471.00	4.00	4.00	5.00	2.00
ENSG00000111961.12	7711.00	672.00	585.00	811.00	864.00
ENSG00000111962.7	4198.00	0.00	0.00	0.00	1.00
ENSG00000111981.4	3142.00	1.00	0.00	2.00	3.00
ENSG00000112029.5	2109.26	526.00	418.00	447.00	493.00
ENSG00000112031.11	3596.66	585.05	468.46	603.79	617.93
ENSG00000112033.9	3611.36	353.00	317.00	529.00	486.00
ENSG00000112039.3	2554.00	123.00	118.00	191.00	162.00
ENSG00000112053.9	2905.31	4.00	3.00	3.00	6.00
ENSG00000112062.6	3316.72	1711.00	1460.00	2195.00	2081.00
ENSG00000112078.9	5127.02	2194.00	1745.70	2594.00	2516.00
ENSG00000112079.8	3576.00	670.00	539.00	973.00	935.00
ENSG00000112081.12	2464.80	3214.00	2461.00	2940.00	2928.00
ENSG00000112096.12	2547.59	4582.00	4220.00	5506.00	5669.00
ENSG00000112110.5	925.89	567.00	423.00	532.00	506.00
ENSG00000112118.13	2668.74	5155.00	4098.00	4405.00	4025.00
ENSG00000112130.12	1694.18	589.00	453.00	604.00	610.00
ENSG00000112137.12	1322.68	0.00	0.00	0.00	8.00
ENSG00000112139.10	2858.18	0.00	0.00	0.00	0.00
ENSG00000112144.11	6122.69	773.00	571.00	916.00	936.00
ENSG00000112146.12	1664.43	1011.00	766.00	1340.00	1355.00
ENSG00000112149.5	2471.00	36.00	33.00	45.00	34.00
ENSG00000112159.7	9457.87	2366.00	1970.00	2811.00	2758.00
ENSG00000112167.5	1743.46	115.00	89.00	75.00	91.00
ENSG00000112182.10	7789.03	9.00	10.00	12.00	11.00
ENSG00000112183.10	2404.58	121.00	113.00	139.00	139.00
ENSG00000112186.7	2596.72	709.00	592.00	1005.00	1012.00
ENSG00000112200.12	3599.62	1280.00	1123.00	1160.00	1255.00
ENSG00000112208.10	1890.97	439.00	367.00	514.00	528.00
ENSG00000112210.7	2310.85	236.00	198.00	285.00	294.00
ENSG00000112212.7	958.00	1.00	0.00	1.00	3.00
ENSG00000112218.7	4075.00	2.00	0.00	3.00	0.00
ENSG00000112234.4	4723.02	534.00	466.00	577.00	653.00
ENSG00000112237.8	1860.54	1179.00	800.00	1240.00	1257.00
ENSG00000112242.10	4451.78	545.00	432.00	620.00	568.00
ENSG00000112245.6	2422.97	8929.99	6957.00	12435.09	12569.99
ENSG00000112249.9	6389.52	1549.00	1162.00	1863.00	1995.00
ENSG00000112276.9	5567.00	31.00	31.00	51.00	43.00
ENSG00000112280.11	1844.00	1.00	3.00	1.00	3.00
ENSG00000112282.13	4359.55	1301.00	1122.00	1254.00	1208.00
ENSG00000112290.8	2526.20	376.00	313.00	472.00	506.00
ENSG00000112293.10	2936.14	143.00	127.00	127.00	111.00
ENSG00000112294.8	5182.19	1046.00	934.00	959.00	877.00
ENSG00000112297.10	5629.87	996.00	806.00	395.00	361.00
ENSG00000112299.7	3106.00	77.00	71.00	82.00	76.00
ENSG00000112303.9	1067.40	2.00	5.00	8.00	5.00
ENSG00000112304.6	1483.53	597.00	508.00	678.00	641.00
ENSG00000112305.10	2819.09	552.00	445.00	614.00	601.00
ENSG00000112306.7	631.43	9841.83	9045.92	10700.91	10374.86
ENSG00000112308.8	2922.14	2222.00	1726.00	2926.00	2942.00
ENSG00000112309.6	6565.00	0.00	1.00	1.00	0.00
ENSG00000112312.5	1003.66	1086.00	799.00	760.00	788.00
ENSG00000112319.13	3456.00	0.00	1.00	4.00	2.00
ENSG00000112320.7	5054.84	314.00	252.00	480.00	437.00
ENSG00000112335.10	1317.88	1198.00	945.00	1477.00	1435.00
ENSG00000112337.6	2373.40	285.00	222.00	376.00	400.00
ENSG00000112339.10	1667.15	1172.00	918.00	1410.00	1424.00
ENSG00000112343.8	4259.96	278.00	211.00	474.00	457.00
ENSG00000112357.8	1464.00	2.00	1.00	1.00	7.00
ENSG00000112365.4	5519.00	170.00	154.00	230.00	199.56
ENSG00000112367.6	2603.19	193.00	157.00	288.00	284.00
ENSG00000112378.11	4290.00	2410.00	2068.00	3790.00	4035.16
ENSG00000112379.8	14877.00	542.00	503.00	1245.00	1292.00
ENSG00000112394.12	4299.85	270.00	192.00	223.00	229.00
ENSG00000112406.4	5614.00	73.00	55.00	83.00	96.00
ENSG00000112414.10	5223.35	6917.00	5680.00	10122.00	10392.00
ENSG00000112419.10	5303.01	674.00	538.00	903.00	972.00
ENSG00000112425.9	3075.35	147.00	123.00	160.00	155.00
ENSG00000112473.12	2181.93	5006.00	4474.00	4680.00	4146.00
ENSG00000112486.10	3278.41	195.09	189.18	73.56	82.47
ENSG00000112494.5	1920.20	315.00	322.00	83.00	57.00
ENSG00000112511.13	1385.45	516.00	522.00	573.00	499.00
ENSG00000112514.11	761.32	851.00	873.00	939.00	822.00
ENSG00000112530.7	574.00	1.00	1.00	1.00	1.00
ENSG00000112531.12	2903.94	2660.00	2154.00	2748.00	2895.00
ENSG00000112559.9	1622.00	5.00	10.00	7.00	6.00
ENSG00000112561.13	1624.75	78.00	82.00	91.00	94.00
ENSG00000112576.8	1783.66	63.00	49.00	101.00	94.00
ENSG00000112578.5	1708.72	418.00	367.00	426.00	389.00
ENSG00000112584.9	3930.08	609.00	518.00	693.00	643.00
ENSG00000112592.8	1890.77	382.00	318.00	393.00	396.00
ENSG00000112599.8	1113.00	9.00	11.00	13.00	20.00
ENSG00000112619.6	2974.00	5.00	3.00	1.00	3.00
ENSG00000112624.8	6530.00	629.00	488.00	747.00	705.00
ENSG00000112640.10	2190.31	1395.00	1023.00	1493.00	1324.00
ENSG00000112651.7	840.27	567.00	487.00	500.00	444.00
ENSG00000112655.11	2849.08	3353.00	3051.00	3044.00	2658.00
ENSG00000112658.6	4087.12	670.00	622.00	692.00	589.00
ENSG00000112659.9	2632.24	508.00	479.00	555.00	456.00
ENSG00000112667.8	677.08	107.00	141.00	108.00	98.00
ENSG00000112679.10	2542.46	702.00	610.00	902.00	855.00
ENSG00000112685.9	4449.00	557.00	495.00	760.00	704.00
ENSG00000112695.7	572.07	1038.00	826.00	1022.00	978.00
ENSG00000112697.11	4579.99	2645.00	2136.00	2531.00	2658.00
ENSG00000112699.6	1243.90	1404.00	1293.00	1286.00	1226.00
ENSG00000112701.13	2851.64	1130.00	916.00	1235.00	1276.00
ENSG00000112715.16	2086.89	4814.00	5259.00	4884.00	4438.00
ENSG00000112739.12	4194.49	2704.00	2132.00	2969.00	2913.00
ENSG00000112742.5	2591.64	399.00	279.00	264.00	246.00
ENSG00000112759.12	2103.07	1213.00	1137.00	1354.00	1245.00
ENSG00000112761.14	1417.00	4.00	4.00	5.00	8.00
ENSG00000112763.11	2912.50	726.00	596.74	706.26	666.65
ENSG00000112769.14	1818.77	0.00	0.00	0.00	0.00
ENSG00000112773.11	5563.41	549.00	418.00	1085.00	1044.00
ENSG00000112787.8	1998.73	250.00	325.00	245.00	180.00
ENSG00000112818.5	2892.00	35.00	24.00	18.00	22.00
ENSG00000112837.12	1632.43	0.00	0.00	0.00	0.00
ENSG00000112851.10	5990.21	1192.00	946.00	1344.00	1542.00
ENSG00000112852.4	2736.00	219.57	187.61	256.24	255.68
ENSG00000112855.10	2242.16	358.40	284.34	446.47	435.66
ENSG00000112874.5	2649.12	86.00	67.00	132.00	120.00
ENSG00000112877.6	1760.51	75.00	70.00	59.00	67.00
ENSG00000112893.5	4637.49	3433.00	2785.00	4366.00	4599.00
ENSG00000112902.7	3460.00	0.00	0.00	1.00	0.00
ENSG00000112936.14	3439.69	98.00	82.00	394.00	386.00
ENSG00000112941.8	3167.91	618.00	588.00	548.00	488.00
ENSG00000112964.9	2166.00	0.00	0.00	0.00	0.00
ENSG00000112972.10	3058.35	5443.00	4617.00	3271.00	2991.80
ENSG00000112977.11	2332.17	2047.00	1754.00	2000.00	1730.00
ENSG00000112981.3	785.11	1.00	0.00	1.00	3.00
ENSG00000112983.13	1978.38	1314.00	1091.00	1298.00	1174.00
ENSG00000112984.7	3069.48	795.00	594.00	542.00	495.00
ENSG00000112992.12	3012.49	854.00	734.00	770.00	840.24
ENSG00000112996.5	1700.11	609.00	470.00	617.00	589.00
ENSG00000113013.8	3095.33	6289.73	4943.00	5083.00	5094.00
ENSG00000113048.12	2631.39	1849.00	1492.00	1696.00	1650.00
ENSG00000113068.5	911.05	863.00	788.01	1006.00	890.00
ENSG00000113070.6	2386.00	33.00	33.00	53.00	39.00
ENSG00000113073.10	2838.00	1.00	0.00	0.00	1.00
ENSG00000113083.8	3297.63	2547.00	2710.00	956.00	891.00
ENSG00000113100.5	1560.80	2.00	3.00	1.00	0.00
ENSG00000113108.13	949.11	10.00	16.00	14.00	11.00
ENSG00000113119.8	1586.07	208.00	192.00	236.00	201.00
ENSG00000113140.6	1260.08	1484.00	1074.00	1993.00	1851.00
ENSG00000113141.11	1746.48	1469.74	1209.89	1941.93	1723.86
ENSG00000113161.11	4222.67	3441.00	2888.00	3088.00	3089.00
ENSG00000113163.11	3745.35	539.00	458.00	749.00	820.00
ENSG00000113194.8	4290.74	1264.00	998.00	1466.00	1346.00
ENSG00000113196.2	1738.00	0.00	1.00	0.00	0.00
ENSG00000113205.2	3173.00	10.43	6.21	15.76	12.32
ENSG00000113209.6	2904.00	6.00	4.00	4.00	5.00
ENSG00000113211.3	2885.47	6.00	4.00	9.00	10.00
ENSG00000113212.4	3715.00	8.00	2.00	17.00	11.00
ENSG00000113231.9	3372.74	5.00	1.00	6.00	3.00
ENSG00000113240.8	2135.98	270.00	262.00	406.00	352.00
ENSG00000113248.3	2653.00	15.00	10.00	21.00	13.61
ENSG00000113249.8	1440.19	46.00	58.00	26.00	31.00
ENSG00000113263.8	3375.00	0.00	0.00	0.00	1.00
ENSG00000113269.9	2230.87	492.00	404.00	541.00	646.00
ENSG00000113272.9	1696.08	245.00	166.00	204.00	221.00
ENSG00000113273.11	4389.58	2204.00	1731.00	1850.00	1893.00
ENSG00000113282.9	2792.59	1548.00	1317.00	1594.00	1560.00
ENSG00000113296.10	1513.03	11.00	13.00	18.00	21.00
ENSG00000113300.7	4877.61	959.00	727.00	1171.00	1163.00
ENSG00000113312.6	1463.93	502.00	412.00	621.00	599.00
ENSG00000113318.9	3836.64	306.00	217.00	284.00	307.00
ENSG00000113319.7	5980.58	1142.00	888.00	1766.00	1734.00
ENSG00000113328.14	2163.38	3604.00	2864.00	3553.00	3668.00
ENSG00000113356.6	2986.13	71.00	42.00	128.00	131.00
ENSG00000113360.12	2873.03	1185.00	957.00	1226.00	1126.00
ENSG00000113361.8	3210.00	1.00	1.00	0.00	0.00
ENSG00000113368.7	1845.55	1695.00	1256.00	1540.00	1616.00
ENSG00000113369.4	4117.13	251.00	218.00	545.00	485.00
ENSG00000113384.9	2709.25	1953.00	1568.00	2043.00	1912.00
ENSG00000113387.7	961.69	2979.00	2318.00	3180.00	3252.00
ENSG00000113389.11	7337.00	0.00	0.00	1.45	5.00
ENSG00000113391.12	3611.43	268.00	207.00	284.00	349.00
ENSG00000113407.9	1855.28	1495.00	1177.00	1881.00	1838.00
ENSG00000113441.11	10899.38	840.66	710.32	1068.75	1085.28
ENSG00000113448.12	5373.40	199.00	136.00	229.00	242.00
ENSG00000113456.14	1986.75	362.00	273.00	353.00	368.00
ENSG00000113460.8	1670.45	568.00	422.00	634.00	640.00
ENSG00000113492.9	1528.40	1.00	2.00	1.00	0.00
ENSG00000113494.12	5418.20	508.00	387.00	234.00	249.00
ENSG00000113504.15	3014.44	628.00	665.00	470.00	358.00
ENSG00000113522.9	5565.65	1369.00	1087.00	1348.00	1398.00
ENSG00000113552.11	1787.73	548.00	385.00	664.00	670.00
ENSG00000113558.14	729.22	2544.94	1992.00	2856.00	2974.00
ENSG00000113569.11	4797.10	1119.00	882.00	1127.00	1128.00
ENSG00000113575.5	2266.29	1563.65	1258.63	1809.84	1963.46
ENSG00000113578.13	1151.17	2.00	0.00	0.00	0.00
ENSG00000113580.10	5520.14	625.00	519.00	1038.00	1073.00
ENSG00000113583.6	1833.72	1682.00	1369.00	1194.00	1168.00
ENSG00000113593.7	1838.26	478.00	374.00	690.00	599.00
ENSG00000113594.5	9849.28	673.00	605.00	474.00	497.00
ENSG00000113595.10	3634.29	208.00	144.00	262.00	268.00
ENSG00000113597.13	1894.37	186.65	140.82	246.06	265.25
ENSG00000113615.8	5875.24	1934.59	1593.00	1833.00	1806.00
ENSG00000113621.10	1385.37	497.00	441.00	505.00	489.00
ENSG00000113638.8	2026.19	241.00	187.00	267.00	250.00
ENSG00000113643.4	2040.34	1314.00	1085.00	1430.00	1409.00
ENSG00000113645.9	2247.15	254.00	222.00	348.00	333.00
ENSG00000113648.12	2046.54	2101.00	1787.00	2319.00	2199.00
ENSG00000113649.7	2725.92	1657.00	1382.00	1845.00	1795.00
ENSG00000113657.8	1639.20	8.00	6.00	2.00	0.00
ENSG00000113658.12	5182.89	1234.00	973.00	1370.00	1441.00
ENSG00000113712.12	2375.41	1868.68	1607.81	2535.05	2476.13
ENSG00000113716.8	3737.82	667.00	579.00	724.00	690.00
ENSG00000113719.11	2811.71	4152.00	3678.00	4203.00	3818.99
ENSG00000113721.9	2670.16	385.00	318.00	305.00	264.00
ENSG00000113732.4	947.61	888.00	802.00	1316.00	1255.00
ENSG00000113734.13	1167.84	89.00	86.00	143.00	120.00
ENSG00000113739.6	5020.42	1738.00	1632.00	1880.00	1966.00
ENSG00000113742.8	4987.17	596.00	519.00	614.00	609.00
ENSG00000113758.9	2705.14	539.00	596.00	630.00	478.00
ENSG00000113761.7	1814.34	246.00	190.00	274.00	220.00
ENSG00000113763.6	2445.00	2.00	1.00	0.00	0.00
ENSG00000113790.6	3694.29	1005.00	778.00	791.00	838.00
ENSG00000113810.11	2713.79	1874.00	1304.00	1704.00	1649.00
ENSG00000113811.6	854.47	297.00	223.00	354.00	367.00
ENSG00000113812.9	1942.74	407.00	331.00	467.00	482.00
ENSG00000113838.8	2493.57	185.28	150.78	279.62	264.00
ENSG00000113845.5	1112.51	531.00	445.00	546.00	538.00
ENSG00000113851.9	1560.40	440.00	351.00	466.00	481.00
ENSG00000113889.7	2023.58	267.00	216.00	97.00	82.00
ENSG00000113905.4	2015.00	4.00	8.00	3.00	2.00
ENSG00000113916.13	2484.71	1755.00	1642.00	2096.00	1957.00
ENSG00000113924.7	1351.04	2404.00	2070.00	2448.16	2250.00
ENSG00000113946.3	3273.00	1.00	5.00	2.00	2.00
ENSG00000113966.5	984.94	40.00	30.00	38.00	37.00
ENSG00000113971.14	4259.87	401.58	354.56	463.75	426.00
ENSG00000114019.10	3950.36	265.00	228.00	310.00	246.00
ENSG00000114021.7	1469.29	438.00	361.00	525.00	481.00
ENSG00000114023.11	939.62	2578.00	2240.00	2716.00	2702.00
ENSG00000114026.17	2107.61	318.00	302.00	357.00	278.00
ENSG00000114030.8	2964.49	721.00	550.00	880.00	923.00
ENSG00000114054.9	1822.98	968.00	853.00	1017.00	984.00
ENSG00000114062.13	4425.02	1282.00	980.00	1259.00	1323.00
ENSG00000114098.13	2920.16	596.00	490.00	681.00	729.00
ENSG00000114107.4	1880.57	191.00	132.00	242.00	259.00
ENSG00000114113.2	454.33	1.00	4.00	4.00	0.00
ENSG00000114115.5	927.91	277.00	223.00	388.00	353.00
ENSG00000114120.7	2856.94	1937.00	1783.00	2281.99	2293.00
ENSG00000114124.2	3239.00	0.00	0.00	0.00	0.00
ENSG00000114125.9	1079.48	562.00	489.00	566.00	569.00
ENSG00000114126.13	2946.19	718.50	608.01	586.55	599.69
ENSG00000114127.6	8553.99	753.00	669.00	866.00	837.00
ENSG00000114166.7	4833.00	63.00	59.00	102.00	96.00
ENSG00000114200.5	1606.83	0.00	1.00	0.00	0.00
ENSG00000114209.10	1125.43	538.00	477.00	631.00	660.00
ENSG00000114248.5	2039.25	0.00	0.00	0.00	0.00
ENSG00000114268.7	2624.17	2383.39	2335.34	1824.00	1758.00
ENSG00000114270.11	2858.63	479.00	527.00	289.00	225.00
ENSG00000114279.9	1561.30	0.00	0.00	0.00	0.00
ENSG00000114302.11	5952.41	907.00	735.00	1268.00	1241.00
