symbol	length	Control_D0	Control_D1	ASCC1_D0	ASCC1_D1
ENSG00000077782.15	2566.01	1144.00	969.00	733.00	676.00
ENSG00000077800.7	1492.63	1.00	2.00	6.00	8.00
ENSG00000077809.8	3918.28	8432.76	7803.16	10316.05	10275.81
ENSG00000077942.13	2374.04	4359.00	3109.00	2587.00	2489.00
ENSG00000078018.15	2038.00	0.00	2.00	1.00	2.00
ENSG00000078043.11	3203.56	690.00	630.00	466.00	520.00
ENSG00000078061.8	1869.95	728.00	508.00	406.00	394.00
ENSG00000078070.7	2210.03	668.00	682.00	463.00	456.00
ENSG00000078081.3	1453.00	0.00	0.00	2.00	3.00
ENSG00000078114.14	989.00	0.00	1.00	0.00	1.00
ENSG00000078124.7	5105.41	208.00	231.00	214.00	228.00
ENSG00000078140.9	2835.13	2321.00	2272.00	2799.00	2992.00
ENSG00000078142.7	1729.64	1524.00	1559.00	1533.00	1391.00
ENSG00000078177.9	9745.42	1180.00	1245.00	955.00	912.00
ENSG00000078237.4	1361.00	88.00	98.00	232.00	226.00
ENSG00000078246.11	3021.80	214.00	134.00	366.00	322.00
ENSG00000078269.9	6712.59	3930.00	3734.00	4042.00	3840.00
ENSG00000078304.15	2439.89	2338.99	2330.97	2910.99	2927.99
ENSG00000078319.7	521.48	52.00	47.00	59.00	51.00
ENSG00000078369.13	2907.66	6588.00	5857.00	6024.00	5622.00
ENSG00000078399.11	1092.80	0.00	0.00	0.00	0.00
ENSG00000078401.6	2033.00	137.00	83.00	24.00	19.00
ENSG00000078403.12	2739.48	1612.00	1573.00	1564.00	1555.00
ENSG00000078487.13	1885.29	72.00	60.00	76.00	72.00
ENSG00000078579.8	1061.00	0.00	0.00	0.00	0.00
ENSG00000078618.15	2903.30	3277.00	3306.00	3223.00	3121.00
ENSG00000078668.9	1275.32	1803.00	1846.00	1224.00	1294.00
ENSG00000078674.13	3528.10	4556.00	4603.00	5569.00	5628.00
ENSG00000078687.12	6749.00	391.06	369.76	300.82	311.21
ENSG00000078699.17	6992.39	1307.00	1198.00	1246.00	1158.00
ENSG00000078747.8	4888.10	3806.00	3899.00	3329.00	3362.00
ENSG00000078804.8	3833.92	5971.00	5181.00	4161.00	3991.00
ENSG00000078808.12	1633.58	3559.00	2916.00	2741.00	2304.00
ENSG00000078814.11	6293.00	22.00	12.00	12.00	7.00
ENSG00000078898.6	1898.00	24174.00	17316.00	32046.00	32129.00
ENSG00000078900.10	4089.90	60.00	24.00	13.00	19.00
ENSG00000078902.11	2440.92	1082.00	788.00	722.00	678.00
ENSG00000078967.8	1627.18	269.00	224.00	296.00	266.00
ENSG00000079101.12	2207.67	1.00	4.00	8.00	5.00
ENSG00000079112.5	1944.80	0.00	0.00	0.00	0.00
ENSG00000079134.7	1863.23	597.00	583.00	507.00	459.00
ENSG00000079150.13	1067.65	402.00	429.00	382.00	436.00
ENSG00000079156.12	4005.85	4.00	4.00	7.00	11.00
ENSG00000079215.9	3652.00	6.00	3.00	2.00	5.00
ENSG00000079246.11	3369.68	6924.00	6620.00	7940.00	7638.00
ENSG00000079263.14	1300.79	12.27	14.17	105.96	99.62
ENSG00000079277.15	2000.22	402.00	397.00	474.02	435.00
ENSG00000079308.12	5828.15	8238.31	6050.95	3728.83	3127.93
ENSG00000079313.7	2917.01	381.00	261.00	163.00	157.00
ENSG00000079332.10	3061.35	2700.00	2683.00	2866.00	3006.00
ENSG00000079335.13	4137.00	101.00	128.00	147.00	186.00
ENSG00000079337.11	4092.00	0.00	0.00	8.00	3.00
ENSG00000079385.17	3125.32	4447.00	4103.00	3793.00	3905.00
ENSG00000079387.9	4200.45	472.00	439.00	388.00	409.00
ENSG00000079393.16	1053.66	27.00	15.00	100.00	83.00
ENSG00000079432.3	4051.73	1351.00	850.00	879.00	892.00
ENSG00000079435.5	2233.54	8.00	4.00	2.00	6.00
ENSG00000079459.8	1687.87	19190.00	19574.00	15106.00	14551.00
ENSG00000079462.3	918.67	345.00	279.00	421.00	353.00
ENSG00000079482.11	7879.00	193.00	189.00	195.00	183.00
ENSG00000079557.3	2032.00	15.00	15.00	8.00	5.00
ENSG00000079616.8	1724.62	1384.00	1243.00	409.00	379.00
ENSG00000079689.9	1415.60	154.00	154.00	221.00	195.00
ENSG00000079691.15	4511.35	96.00	82.00	147.00	113.00
ENSG00000079739.11	2472.00	3458.00	3197.00	2567.00	2491.00
ENSG00000079785.10	2677.12	4359.00	4448.00	4563.00	4527.00
ENSG00000079805.12	3044.11	2826.00	2206.00	2165.00	2008.00
ENSG00000079819.12	3457.54	4174.00	3978.00	1821.00	1678.00
ENSG00000079931.10	905.97	1.00	0.00	0.00	2.00
ENSG00000079950.9	3543.55	1565.00	1506.00	1123.00	1099.00
ENSG00000079974.13	1922.70	278.49	283.94	361.64	269.50
ENSG00000079999.9	1740.42	1071.00	915.00	1482.00	1308.00
ENSG00000080031.5	2564.89	3199.00	3003.00	2259.00	2149.00
ENSG00000080166.11	1548.00	0.00	0.00	1.00	1.00
ENSG00000080189.10	1866.19	1645.00	1189.00	2162.00	2025.00
ENSG00000080200.5	4178.03	302.00	264.00	246.00	232.00
ENSG00000080293.5	1553.00	0.00	0.00	1.00	0.00
ENSG00000080298.11	7101.93	617.00	654.00	550.00	542.00
ENSG00000080345.13	10184.30	2329.00	2600.00	1819.00	1812.00
ENSG00000080371.4	2873.93	1330.00	1332.00	1233.00	1310.00
ENSG00000080493.9	7596.00	0.00	0.00	1.00	1.00
ENSG00000080503.15	3451.51	975.00	863.00	1016.00	839.00
ENSG00000080546.9	2678.36	972.00	1033.00	1226.00	1227.00
ENSG00000080561.9	2251.00	0.00	4.00	9.00	3.00
ENSG00000080573.6	6174.00	1.00	2.00	4.00	3.00
ENSG00000080603.12	9056.75	2992.00	2298.00	2340.00	2136.74
ENSG00000080608.9	2239.19	483.00	470.00	538.00	490.00
ENSG00000080618.9	1710.62	3171.00	3219.00	4259.00	4403.00
ENSG00000080644.11	3202.00	0.00	0.00	1.00	4.00
ENSG00000080709.10	879.00	0.00	2.00	3.00	1.00
ENSG00000080802.14	3656.39	379.00	427.00	380.00	365.00
ENSG00000080815.14	3740.68	1976.00	2068.00	2324.00	2239.00
ENSG00000080819.2	2695.71	1015.00	991.00	1341.00	1370.00
ENSG00000080822.12	1843.35	1804.00	1787.00	1296.00	1471.00
ENSG00000080823.17	1201.87	136.00	138.00	199.00	179.00
ENSG00000080824.14	3332.28	20066.08	20751.85	22919.99	21489.63
ENSG00000080839.7	5684.00	434.00	488.00	252.00	293.00
ENSG00000080845.13	2576.43	1420.00	1038.00	1433.00	1296.00
ENSG00000080854.10	2396.86	0.00	1.00	0.00	0.00
ENSG00000080910.7	760.71	2.00	0.00	2.00	0.00
ENSG00000080947.10	3931.88	34.00	37.00	39.00	54.00
ENSG00000080986.8	2172.00	347.00	407.00	66.00	54.00
ENSG00000081014.6	6435.89	490.00	461.00	524.00	535.00
ENSG00000081019.9	6621.00	646.00	644.00	454.00	469.00
ENSG00000081026.14	5271.07	533.00	496.00	511.00	500.00
ENSG00000081041.8	1218.00	5.00	1.00	3.00	1.00
ENSG00000081051.3	1708.30	349235.00	366434.00	318396.00	320086.00
ENSG00000081059.15	2522.02	313.00	252.00	318.00	331.00
ENSG00000081087.10	2854.76	592.00	525.00	823.00	951.00
ENSG00000081148.11	8337.00	5.00	1.00	4.00	6.00
ENSG00000081154.7	1672.13	3325.00	3342.00	2965.00	3039.00
ENSG00000081177.14	2872.68	591.00	608.00	614.00	554.00
ENSG00000081181.3	2019.80	545.00	405.00	911.00	878.00
ENSG00000081307.8	2310.05	993.00	898.00	811.00	745.00
ENSG00000081320.6	3179.40	73.00	77.00	25.00	43.00
ENSG00000081377.12	4708.98	2096.00	2051.00	2555.00	2689.00
ENSG00000081386.8	4435.21	312.00	302.00	278.00	301.00
ENSG00000081479.8	1632.29	3.00	3.00	1.00	4.00
ENSG00000081665.9	1565.08	1.00	0.00	0.00	0.00
ENSG00000081692.8	2374.06	382.00	300.00	320.00	326.00
ENSG00000081721.7	1153.70	360.00	360.00	380.00	392.00
ENSG00000081760.12	3267.75	1671.00	1495.00	1625.00	1579.00
ENSG00000081791.4	2005.90	1509.00	1390.00	1502.00	1368.00
ENSG00000081803.11	3248.94	553.00	624.00	713.00	782.00
ENSG00000081818.1	3621.00	8.00	5.00	8.00	5.00
ENSG00000081853.13	4605.00	1.00	3.00	7.36	7.76
ENSG00000081870.7	899.48	307.00	302.00	268.00	306.00
ENSG00000081913.9	6377.34	1441.00	1294.00	1062.00	1029.00
ENSG00000081923.6	5834.39	229.00	218.00	421.00	508.00
ENSG00000081985.6	1186.46	0.00	0.00	1.00	2.00
ENSG00000082014.12	1174.55	4.00	2.00	29.00	9.00
ENSG00000082068.4	2021.18	527.00	527.00	477.00	493.00
ENSG00000082074.11	3209.98	1.00	1.00	3.00	5.00
ENSG00000082126.13	2016.91	0.00	0.00	0.00	0.00
ENSG00000082146.8	2156.48	1703.94	1831.69	1461.76	1578.88
ENSG00000082153.13	3256.51	6644.38	7106.45	8222.86	8664.31
ENSG00000082196.16	1398.69	135.28	90.41	131.55	121.16
ENSG00000082212.7	2008.75	401.00	444.00	145.00	169.00
ENSG00000082213.13	3367.45	587.00	608.00	531.00	505.00
ENSG00000082258.8	5120.19	1479.00	1604.00	1606.00	1714.00
ENSG00000082269.12	4108.27	690.00	650.00	862.00	834.00
ENSG00000082397.11	3261.00	2.00	0.00	2.00	2.00
ENSG00000082438.11	4821.80	2622.00	2414.00	2770.00	2711.00
ENSG00000082458.7	3095.79	605.00	624.00	628.00	599.00
ENSG00000082512.10	2835.18	50.00	45.00	45.00	47.00
ENSG00000082515.12	940.86	751.00	748.00	561.00	531.00
ENSG00000082516.8	5019.33	974.00	965.00	832.00	810.00
ENSG00000082556.6	2463.00	0.00	1.00	0.00	0.00
ENSG00000082641.11	4230.94	12343.00	11212.00	6268.00	5587.00
ENSG00000082684.10	2622.70	0.00	0.00	0.00	0.00
ENSG00000082701.10	3924.55	1373.00	1275.00	1693.00	1650.00
ENSG00000082781.7	2571.91	4103.00	3303.00	5085.00	4929.00
ENSG00000082805.15	7879.51	786.00	758.00	908.00	809.00
ENSG00000082898.12	4148.24	4330.00	4085.00	3062.00	3042.00
ENSG00000082996.15	1971.72	1478.00	1514.00	1057.00	1035.00
ENSG00000083067.18	4494.44	2.00	1.00	2.00	0.00
ENSG00000083093.5	3144.36	1040.00	1104.00	932.00	871.00
ENSG00000083097.10	4995.97	320.00	379.00	301.00	296.00
ENSG00000083099.6	2146.43	793.00	818.00	1101.00	1203.00
ENSG00000083123.10	1927.06	292.00	361.00	287.00	290.00
ENSG00000083168.5	8921.46	1554.00	1497.00	1567.00	1475.00
ENSG00000083223.13	4251.63	558.00	619.00	607.00	556.00
ENSG00000083290.15	6010.00	0.00	0.00	1.00	2.00
ENSG00000083312.13	6237.67	2883.00	3054.00	3266.00	3308.00
ENSG00000083444.12	2798.72	10592.00	8987.00	4663.00	4021.00
ENSG00000083454.17	1474.54	29.33	27.00	42.76	61.06
ENSG00000083457.7	936.58	253.00	271.00	342.00	347.00
ENSG00000083520.10	4514.93	1007.00	1030.00	832.00	857.00
ENSG00000083535.11	2425.46	277.00	266.00	192.00	217.00
ENSG00000083544.9	2398.34	289.00	265.00	187.00	161.00
ENSG00000083635.7	3492.00	374.99	322.99	306.00	325.00
ENSG00000083642.14	4699.87	825.00	888.00	707.00	744.00
ENSG00000083720.8	3388.00	81.00	82.00	88.00	92.00
ENSG00000083750.8	1260.57	246.00	221.00	245.00	234.00
ENSG00000083799.13	5781.60	480.00	563.00	684.00	638.00
ENSG00000083807.5	890.79	302.00	267.00	390.00	439.00
ENSG00000083812.7	3056.10	56.69	65.00	77.00	56.63
ENSG00000083817.8	2561.00	77.00	101.00	109.00	125.00
ENSG00000083828.11	1977.00	43.00	40.00	36.00	24.00
ENSG00000083838.11	2410.69	120.00	105.00	108.00	89.00
ENSG00000083842.8	2211.00	6.44	4.91	3.86	5.22
ENSG00000083844.6	2201.16	140.00	194.00	140.00	121.00
ENSG00000083845.4	740.70	19730.00	16538.00	16095.00	14860.00
ENSG00000083857.9	5601.79	5899.00	5418.00	7322.00	6443.00
ENSG00000083896.8	2745.77	1406.00	1589.00	1513.00	1377.00
ENSG00000083937.4	2389.97	774.00	833.00	920.00	970.00
ENSG00000084070.7	2529.36	1554.00	1403.00	1125.00	1092.00
ENSG00000084072.12	1205.56	340.00	329.00	348.00	302.00
ENSG00000084073.4	3065.01	1235.00	1318.00	1145.00	1108.00
ENSG00000084090.9	3292.68	6085.00	6325.00	5881.00	5979.00
ENSG00000084092.6	3415.00	966.00	890.00	430.00	442.00
ENSG00000084093.11	6825.25	1046.00	1089.00	1437.00	1470.00
ENSG00000084110.6	3249.61	6820.00	7034.00	3281.00	3119.00
ENSG00000084112.10	7549.40	544.00	518.00	674.00	589.00
ENSG00000084207.11	764.67	0.00	0.00	1.00	0.00
ENSG00000084234.12	3125.89	27363.00	26120.00	25589.00	24099.00
ENSG00000084444.9	4361.57	306.00	248.00	516.00	468.00
ENSG00000084453.12	7211.00	0.00	0.00	2.00	1.00
ENSG00000084463.3	2749.00	1774.00	1620.00	1246.00	1034.00
ENSG00000084623.7	1361.99	3882.00	3609.00	4180.00	3841.00
ENSG00000084628.5	2493.00	12.00	8.00	5.00	9.00
ENSG00000084636.13	4067.13	423.00	295.00	737.00	622.00
ENSG00000084652.11	4895.41	1807.00	1614.00	2921.00	2832.00
ENSG00000084674.9	14111.14	373550.00	355522.00	332462.00	306942.00
ENSG00000084676.11	6796.27	698.00	689.00	940.00	946.00
ENSG00000084693.11	2432.76	2004.00	1907.00	1216.00	1114.00
ENSG00000084710.9	3559.32	18.00	16.00	6.00	16.00
ENSG00000084731.9	3911.59	785.00	713.00	715.00	596.00
ENSG00000084733.6	2883.83	2410.00	2511.00	3111.00	3298.00
ENSG00000084734.4	1341.47	977.00	955.00	840.00	781.00
ENSG00000084754.6	3020.15	11391.00	11422.00	9314.00	8829.00
ENSG00000084764.6	1619.65	12.00	16.00	32.00	43.00
ENSG00000084774.9	4947.16	2115.00	1704.00	2212.00	1981.00
ENSG00000085063.10	1496.99	2561.00	2678.00	2330.65	2142.00
ENSG00000085117.7	1029.45	1.00	2.00	12.00	14.00
ENSG00000085185.11	4607.76	460.00	344.00	430.00	346.00
ENSG00000085224.16	9978.53	2046.00	2125.00	2045.00	2090.00
ENSG00000085231.9	1181.33	2808.00	2896.00	3047.00	2919.00
ENSG00000085274.11	2856.93	430.00	427.00	320.00	314.00
ENSG00000085276.13	3493.84	2.00	1.00	1.00	3.00
ENSG00000085365.13	4395.12	1648.00	1722.00	1442.00	1621.00
ENSG00000085377.9	2768.35	908.00	894.00	587.00	532.00
ENSG00000085382.7	4036.84	426.00	468.00	361.00	332.00
ENSG00000085415.11	2918.69	1043.00	1021.00	849.00	783.00
ENSG00000085433.11	4188.28	187.00	178.00	169.00	153.00
ENSG00000085449.10	4269.55	2836.00	2971.00	2498.00	2472.00
ENSG00000085465.11	1807.44	130.00	153.00	250.00	254.00
ENSG00000085491.11	3478.26	458.00	435.00	336.00	342.00
ENSG00000085511.15	4400.30	1195.00	1246.00	1235.00	1160.00
ENSG00000085514.11	919.35	5.00	8.00	17.00	27.00
ENSG00000085552.12	3939.20	0.00	0.00	0.00	0.00
ENSG00000085563.10	3578.78	1662.96	1575.00	2977.23	2846.49
ENSG00000085644.9	3317.38	96.00	50.00	73.00	74.00
ENSG00000085662.9	1402.57	1285.00	1204.00	1059.00	971.00
ENSG00000085719.7	4764.45	2653.00	2927.00	2114.00	2157.00
ENSG00000085721.8	3617.65	2048.04	1981.49	1803.98	1723.83
ENSG00000085733.11	2330.45	2883.00	2334.00	3384.00	3148.00
ENSG00000085741.8	1930.00	4.00	3.00	9.00	21.00
ENSG00000085760.10	2389.27	1125.00	1269.00	1755.00	1737.00
ENSG00000085788.9	2954.90	1730.00	1717.00	1040.00	1075.00
ENSG00000085831.11	2668.05	14.00	25.00	24.00	21.00
ENSG00000085832.12	5157.44	1349.00	1310.00	1259.00	1340.00
ENSG00000085840.8	3112.49	281.00	287.00	59.00	53.00
ENSG00000085871.4	811.00	3803.00	4059.00	2439.00	2299.00
ENSG00000085872.10	3373.49	1199.00	790.00	865.00	815.00
ENSG00000085978.17	3286.54	724.00	625.00	726.00	616.00
ENSG00000085982.9	4322.49	1139.00	1137.00	1672.00	1712.00
ENSG00000085998.9	2519.86	1493.00	1458.00	1366.00	1290.00
ENSG00000085999.7	2140.05	354.00	387.00	128.00	120.00
ENSG00000086015.16	5140.06	1330.00	1260.00	1132.00	1058.00
ENSG00000086061.11	2013.93	4842.00	5176.00	6154.00	5735.00
ENSG00000086062.8	4201.00	3308.00	3091.00	2423.00	2351.00
ENSG00000086065.9	1468.86	1506.00	1620.00	926.00	838.00
ENSG00000086102.14	3674.44	1082.00	1051.00	1169.00	1113.00
ENSG00000086159.8	2838.22	54.00	85.00	86.00	80.00
ENSG00000086189.5	1686.78	340.00	363.00	386.00	403.00
ENSG00000086200.12	3180.40	815.37	794.00	587.00	551.00
ENSG00000086232.8	2945.38	7108.00	6911.00	5964.00	5782.00
ENSG00000086289.7	2527.18	1808.00	1742.00	3204.00	3377.00
ENSG00000086300.11	2354.62	2064.00	2005.00	1644.00	1698.00
ENSG00000086475.10	1641.54	1252.00	1189.00	884.00	799.00
ENSG00000086504.11	932.31	1614.00	1232.00	1255.00	1011.00
ENSG00000086506.2	536.00	14.00	12.00	22.00	16.00
ENSG00000086544.2	3189.43	542.00	475.00	575.00	542.00
ENSG00000086570.8	14534.00	0.00	0.00	0.00	1.00
ENSG00000086589.7	2223.88	733.00	689.00	722.00	658.00
ENSG00000086598.6	2514.86	7759.00	7920.00	6717.00	6704.00
ENSG00000086619.9	4460.62	287.00	282.00	333.00	401.00
ENSG00000086666.14	1397.01	1511.02	1506.00	1631.00	1691.00
ENSG00000086696.6	1347.91	2133.00	2126.00	1037.00	939.00
ENSG00000086712.8	4300.54	679.00	652.00	662.00	666.00
ENSG00000086717.14	903.00	1.00	1.00	3.00	1.00
ENSG00000086730.12	1163.59	8.00	1.00	22.00	15.00
ENSG00000086758.11	7761.07	6382.00	5752.00	7442.00	6690.00
ENSG00000086827.4	2897.26	418.00	407.00	385.00	329.00
ENSG00000086848.10	2601.86	858.52	862.00	600.94	578.00
ENSG00000086967.9	3593.00	0.00	0.00	5.00	9.00
ENSG00000086991.8	2003.94	0.00	0.00	0.00	0.00
ENSG00000087008.11	2222.89	403.00	373.00	335.00	352.00
ENSG00000087053.14	3493.17	1287.00	1213.00	761.00	803.00
ENSG00000087074.7	2365.12	513.00	433.00	363.00	323.00
ENSG00000087076.4	1217.65	19.00	13.00	29.00	43.00
ENSG00000087077.7	1596.15	4.00	6.00	3.00	2.00
ENSG00000087085.9	1730.63	16.00	5.00	20.00	14.00
ENSG00000087086.9	878.00	80234.85	76182.34	145561.00	123715.27
ENSG00000087087.14	2284.56	1193.00	974.00	1315.00	1072.00
ENSG00000087088.15	704.34	1532.00	1312.00	1656.00	1581.00
ENSG00000087095.8	3070.41	368.00	413.00	459.00	433.00
ENSG00000087111.16	2277.95	1925.00	1620.00	1587.00	1630.00
ENSG00000087116.9	2500.26	56.00	38.00	107.00	101.00
ENSG00000087152.11	3484.81	2419.00	2111.00	2563.00	2501.00
ENSG00000087157.14	1868.32	616.00	548.00	545.00	568.00
ENSG00000087191.8	1401.90	2174.00	2035.00	2574.00	2485.00
ENSG00000087206.12	2197.32	700.00	758.00	608.00	575.00
ENSG00000087237.6	1719.51	76.00	64.00	152.00	114.00
ENSG00000087245.8	2545.00	47.00	38.00	986.00	924.00
ENSG00000087253.7	4093.51	617.99	625.99	692.99	733.99
ENSG00000087258.9	1361.38	4.00	2.00	1.00	5.00
ENSG00000087263.12	2130.64	1455.00	1394.00	1015.00	1026.00
ENSG00000087266.11	4525.45	940.00	791.00	1091.00	999.00
ENSG00000087269.11	3538.00	1089.00	1014.00	1121.00	1008.00
ENSG00000087274.12	2763.94	2458.00	2230.00	3457.00	3175.00
ENSG00000087299.7	2365.36	187.00	201.00	111.00	92.00
ENSG00000087301.4	4205.51	461.00	574.00	326.00	381.00
ENSG00000087302.4	1073.72	1857.00	1908.00	1690.00	1624.00
ENSG00000087303.12	1940.88	0.00	2.00	0.00	0.00
ENSG00000087338.4	4085.50	1921.00	1979.00	753.00	875.00
ENSG00000087365.10	2547.15	5335.00	4502.00	5063.00	4690.00
ENSG00000087448.5	6127.08	376.00	326.00	551.00	513.00
ENSG00000087460.19	1535.93	30669.00	27003.00	37531.00	37569.00
ENSG00000087470.13	3413.84	1409.00	1368.00	1275.00	1343.00
ENSG00000087494.11	890.00	1.00	0.00	3.00	3.00
ENSG00000087502.13	1181.14	810.00	913.00	836.00	967.00
ENSG00000087586.13	1875.58	1959.00	1920.00	373.00	343.00
ENSG00000087589.12	2430.77	5.00	1.00	5.00	7.00
ENSG00000087842.6	1303.69	222.00	194.00	173.00	184.00
ENSG00000087884.10	552.06	314.00	276.00	176.00	146.00
ENSG00000087903.8	2471.68	62.00	52.00	35.00	32.00
ENSG00000087916.7	4521.00	518.00	431.00	538.00	473.00
ENSG00000087995.11	1975.78	576.38	607.56	514.83	558.10
ENSG00000088002.7	1220.25	0.00	1.00	1.00	0.00
ENSG00000088035.11	1929.66	194.00	213.00	156.00	162.00
ENSG00000088038.13	2340.83	593.00	443.00	678.00	610.00
ENSG00000088053.7	1695.40	1.00	0.00	0.00	0.00
ENSG00000088179.4	6067.29	651.00	677.00	611.00	658.00
ENSG00000088205.8	3381.40	2567.00	2778.00	2817.00	2826.00
ENSG00000088247.11	1507.86	3134.00	2298.00	2706.00	2624.00
ENSG00000088256.4	2685.10	1311.00	927.00	1062.00	1010.00
ENSG00000088280.14	3021.38	1114.00	1029.00	1472.00	1445.00
ENSG00000088298.8	1905.30	1242.34	1078.00	909.00	781.00
ENSG00000088305.14	4036.43	199.00	215.00	180.00	184.00
ENSG00000088325.11	3497.00	2678.00	2588.00	507.00	483.00
ENSG00000088340.11	2542.83	337.00	235.00	501.00	569.00
ENSG00000088356.4	1385.00	572.00	559.00	409.00	466.00
ENSG00000088367.16	3027.66	3659.00	3253.00	2853.00	2593.00
ENSG00000088386.11	3106.00	38.00	42.00	40.00	58.00
ENSG00000088387.13	2732.28	56.00	66.00	115.00	114.00
ENSG00000088448.10	1607.97	1078.00	1122.00	1001.00	1048.00
ENSG00000088451.6	1850.64	370.00	328.00	343.00	351.00
ENSG00000088538.12	8755.00	2.00	3.00	0.00	5.00
ENSG00000088543.10	1734.00	117.00	103.00	168.00	147.00
ENSG00000088682.9	1457.53	873.00	880.00	1173.00	1046.00
ENSG00000088726.11	547.39	0.00	2.00	8.00	3.00
ENSG00000088727.8	733.16	52.00	43.00	75.00	59.00
ENSG00000088756.8	709.00	0.00	0.00	0.00	1.00
ENSG00000088766.7	1304.18	2293.00	2327.00	1499.00	1486.00
ENSG00000088808.12	3239.44	379.00	315.00	359.00	366.00
ENSG00000088812.13	6678.00	8645.00	8448.00	7466.00	6910.00
ENSG00000088826.13	2158.15	461.00	365.00	776.00	797.00
ENSG00000088827.8	5897.00	1.00	4.00	3.00	0.00
ENSG00000088832.10	1378.04	6517.63	5841.50	6860.64	6980.12
ENSG00000088833.13	1432.38	2215.00	2041.00	2483.00	2282.00
ENSG00000088836.8	2534.52	470.00	295.00	573.00	515.00
ENSG00000088854.11	6665.75	1316.00	1210.00	1305.00	1365.00
ENSG00000088876.7	3016.21	731.08	787.21	591.94	554.50
ENSG00000088881.16	2076.15	75.00	44.00	147.00	155.00
ENSG00000088882.7	2391.00	1.00	1.00	34.00	21.00
ENSG00000088888.13	3853.36	1847.00	1753.00	2333.00	2080.00
ENSG00000088899.10	4153.14	1205.00	1013.00	2036.00	1768.00
ENSG00000088926.9	2255.05	1978.00	2076.00	3120.00	3122.00
ENSG00000088930.6	3431.03	4442.00	4699.00	4592.00	4327.00
ENSG00000088970.11	2354.10	1289.00	1249.00	1203.00	1256.00
ENSG00000088986.6	719.33	2096.00	2074.00	3607.00	3509.00
ENSG00000088992.13	998.88	798.00	597.00	802.00	704.00
ENSG00000089006.12	1515.46	14038.00	14536.00	8700.00	8635.00
ENSG00000089009.11	949.42	21014.26	20839.81	15146.05	15007.02
ENSG00000089022.9	1709.89	498.00	395.00	532.00	510.00
ENSG00000089041.12	2349.33	28.00	24.00	83.00	64.00
ENSG00000089048.10	3216.00	1741.00	1778.00	1584.00	1530.00
ENSG00000089050.10	3581.96	2140.00	2227.00	1445.00	1480.00
ENSG00000089053.8	2378.54	2788.00	2666.00	2097.00	1968.00
ENSG00000089057.10	6822.42	5051.00	5162.00	6111.00	5554.00
ENSG00000089060.7	3071.20	186.00	147.00	232.00	195.00
ENSG00000089063.10	1477.38	5140.00	5149.00	3028.00	3240.00
ENSG00000089091.12	2806.61	60.00	61.00	72.00	64.00
ENSG00000089094.12	3650.16	895.00	866.00	910.00	816.00
ENSG00000089101.13	542.00	0.00	1.00	3.00	1.00
ENSG00000089116.3	2939.00	0.00	0.00	2.00	3.00
ENSG00000089123.11	2317.48	418.00	503.00	478.00	468.00
ENSG00000089127.8	1465.26	166.00	182.00	334.00	286.00
ENSG00000089154.6	8373.59	4471.00	3567.00	4744.00	3978.00
ENSG00000089157.11	1170.42	53928.36	53473.57	45974.49	43039.42
ENSG00000089159.11	3342.73	1198.00	1006.00	1076.00	1078.00
ENSG00000089163.4	1041.05	85.00	83.00	63.00	50.00
ENSG00000089169.10	1624.83	0.00	0.00	0.00	0.00
ENSG00000089177.13	5199.70	609.00	589.00	745.00	726.00
ENSG00000089195.10	2332.07	462.00	468.00	633.00	676.00
ENSG00000089199.5	2550.00	65.00	50.00	77.00	100.00
ENSG00000089220.4	1483.77	18995.00	18261.00	18966.00	17856.00
ENSG00000089234.11	3115.52	385.00	353.00	341.00	381.00
ENSG00000089248.6	1651.23	4617.00	4045.00	3535.00	3152.00
ENSG00000089280.14	2014.35	6687.00	6244.00	6307.00	5601.00
ENSG00000089289.11	1667.54	2321.00	2512.00	2056.00	1986.00
ENSG00000089327.10	872.00	11.00	7.00	18.00	15.00
ENSG00000089351.10	1726.11	2206.00	1381.00	883.00	918.00
ENSG00000089356.12	638.54	79.00	68.00	45.00	42.00
ENSG00000089472.12	3225.70	0.00	0.00	3.00	0.00
ENSG00000089486.12	2321.02	2001.00	1755.00	2169.00	2027.00
ENSG00000089505.13	357.43	13.00	7.00	12.00	14.00
ENSG00000089558.4	3723.00	4.00	2.00	1.00	1.00
ENSG00000089597.12	3401.98	10978.00	9885.00	10122.00	9270.00
ENSG00000089639.6	2565.91	150.00	96.00	110.00	104.00
ENSG00000089682.12	2258.42	280.00	302.00	257.00	244.00
ENSG00000089685.10	1894.59	1403.00	1314.00	130.00	130.00
ENSG00000089692.4	2268.44	40.00	20.00	29.00	22.00
ENSG00000089693.6	1460.67	2311.00	1848.00	2786.00	2631.00
ENSG00000089723.5	3922.00	117.00	104.00	102.00	115.00
ENSG00000089737.11	3053.04	2054.00	1916.00	2744.00	2554.00
