symbol	length	Control_D0	Control_D1	ADAR_D0	ADAR_D1
ENSG00000131471.2	2666.59	1098.81	1190.55	715.45	807.13
ENSG00000131473.12	4281.15	7586.00	7429.00	5818.00	6035.00
ENSG00000131475.2	1089.74	1321.00	1369.00	989.00	1100.00
ENSG00000131477.6	826.93	49.00	39.00	10.00	17.00
ENSG00000131480.4	2644.56	79.00	89.00	90.00	111.00
ENSG00000131482.5	2868.26	510.00	564.00	327.00	328.00
ENSG00000131484.3	547.00	1.17	4.30	4.46	2.19
ENSG00000131495.4	766.94	191.00	189.00	192.00	222.00
ENSG00000131503.16	2971.70	2142.12	2322.78	1888.18	1710.05
ENSG00000131504.11	4656.75	2505.00	2474.00	2012.00	2145.00
ENSG00000131507.9	3852.01	925.00	847.00	771.00	694.00
ENSG00000131508.11	1489.74	1352.00	1125.00	875.00	801.00
ENSG00000131558.10	3958.87	1086.00	1092.00	869.00	765.00
ENSG00000131584.14	2265.25	500.00	492.00	551.00	709.00
ENSG00000131591.13	2670.79	46.00	32.00	28.00	59.00
ENSG00000131626.11	4062.94	1103.00	1065.00	752.00	840.00
ENSG00000131650.9	2315.88	7.00	7.00	5.00	5.00
ENSG00000131652.9	1340.78	252.00	249.00	213.00	243.00
ENSG00000131653.8	2313.55	995.00	1032.00	914.00	1076.00
ENSG00000131669.5	1302.27	706.00	700.00	541.00	749.00
ENSG00000131697.13	4337.73	238.00	246.00	244.00	292.00
ENSG00000131711.10	12034.00	1250.00	1172.00	919.00	962.00
ENSG00000131724.6	4003.88	4985.00	4868.00	2374.00	2147.00
ENSG00000131725.9	4056.82	262.00	209.00	161.00	120.00
ENSG00000131730.11	920.83	27.00	30.00	12.00	14.00
ENSG00000131732.7	1540.36	517.00	581.00	492.00	474.00
ENSG00000131746.8	3854.71	368.00	338.00	36.00	55.00
ENSG00000131747.10	5204.06	13482.00	13184.00	12044.00	10169.00
ENSG00000131748.11	1287.03	712.00	692.00	646.00	746.00
ENSG00000131759.13	2297.46	246.00	255.00	209.00	271.00
ENSG00000131771.9	1291.00	8.00	4.00	0.00	1.00
ENSG00000131773.9	1513.23	239.00	235.00	372.00	371.00
ENSG00000131778.13	2611.19	2239.00	2110.00	1548.00	1451.00
ENSG00000131779.6	1615.72	377.00	424.00	252.00	260.00
ENSG00000131781.8	2345.15	2918.00	3058.00	2545.00	2141.00
ENSG00000131788.11	2036.71	418.00	433.00	155.00	176.00
ENSG00000131791.6	4652.25	3329.00	3486.00	3478.00	3134.00
ENSG00000131795.8	1586.99	1360.00	1372.00	1187.00	1100.00
ENSG00000131797.8	1742.97	521.00	523.00	851.00	889.00
ENSG00000131828.9	918.69	1382.00	1421.00	998.00	1011.00
ENSG00000131831.13	1973.17	0.00	0.00	0.00	0.00
ENSG00000131844.11	3360.20	2831.00	2679.00	1428.00	1453.00
ENSG00000131845.10	4171.23	233.00	198.00	220.00	222.00
ENSG00000131848.5	1313.49	100.00	105.00	124.00	120.00
ENSG00000131871.10	1133.53	383.00	357.00	230.00	270.00
ENSG00000131873.5	4011.59	1104.00	995.00	661.86	661.00
ENSG00000131876.12	1119.76	725.91	711.55	495.88	480.83
ENSG00000131899.6	4524.15	375.00	402.00	425.00	520.00
ENSG00000131910.4	1156.00	686.00	706.00	310.00	404.00
ENSG00000131914.6	3733.00	5.00	3.00	1.00	0.00
ENSG00000131931.4	1485.04	160.00	182.00	149.00	121.00
ENSG00000131941.3	2372.72	1079.00	1005.00	622.00	711.00
ENSG00000131943.13	1808.97	233.00	235.00	199.00	251.00
ENSG00000131944.5	1263.64	64.00	47.00	38.00	52.00
ENSG00000131951.6	4915.00	0.00	2.00	2.00	4.00
ENSG00000131966.9	1634.87	423.00	423.00	499.00	481.00
ENSG00000131969.10	1317.10	0.00	0.00	0.00	0.00
ENSG00000131979.14	2726.62	343.00	350.00	257.00	243.00
ENSG00000131981.11	1109.19	244.00	245.00	24.00	44.00
ENSG00000132000.7	1109.08	1.00	0.00	0.00	0.00
ENSG00000132002.3	2244.49	1952.00	1689.00	1592.00	1807.00
ENSG00000132003.5	3948.61	65.00	70.00	45.00	76.00
ENSG00000132004.8	1738.00	45.00	45.00	42.00	56.00
ENSG00000132005.4	4113.25	57.00	46.00	62.00	90.00
ENSG00000132010.11	1933.73	77.19	51.72	31.39	56.30
ENSG00000132016.7	1365.74	12.00	13.00	18.00	19.00
ENSG00000132017.6	1261.82	157.00	128.00	124.00	162.00
ENSG00000132024.13	1659.93	277.00	318.00	332.00	439.00
ENSG00000132026.9	734.80	6.00	4.00	1.00	5.00
ENSG00000132031.8	2339.74	11139.00	10555.00	5973.00	6412.00
ENSG00000132109.8	1924.00	116.00	104.00	63.00	55.00
ENSG00000132122.7	2547.42	107.00	80.00	84.00	104.00
ENSG00000132128.12	3240.79	1140.00	1044.00	958.00	1132.00
ENSG00000132130.7	1680.80	0.00	0.00	0.00	0.00
ENSG00000132139.8	2837.50	0.00	0.00	0.00	0.00
ENSG00000132141.9	1680.00	9.00	9.00	4.00	9.00
ENSG00000132142.15	5030.73	2145.00	1980.00	2357.00	2393.00
ENSG00000132153.10	3113.76	903.00	841.00	704.00	903.00
ENSG00000132155.7	2673.93	1298.00	1307.00	1067.00	1056.00
ENSG00000132164.5	3976.87	701.00	688.00	711.00	828.00
ENSG00000132170.15	1749.87	502.00	531.00	279.00	261.00
ENSG00000132182.7	7109.46	2753.00	2759.00	1890.00	2242.00
ENSG00000132185.12	1671.53	0.00	1.00	0.00	0.00
ENSG00000132196.9	1233.40	512.17	504.99	632.09	589.74
ENSG00000132199.14	1982.64	923.00	920.00	726.00	695.00
ENSG00000132204.9	799.15	0.00	0.00	0.00	0.00
ENSG00000132205.6	1751.37	85.00	88.00	83.00	85.00
ENSG00000132207.13	826.36	154.00	150.92	115.02	117.60
ENSG00000132254.8	1640.78	700.00	708.00	407.00	414.00
ENSG00000132256.14	2583.25	473.00	408.00	332.00	339.00
ENSG00000132259.8	1399.50	0.00	1.00	0.00	0.00
ENSG00000132274.11	2737.54	100.00	100.00	122.00	90.00
ENSG00000132275.6	1824.86	169.00	186.00	186.00	177.00
ENSG00000132286.7	2736.13	667.00	587.87	517.00	504.00
ENSG00000132294.9	5025.14	1026.00	908.00	603.00	571.00
ENSG00000132300.14	1555.79	2741.00	2624.00	2197.00	2105.00
ENSG00000132305.16	2586.80	3287.00	3127.00	2777.00	2670.00
ENSG00000132313.10	1412.71	1045.00	999.00	760.00	740.00
ENSG00000132323.4	1291.87	324.00	292.00	378.00	352.00
ENSG00000132326.7	6014.50	399.00	395.00	445.00	487.00
ENSG00000132329.6	650.00	3.00	11.00	0.00	2.00
ENSG00000132330.12	1573.46	300.00	297.00	271.00	325.00
ENSG00000132334.12	4957.00	0.00	0.00	2.00	1.00
ENSG00000132341.7	992.63	6946.72	6600.70	5471.75	5668.63
ENSG00000132356.7	2957.04	1841.00	1837.00	1168.00	1110.00
ENSG00000132357.9	4221.00	26.00	36.00	12.00	7.00
ENSG00000132359.9	4588.80	634.00	632.00	507.00	627.00
ENSG00000132361.12	2562.61	961.00	975.00	862.00	1177.00
ENSG00000132376.15	2163.18	124.00	95.00	106.00	123.00
ENSG00000132382.10	2374.58	623.00	578.00	536.00	581.00
ENSG00000132383.7	3799.16	1459.00	1382.00	1387.00	1461.00
ENSG00000132386.6	1287.92	9751.00	9720.00	13764.00	14222.00
ENSG00000132388.8	3494.71	1255.00	1107.00	1016.00	908.00
ENSG00000132394.6	2215.12	248.00	289.00	143.00	213.00
ENSG00000132405.14	4571.33	1323.00	1244.00	1211.00	1258.00
ENSG00000132406.7	1251.88	258.00	282.00	214.00	211.00
ENSG00000132423.6	1277.36	106.00	110.00	68.00	74.00
ENSG00000132424.10	2858.29	2350.00	2309.00	2042.00	1805.00
ENSG00000132429.5	995.25	0.00	0.00	1.00	0.00
ENSG00000132432.9	466.02	995.00	961.00	575.00	524.00
ENSG00000132434.5	2795.63	218.00	184.00	211.00	210.00
ENSG00000132436.7	3264.48	322.00	287.00	315.00	264.00
ENSG00000132437.13	1861.81	350.00	365.00	479.00	432.00
ENSG00000132463.9	2264.72	1799.00	1670.00	1301.00	1251.00
ENSG00000132464.7	5679.00	0.00	0.00	1.00	1.00
ENSG00000132466.13	8235.04	4138.00	4201.00	3818.00	3579.00
ENSG00000132467.2	2072.00	438.00	396.00	360.00	344.00
ENSG00000132470.9	860.25	106.00	102.00	102.00	113.00
ENSG00000132471.7	1800.01	1311.00	1281.00	1502.00	1975.00
ENSG00000132475.4	1371.16	6129.00	5600.00	5205.00	5273.93
ENSG00000132478.5	1846.03	538.00	583.00	737.00	768.00
ENSG00000132481.2	1107.55	378.00	364.00	547.00	626.00
ENSG00000132485.8	2844.08	1585.00	1434.00	1326.00	1200.00
ENSG00000132498.7	1471.80	5.75	2.43	0.00	0.00
ENSG00000132507.13	1266.72	4279.94	4220.79	3081.86	3720.93
ENSG00000132510.6	5444.03	384.00	322.00	599.00	672.00
ENSG00000132514.9	1403.96	1.00	7.00	13.00	22.00
ENSG00000132517.10	2377.00	0.00	0.00	1.00	1.00
ENSG00000132522.11	1268.61	663.00	615.00	570.66	662.00
ENSG00000132530.12	2377.47	86.00	73.00	65.00	51.00
ENSG00000132535.14	1898.02	246.00	236.00	77.00	87.00
ENSG00000132541.6	1044.90	322.00	320.00	275.00	258.00
ENSG00000132549.14	7546.93	1083.00	1010.00	957.00	874.00
ENSG00000132561.9	2731.00	15.00	18.00	11.00	6.00
ENSG00000132563.11	1827.71	173.00	196.00	97.00	119.00
ENSG00000132570.10	1826.24	101.00	112.00	85.00	83.67
ENSG00000132581.5	1159.04	584.00	498.00	488.00	459.00
ENSG00000132589.11	2525.58	1428.00	1416.00	1211.00	1309.00
ENSG00000132591.7	1500.71	1085.00	953.00	565.00	637.00
ENSG00000132600.12	1350.79	428.00	393.00	406.00	502.00
ENSG00000132603.9	2038.38	965.00	936.00	767.00	742.00
ENSG00000132604.6	2367.60	612.00	606.00	560.00	604.00
ENSG00000132612.14	2180.33	1222.59	1151.61	813.82	964.00
ENSG00000132613.10	1906.18	1967.00	2153.00	3953.00	4711.00
ENSG00000132622.6	2762.00	1.00	1.00	0.00	0.00
ENSG00000132623.11	3648.08	217.00	204.00	140.00	134.00
ENSG00000132635.12	1631.26	649.00	709.00	552.00	703.00
ENSG00000132640.10	4129.59	1581.00	1449.00	1272.00	1227.00
ENSG00000132646.6	1344.14	3245.00	3288.00	3989.00	3891.00
ENSG00000132661.3	1123.00	271.00	243.00	254.00	275.00
ENSG00000132664.7	1999.95	360.00	322.00	320.00	312.00
ENSG00000132669.8	3142.31	185.00	158.00	75.00	71.00
ENSG00000132670.16	2423.87	2791.27	2823.78	2293.47	2206.88
ENSG00000132676.11	1204.15	1357.00	1317.00	1037.00	1130.00
ENSG00000132677.8	1388.14	639.00	599.00	1317.00	1477.00
ENSG00000132680.6	2121.64	1036.00	1104.00	998.00	979.00
ENSG00000132688.10	5558.00	1505.00	1522.00	822.00	704.00
ENSG00000132694.14	5469.90	893.00	904.00	830.00	1020.00
ENSG00000132698.9	968.02	0.00	1.00	1.00	2.00
ENSG00000132702.8	1014.60	0.00	0.00	0.00	0.00
ENSG00000132716.14	2110.85	1762.17	1826.00	1478.00	1541.00
ENSG00000132718.7	5240.00	112.00	94.00	40.00	53.00
ENSG00000132740.4	2138.70	185.00	189.00	146.00	172.00
ENSG00000132744.3	1300.00	24.00	29.00	51.00	56.00
ENSG00000132749.6	1720.61	5.00	1.00	1.00	6.00
ENSG00000132763.10	2981.00	273.00	276.00	191.00	225.00
ENSG00000132768.9	1666.57	398.00	329.00	235.00	263.00
ENSG00000132773.7	1655.42	197.00	186.00	218.00	222.00
ENSG00000132780.12	1565.08	4238.99	4406.98	3563.00	3119.94
ENSG00000132781.13	1002.81	120.00	110.00	102.00	116.00
ENSG00000132792.14	1712.54	1205.00	1209.00	1222.00	1095.00
ENSG00000132793.7	2573.23	1030.00	1067.00	945.00	1026.00
ENSG00000132801.5	2772.59	120.00	120.00	133.00	125.00
ENSG00000132819.12	2330.34	244.00	237.00	289.00	341.00
ENSG00000132821.7	1338.50	0.00	0.00	0.00	0.00
ENSG00000132823.6	1572.00	736.00	650.00	691.00	698.00
ENSG00000132824.9	3419.78	4821.00	4682.00	3940.00	3701.00
ENSG00000132825.5	3459.00	100.00	85.00	88.00	69.00
ENSG00000132837.10	2828.47	172.00	150.00	90.00	68.00
ENSG00000132840.5	1427.16	174.75	223.86	111.53	104.00
ENSG00000132842.9	3775.77	1772.00	1679.00	1517.00	1367.00
ENSG00000132846.5	5932.57	413.00	365.00	525.00	593.00
ENSG00000132849.14	6615.44	478.00	496.00	423.00	363.00
ENSG00000132854.14	4128.74	515.00	525.00	586.00	570.00
ENSG00000132855.4	2805.00	5.00	8.00	7.00	16.00
ENSG00000132874.9	2823.50	0.00	0.00	0.00	0.00
ENSG00000132879.9	2052.42	337.00	317.00	266.00	349.81
ENSG00000132881.7	1545.00	4.00	2.00	6.00	3.00
ENSG00000132906.13	1960.16	222.00	199.00	183.00	171.00
ENSG00000132912.8	3840.51	1197.00	1125.00	1054.00	1013.00
ENSG00000132915.6	5642.00	1.00	0.00	0.00	2.00
ENSG00000132932.12	9575.00	7.00	3.00	1.00	1.00
ENSG00000132950.14	2116.76	132.00	109.00	134.00	116.00
ENSG00000132952.7	3610.03	550.00	524.00	437.00	393.00
ENSG00000132953.12	8021.98	1070.00	1016.00	789.00	703.00
ENSG00000132958.13	1220.00	0.00	0.00	0.00	3.00
ENSG00000132963.7	1330.00	903.00	794.00	586.00	556.00
ENSG00000132964.7	1881.84	434.00	408.00	289.00	267.00
ENSG00000132965.5	897.00	10.00	5.00	3.00	4.00
ENSG00000132967.9	653.07	179.63	167.02	169.88	119.25
ENSG00000132970.8	4791.97	780.00	777.00	662.00	604.00
ENSG00000133026.8	4831.13	4958.00	5298.00	4043.00	3761.00
ENSG00000133027.13	864.85	157.00	143.00	110.00	130.00
ENSG00000133028.6	1717.97	401.00	371.00	306.00	264.00
ENSG00000133030.15	3724.52	1274.00	1239.99	1261.00	1254.00
ENSG00000133048.8	1792.00	20.00	15.00	3.00	1.00
ENSG00000133055.4	1805.00	2.00	1.00	1.00	1.00
ENSG00000133056.9	5912.51	197.00	207.00	170.00	147.00
ENSG00000133059.12	7781.62	248.00	222.00	256.00	228.00
ENSG00000133065.6	4250.86	405.00	408.00	233.00	222.00
ENSG00000133067.13	1938.25	0.00	0.00	0.00	0.00
ENSG00000133069.10	3161.73	10.00	10.00	5.00	10.00
ENSG00000133103.12	3563.00	566.00	548.00	323.00	282.00
ENSG00000133104.8	2507.66	450.00	400.00	392.00	341.00
ENSG00000133106.10	1547.40	3.00	0.00	1.00	0.00
ENSG00000133111.3	2304.00	171.00	129.00	244.00	149.00
ENSG00000133112.12	901.02	28875.00	27400.00	32956.00	31907.00
ENSG00000133114.13	2599.59	431.00	393.00	424.00	331.00
ENSG00000133119.8	2173.80	771.00	701.00	619.00	592.00
ENSG00000133121.16	5040.18	487.00	474.00	388.00	348.00
ENSG00000133131.10	3252.46	544.00	545.00	256.00	268.00
ENSG00000133134.7	763.94	4.00	0.00	7.00	6.00
ENSG00000133135.9	2761.97	1522.00	1520.00	1092.00	902.00
ENSG00000133136.3	502.00	3.00	1.00	2.00	1.00
ENSG00000133138.15	5214.73	497.00	433.00	345.00	290.00
ENSG00000133142.13	1152.23	471.00	537.00	510.00	411.00
ENSG00000133169.5	864.00	318.00	240.00	436.00	447.00
ENSG00000133193.8	2817.71	727.00	675.00	448.00	403.00
ENSG00000133195.7	1426.85	440.00	381.00	246.00	189.00
ENSG00000133216.12	2676.43	1.00	0.00	3.00	0.00
ENSG00000133226.12	2983.58	2013.70	1978.93	1666.97	1650.00
ENSG00000133243.4	2611.46	389.00	443.00	266.00	429.00
ENSG00000133246.7	936.09	0.00	2.00	2.00	2.00
ENSG00000133247.9	1450.46	71.03	68.46	85.77	105.10
ENSG00000133250.9	648.67	12.00	10.00	21.00	25.00
ENSG00000133256.8	899.19	2.00	3.00	0.00	2.00
ENSG00000133265.6	1195.21	228.00	214.00	166.00	198.00
ENSG00000133275.11	1479.03	361.00	456.00	355.00	475.00
ENSG00000133302.8	3998.05	197.00	174.00	174.00	159.00
ENSG00000133313.10	1860.04	1326.00	1379.00	957.00	1033.00
ENSG00000133315.6	594.62	80.00	95.00	50.00	51.00
ENSG00000133316.11	1107.58	402.23	396.00	408.41	458.66
ENSG00000133318.9	2527.13	1748.98	1667.00	1693.99	1610.00
ENSG00000133321.6	779.97	3.00	5.00	9.00	8.00
ENSG00000133328.3	742.00	0.00	0.00	1.00	2.00
ENSG00000133392.12	3974.36	1.00	0.00	0.00	0.00
ENSG00000133393.8	1925.68	1295.00	1324.00	1112.00	964.00
ENSG00000133398.3	1096.01	194.00	173.00	173.00	189.00
ENSG00000133401.11	2934.38	0.00	1.00	0.00	0.00
ENSG00000133422.8	3379.34	1315.00	1151.00	1038.00	1057.00
ENSG00000133424.16	4288.18	418.00	423.00	215.00	272.00
ENSG00000133433.6	1099.00	3.91	0.00	0.00	3.07
ENSG00000133454.11	4348.40	2.00	4.00	1.00	0.00
ENSG00000133460.15	1274.79	211.00	204.00	190.00	198.00
ENSG00000133466.9	3170.63	176.00	148.00	224.00	266.00
ENSG00000133475.12	2083.33	2.41	0.00	0.00	0.00
ENSG00000133488.10	2499.00	4.00	1.00	3.00	9.00
ENSG00000133519.8	1983.24	1.00	0.00	2.00	3.00
ENSG00000133597.5	2037.49	183.00	169.00	138.00	140.00
ENSG00000133606.6	1818.96	1115.00	1114.00	1206.00	1132.00
ENSG00000133612.14	1604.74	462.00	457.00	431.00	540.00
ENSG00000133619.13	2111.40	86.00	86.00	80.00	128.00
ENSG00000133624.9	2495.62	207.64	186.00	225.42	227.00
ENSG00000133627.13	2046.42	105.55	98.59	120.22	111.80
ENSG00000133636.6	1052.00	0.00	0.00	0.00	0.00
ENSG00000133639.3	2448.00	553.00	476.00	458.00	417.00
ENSG00000133640.14	5394.00	1.00	1.00	4.00	5.00
ENSG00000133641.13	1185.22	205.00	177.00	142.00	118.00
ENSG00000133657.10	3697.69	2444.00	2346.00	2259.00	2165.00
ENSG00000133665.8	1654.00	15.00	19.00	25.00	27.00
ENSG00000133678.9	1527.39	362.00	360.00	328.00	316.00
ENSG00000133687.11	4744.62	47.00	52.00	43.00	35.00
ENSG00000133703.7	4832.72	789.00	677.00	533.00	482.00
ENSG00000133704.5	4539.56	1100.00	1013.00	746.00	653.00
ENSG00000133706.13	3418.38	1952.00	1906.00	1494.00	1421.00
ENSG00000133710.11	2003.11	0.00	0.00	0.00	0.00
ENSG00000133731.5	1710.03	475.00	449.00	325.00	338.00
ENSG00000133739.11	3451.96	167.00	179.00	153.00	139.00
ENSG00000133740.6	1571.57	439.00	377.00	264.00	260.00
ENSG00000133773.7	872.19	342.00	335.00	283.00	268.00
ENSG00000133789.10	4783.32	529.00	522.00	512.00	424.00
ENSG00000133794.13	1850.35	118.00	106.00	143.00	100.00
ENSG00000133800.4	1872.45	44.00	25.00	4.00	4.00
ENSG00000133805.11	2155.35	100.00	96.00	22.00	24.00
ENSG00000133808.4	3044.00	3.00	2.00	0.00	2.00
ENSG00000133812.10	5104.29	1348.71	1297.88	800.00	759.59
ENSG00000133816.9	2037.09	96.00	78.00	42.00	48.00
ENSG00000133818.8	1625.43	518.71	487.00	395.00	307.70
ENSG00000133835.10	1912.83	2611.00	2716.00	2053.00	1797.00
ENSG00000133858.11	3191.75	1210.00	1227.00	1010.00	951.00
ENSG00000133863.2	7054.60	97.00	91.00	61.00	61.00
ENSG00000133872.9	1557.88	2799.00	2808.00	2688.00	2632.00
ENSG00000133874.1	1868.00	152.00	135.00	112.00	92.00
ENSG00000133878.4	1310.33	1.00	0.00	0.00	0.00
ENSG00000133884.5	2656.22	940.00	934.00	968.00	1086.00
ENSG00000133895.10	2444.19	696.00	783.00	484.00	563.00
ENSG00000133935.6	2633.00	1108.00	1117.00	1666.00	1701.00
ENSG00000133943.16	1478.50	362.00	344.00	314.00	328.00
ENSG00000133958.9	7521.20	1.00	0.00	0.00	0.00
ENSG00000133961.15	2672.31	1247.00	1268.00	1055.00	1113.00
ENSG00000133983.10	1184.99	368.09	300.00	239.00	208.27
ENSG00000133985.2	5217.00	77.00	70.00	15.00	18.00
ENSG00000133997.7	1249.76	465.00	476.00	464.00	476.00
ENSG00000134001.8	1049.25	1275.00	1175.00	1000.00	884.00
ENSG00000134007.3	2795.00	0.00	3.00	1.00	0.00
ENSG00000134013.11	3549.00	123.00	134.00	28.00	41.00
ENSG00000134014.12	2020.31	852.00	867.00	741.00	747.00
ENSG00000134020.6	608.00	0.00	0.00	0.00	0.00
ENSG00000134030.9	3638.36	445.00	496.00	614.00	748.00
ENSG00000134046.7	2480.12	654.00	609.00	514.00	438.00
ENSG00000134049.3	1481.00	894.00	916.00	784.00	699.00
ENSG00000134056.7	1286.00	327.00	293.95	268.00	254.00
ENSG00000134057.10	1463.44	2408.00	2138.00	1723.00	1705.00
ENSG00000134058.6	1133.21	738.00	765.00	484.00	363.00
ENSG00000134070.4	3483.00	303.00	350.00	269.00	299.00
ENSG00000134072.6	1383.23	275.00	266.00	355.00	357.00
ENSG00000134077.11	1669.92	668.00	631.00	520.00	458.00
ENSG00000134086.7	2501.60	1175.00	1139.00	1222.00	1144.00
ENSG00000134107.4	3396.43	3873.00	4080.00	1715.00	1792.00
ENSG00000134108.8	2928.52	978.00	981.00	832.00	691.00
ENSG00000134109.6	6055.62	1219.00	1120.00	877.00	869.00
ENSG00000134138.15	2221.02	236.00	223.00	175.00	180.00
ENSG00000134146.7	1859.11	80.00	95.00	68.00	51.00
ENSG00000134152.6	1281.59	281.00	276.00	167.00	162.00
ENSG00000134153.5	1113.38	777.00	747.00	683.00	665.00
ENSG00000134183.7	1339.00	1.00	1.00	1.00	0.00
ENSG00000134184.8	826.00	3.54	0.00	2.02	0.00
ENSG00000134186.7	2902.73	868.00	980.00	875.00	768.00
ENSG00000134193.10	1453.25	0.00	0.00	0.00	0.00
ENSG00000134201.6	2171.67	0.00	0.00	0.00	0.00
ENSG00000134202.6	1325.03	851.00	748.00	533.00	571.00
ENSG00000134215.11	2707.04	548.00	592.00	930.00	700.00
ENSG00000134222.12	1638.42	468.00	495.00	305.00	292.00
ENSG00000134240.7	2004.17	12.00	11.00	78.00	91.00
ENSG00000134242.11	2042.09	0.00	0.00	0.00	0.00
ENSG00000134243.7	5721.82	5460.00	5291.00	4289.00	4121.00
ENSG00000134245.13	5334.40	46.00	42.00	57.00	60.00
ENSG00000134247.9	3791.17	323.00	263.00	142.00	122.00
ENSG00000134248.9	660.42	1012.00	904.00	752.00	703.00
ENSG00000134250.13	11114.96	1169.89	1092.66	1348.29	1278.33
ENSG00000134253.5	2839.37	78.00	77.00	76.00	77.00
ENSG00000134255.9	1869.16	783.00	676.00	536.00	503.00
ENSG00000134256.8	1992.00	0.00	1.00	0.00	0.00
ENSG00000134262.8	1687.48	135.00	173.00	127.00	124.00
ENSG00000134265.8	2994.77	629.00	613.00	391.00	347.00
ENSG00000134278.10	3608.86	494.00	484.00	327.00	315.00
ENSG00000134283.13	1940.52	952.00	944.00	953.00	917.74
ENSG00000134285.6	1938.87	231.00	210.00	150.00	184.99
ENSG00000134287.5	3720.04	2261.46	2084.00	1382.49	1559.00
ENSG00000134291.7	1078.52	1098.00	1046.00	1166.00	1302.00
ENSG00000134294.9	3704.78	32489.00	30789.00	17886.00	16623.00
ENSG00000134297.6	629.87	56.53	42.47	27.56	28.46
ENSG00000134308.9	2140.36	5490.00	5066.00	4580.00	4348.00
ENSG00000134313.10	6521.91	1776.00	1631.00	1696.00	1566.00
ENSG00000134317.13	3038.58	313.00	313.00	221.00	206.00
ENSG00000134318.9	7916.54	8508.00	7969.00	4857.00	4421.00
ENSG00000134321.7	1170.82	0.00	0.00	0.00	2.00
ENSG00000134323.10	2602.00	0.00	0.00	0.00	0.00
ENSG00000134324.7	4626.40	544.00	487.00	549.00	574.00
ENSG00000134326.7	1617.41	4.00	5.00	2.00	3.00
ENSG00000134330.14	1016.99	229.00	217.00	127.00	140.00
ENSG00000134333.9	1268.82	52552.95	53063.48	39861.90	34208.95
ENSG00000134339.4	692.17	0.00	0.00	0.00	0.00
ENSG00000134343.8	6642.00	24.00	21.00	14.00	9.00
ENSG00000134352.15	5715.11	5523.00	5057.00	4534.00	3721.00
ENSG00000134363.7	2075.45	1550.00	1520.00	785.00	768.00
ENSG00000134369.11	3963.15	13.00	9.00	1.00	4.00
ENSG00000134371.9	4879.88	798.00	692.00	693.00	592.00
ENSG00000134375.6	1567.57	714.00	683.00	482.00	494.00
ENSG00000134389.8	2819.50	0.00	0.00	0.00	0.00
ENSG00000134398.8	1216.34	41.00	55.00	19.00	28.00
ENSG00000134419.11	536.15	12748.62	13138.45	17718.64	16895.93
ENSG00000134440.7	2268.32	3159.00	3003.00	2855.00	2612.00
ENSG00000134444.9	4376.18	612.00	591.00	455.00	424.00
ENSG00000134452.15	2471.50	1016.00	981.00	850.00	868.00
ENSG00000134453.11	1164.26	1222.00	1140.00	1069.00	1041.00
ENSG00000134461.11	1760.06	106.48	103.97	77.80	65.14
ENSG00000134463.10	1079.60	0.00	0.00	0.00	0.00
ENSG00000134470.15	1070.16	2.00	2.00	4.00	0.00
ENSG00000134480.9	1288.74	542.00	509.00	370.00	354.00
ENSG00000134490.9	1797.81	126.00	106.00	73.00	75.00
ENSG00000134504.8	1635.26	96.00	106.00	80.00	86.00
ENSG00000134508.8	3385.57	444.00	414.00	468.00	494.00
ENSG00000134531.5	1340.02	2.00	6.00	4.00	10.00
ENSG00000134532.11	5257.83	617.00	533.00	699.00	634.00
ENSG00000134538.2	2229.00	0.00	0.00	0.00	0.00
ENSG00000134548.5	896.77	1.00	1.00	4.00	2.00
ENSG00000134551.8	657.00	0.00	0.00	0.00	0.00
ENSG00000134569.5	4228.72	576.00	629.00	665.00	694.00
ENSG00000134571.6	3855.00	0.00	0.00	0.00	0.00
ENSG00000134574.7	1808.52	1207.00	1349.00	1258.00	1293.00
ENSG00000134575.5	1725.75	248.00	278.00	196.00	215.00
ENSG00000134590.9	1060.81	238.00	232.00	241.00	263.00
ENSG00000134594.4	1258.00	2.00	5.00	6.00	3.00
ENSG00000134597.9	1471.32	251.00	239.00	227.00	207.00
ENSG00000134602.11	2967.46	1066.00	934.00	544.00	509.00
ENSG00000134612.7	1886.00	0.00	0.00	0.00	1.00
ENSG00000134627.7	2055.40	0.00	0.00	0.00	0.00
ENSG00000134644.11	4661.40	3576.00	3616.00	3235.00	3115.00
ENSG00000134668.8	1313.56	1.00	4.00	1.00	2.00
ENSG00000134684.6	2730.70	1193.00	1119.00	830.00	954.00
ENSG00000134686.12	2451.55	1948.00	1919.00	1116.00	1219.00
ENSG00000134690.6	2416.57	930.00	912.00	706.00	788.00
ENSG00000134697.8	1875.48	836.00	830.00	744.00	711.00
ENSG00000134698.10	4585.42	647.00	688.00	636.00	538.00
ENSG00000134709.6	5146.86	1247.00	1250.00	817.00	589.00
ENSG00000134716.5	1944.02	112.00	106.00	75.00	43.00
ENSG00000134717.13	1818.07	1490.20	1362.47	1506.82	1385.38
ENSG00000134744.9	2539.40	1813.00	1896.00	2251.00	1959.00
ENSG00000134748.12	2797.00	778.00	834.00	826.00	748.00
ENSG00000134755.10	4977.26	1034.00	945.00	1049.00	836.00
ENSG00000134758.9	2124.52	405.00	346.00	375.00	310.00
ENSG00000134759.9	2305.67	1292.00	1205.00	1015.00	817.00
