symbol	length	Control_D0	Control_D1	AGO1_D0	AGO1_D1
ENSG00000136104.14	1128.27	172.00	146.00	140.00	158.00
ENSG00000136108.10	3316.64	1024.00	720.00	573.00	697.00
ENSG00000136110.8	1195.00	1.00	0.00	0.00	0.00
ENSG00000136111.8	6112.92	2627.00	2230.00	3089.00	3944.99
ENSG00000136114.11	1892.00	3.37	3.60	5.19	1.11
ENSG00000136122.11	2535.83	229.00	148.00	121.00	128.00
ENSG00000136141.10	4626.07	406.00	346.00	644.00	741.00
ENSG00000136143.9	1879.11	676.00	539.00	488.00	628.00
ENSG00000136144.7	3566.23	509.00	442.00	669.00	809.00
ENSG00000136146.10	1335.35	678.00	557.00	644.00	798.00
ENSG00000136147.12	1192.80	135.00	126.00	165.00	209.00
ENSG00000136149.6	612.00	1.15	0.00	3.19	0.62
ENSG00000136152.10	4001.96	817.00	724.00	896.00	1017.00
ENSG00000136153.15	2752.65	2788.48	2274.62	2629.88	3005.09
ENSG00000136155.12	2284.40	1.00	0.00	0.00	0.00
ENSG00000136156.8	1374.34	3428.00	2831.00	4506.00	5262.00
ENSG00000136158.6	2120.81	270.00	218.00	379.00	377.00
ENSG00000136159.3	2098.00	541.00	403.00	421.00	492.00
ENSG00000136161.8	3232.00	33.00	23.00	33.00	39.00
ENSG00000136167.9	2363.71	92.00	74.00	108.00	100.00
ENSG00000136169.12	3851.23	281.00	238.00	313.00	410.00
ENSG00000136193.12	4837.21	2820.00	2289.01	3934.00	4489.00
ENSG00000136197.8	2338.88	5.79	8.50	4.95	15.75
ENSG00000136205.12	6468.58	3499.00	3206.00	4285.00	3993.00
ENSG00000136206.3	2649.00	1.00	0.00	0.00	0.00
ENSG00000136213.7	2103.00	96.00	128.00	98.00	95.00
ENSG00000136231.9	3886.71	1880.00	1442.00	1683.00	1983.00
ENSG00000136235.11	1122.01	29.00	19.00	17.00	22.00
ENSG00000136237.14	6038.56	853.00	730.00	1528.00	1782.00
ENSG00000136238.13	1688.87	2491.01	1925.48	2888.57	3359.38
ENSG00000136240.5	2616.24	5217.00	4262.00	4055.00	4731.00
ENSG00000136243.12	1318.57	255.00	172.00	268.00	293.00
ENSG00000136247.10	1167.29	991.00	846.00	990.00	1027.00
ENSG00000136261.10	1734.73	686.00	579.00	417.00	454.00
ENSG00000136267.9	2977.67	0.00	0.00	0.00	0.00
ENSG00000136270.9	1393.54	779.00	784.00	674.00	623.00
ENSG00000136271.6	1817.43	873.00	747.00	760.00	818.00
ENSG00000136273.7	1280.89	154.00	109.00	159.00	192.00
ENSG00000136274.8	4780.00	12.00	20.00	37.00	29.00
ENSG00000136279.14	2748.74	569.00	579.91	688.00	601.00
ENSG00000136280.11	1757.41	184.00	182.00	114.00	115.00
ENSG00000136286.10	3341.00	16.00	35.00	44.00	51.00
ENSG00000136295.10	4116.73	3012.00	3672.00	3331.00	2685.00
ENSG00000136305.7	1517.60	1124.00	1100.00	1135.00	1108.00
ENSG00000136319.7	2107.68	335.00	270.33	320.00	362.05
ENSG00000136367.12	3642.13	24.00	31.00	35.00	37.00
ENSG00000136371.5	861.42	228.11	208.79	248.00	265.25
ENSG00000136378.10	4833.55	18.91	25.21	19.86	11.00
ENSG00000136379.7	2368.00	156.00	131.00	153.00	185.00
ENSG00000136381.8	5638.06	1681.00	1405.00	1927.00	2649.00
ENSG00000136383.6	4114.78	35.00	19.00	32.00	25.00
ENSG00000136425.8	827.00	25.00	32.00	46.00	49.00
ENSG00000136436.10	1512.36	1462.00	1255.00	2251.00	2554.00
ENSG00000136444.5	1979.35	478.00	424.00	475.00	483.00
ENSG00000136448.7	1795.99	2947.29	2592.00	2027.00	2166.00
ENSG00000136449.9	1829.02	4.00	7.00	9.00	12.00
ENSG00000136450.8	2038.57	4398.94	3658.90	3794.29	4407.34
ENSG00000136451.4	3049.32	1455.00	1266.00	1590.00	2047.00
ENSG00000136457.5	1789.00	6.00	7.00	2.00	1.00
ENSG00000136463.7	1485.53	442.00	361.00	407.00	434.00
ENSG00000136478.3	5070.69	1373.00	1158.00	1584.00	1857.00
ENSG00000136485.10	5895.71	3265.00	2818.00	3609.00	3792.00
ENSG00000136490.4	1649.65	153.00	153.00	170.00	114.00
ENSG00000136492.4	5614.02	595.00	407.00	240.00	345.00
ENSG00000136504.7	3487.84	887.00	722.00	777.00	940.00
ENSG00000136514.2	1554.00	8.00	3.00	3.00	5.00
ENSG00000136518.12	1485.92	892.00	722.00	687.00	826.00
ENSG00000136521.8	903.97	622.00	470.00	706.00	752.00
ENSG00000136522.9	1272.83	530.00	383.00	496.00	594.00
ENSG00000136527.13	2067.75	2508.00	1990.00	2234.00	2565.00
ENSG00000136531.9	8403.00	12.04	13.00	7.05	6.03
ENSG00000136535.10	4009.00	0.00	1.00	0.00	1.00
ENSG00000136536.10	1891.97	1685.00	1351.00	1787.00	2250.00
ENSG00000136542.4	2495.00	1.00	0.00	3.00	0.00
ENSG00000136546.9	5980.79	6.00	3.00	8.00	22.00
ENSG00000136560.9	1582.17	798.00	691.00	1193.00	1451.00
ENSG00000136573.8	1497.33	1.00	1.00	1.00	0.00
ENSG00000136574.13	2146.25	431.00	401.00	406.00	391.00
ENSG00000136603.9	5127.47	322.00	266.00	490.00	640.00
ENSG00000136628.13	4490.27	2261.00	1839.00	3368.00	4017.00
ENSG00000136630.11	2942.41	1.00	1.00	2.00	5.00
ENSG00000136631.8	2026.03	293.00	248.00	248.00	261.00
ENSG00000136634.5	1630.00	0.00	0.00	0.00	1.00
ENSG00000136636.8	3657.07	1485.00	1282.00	1592.00	2127.00
ENSG00000136643.7	3952.23	484.00	381.00	727.00	890.00
ENSG00000136653.15	3464.65	39.00	38.00	62.00	96.00
ENSG00000136682.10	1878.17	824.38	656.91	811.98	932.80
ENSG00000136688.6	851.00	0.00	0.00	0.00	0.00
ENSG00000136689.14	1436.71	798.00	709.00	798.00	889.00
ENSG00000136699.15	3426.15	2148.77	2083.53	1827.72	1644.83
ENSG00000136709.7	4044.16	1898.99	1636.00	1932.00	2114.00
ENSG00000136710.5	1794.09	358.00	338.00	317.00	356.00
ENSG00000136715.13	4120.60	974.00	861.00	812.00	725.00
ENSG00000136717.10	1736.79	25.00	36.00	44.00	47.00
ENSG00000136718.5	1307.86	575.00	632.00	516.00	420.00
ENSG00000136720.6	3932.00	1870.00	1805.00	1544.00	1344.96
ENSG00000136731.8	8437.30	5336.00	4387.00	5703.00	6859.00
ENSG00000136738.10	2781.85	583.00	491.00	628.00	806.00
ENSG00000136754.12	3240.97	618.00	514.00	659.00	704.00
ENSG00000136758.14	3407.24	2211.00	1848.00	2518.00	2917.00
ENSG00000136770.6	2106.00	239.00	195.00	351.00	383.00
ENSG00000136783.9	1596.68	117.00	122.00	130.00	144.00
ENSG00000136802.7	4152.24	620.00	587.00	594.00	498.00
ENSG00000136807.7	1823.53	411.00	353.00	355.00	319.00
ENSG00000136810.8	868.69	2132.00	1643.00	1948.00	2288.00
ENSG00000136811.12	2509.18	691.00	588.00	461.00	461.00
ENSG00000136813.10	4432.66	2187.00	1759.00	2624.00	3119.00
ENSG00000136816.11	2662.06	473.00	361.00	646.00	655.00
ENSG00000136819.10	1424.73	503.00	383.00	546.00	574.00
ENSG00000136824.14	5491.27	972.00	764.00	524.00	695.00
ENSG00000136826.10	2473.14	27.00	21.00	39.00	32.00
ENSG00000136827.11	2021.78	431.00	391.00	594.00	629.00
ENSG00000136828.14	3630.31	257.00	229.00	270.00	267.00
ENSG00000136830.7	3723.92	825.00	845.00	1020.00	905.00
ENSG00000136840.14	1525.54	143.00	218.00	215.00	137.00
ENSG00000136842.9	3341.37	11.00	6.00	17.00	16.00
ENSG00000136848.12	6136.17	1193.00	1172.00	1279.00	1020.00
ENSG00000136854.13	3759.00	184.00	138.00	433.00	399.00
ENSG00000136856.13	1711.25	168.00	191.00	189.00	141.00
ENSG00000136859.5	2845.06	165.00	196.00	363.00	402.00
ENSG00000136861.13	4682.01	2006.00	1650.00	1640.00	1826.00
ENSG00000136866.9	2914.73	63.00	75.00	99.00	121.00
ENSG00000136867.6	1746.69	112.00	90.00	174.00	145.00
ENSG00000136868.9	4140.46	2185.00	1766.00	2419.00	2753.00
ENSG00000136869.13	2182.58	8.00	9.00	13.00	17.00
ENSG00000136870.6	3089.19	862.00	767.00	884.00	1171.00
ENSG00000136872.13	2451.00	16.00	6.00	7.00	9.00
ENSG00000136874.6	2327.91	338.00	273.00	372.00	467.00
ENSG00000136875.8	2975.30	688.00	543.47	770.00	909.00
ENSG00000136877.10	1205.04	295.00	307.00	311.00	236.00
ENSG00000136878.8	3837.54	139.00	145.00	143.00	117.00
ENSG00000136881.7	3311.74	198.00	157.00	394.00	413.00
ENSG00000136883.8	1637.63	79.00	108.00	120.00	114.00
ENSG00000136888.6	1078.63	997.00	799.00	1447.00	1491.00
ENSG00000136891.9	3002.75	550.00	423.00	597.00	743.00
ENSG00000136895.14	1667.15	159.00	179.00	209.00	221.00
ENSG00000136897.6	2929.15	1414.00	1142.00	1405.00	1655.00
ENSG00000136908.13	1394.91	303.00	264.00	258.00	256.00
ENSG00000136925.10	3443.05	629.00	483.00	620.00	724.00
ENSG00000136928.4	3231.50	1.00	0.00	0.00	0.00
ENSG00000136930.8	940.39	1809.00	1511.00	1551.00	1701.00
ENSG00000136931.5	2973.73	639.00	623.01	744.00	701.00
ENSG00000136932.9	1266.62	83.00	99.00	107.00	106.00
ENSG00000136933.12	1486.73	551.00	522.00	521.00	533.00
ENSG00000136935.9	4801.00	590.68	520.90	583.24	576.00
ENSG00000136936.6	1386.25	69.00	85.00	110.00	119.00
ENSG00000136937.8	4732.38	1011.00	791.00	918.00	1037.00
ENSG00000136938.8	1457.85	2655.00	2234.00	2358.00	2734.00
ENSG00000136940.9	2752.95	332.00	269.00	334.00	352.00
ENSG00000136942.10	455.52	3647.00	3307.00	3837.00	3391.99
ENSG00000136943.6	1459.21	232.00	163.00	106.00	123.00
ENSG00000136944.13	2673.40	0.00	0.00	0.00	2.00
ENSG00000136950.9	1430.78	252.00	201.00	229.00	267.00
ENSG00000136960.8	2556.86	67.00	66.00	92.00	117.00
ENSG00000136982.5	2314.00	124.00	108.00	65.00	91.00
ENSG00000136986.5	2216.00	681.00	598.00	851.00	995.00
ENSG00000136997.10	2246.81	2331.00	2038.00	2018.00	1861.00
ENSG00000136999.4	2522.00	0.00	0.00	1.00	2.00
ENSG00000137033.7	2641.00	0.00	0.00	0.00	1.00
ENSG00000137038.7	1068.56	294.00	306.00	317.00	288.00
ENSG00000137040.8	4302.05	526.00	415.00	602.00	754.00
ENSG00000137054.11	1868.00	311.00	259.00	343.00	353.00
ENSG00000137055.10	2285.43	348.00	278.00	352.00	396.00
ENSG00000137070.13	1750.68	72.00	57.00	70.87	67.40
ENSG00000137073.16	3519.60	1021.00	859.00	969.00	973.00
ENSG00000137074.14	1339.37	454.00	304.00	361.00	442.00
ENSG00000137075.13	4624.06	722.00	661.00	870.00	1044.00
ENSG00000137076.14	7502.68	3003.00	2774.00	3240.00	3098.00
ENSG00000137078.4	1231.00	44.00	54.00	45.00	46.00
ENSG00000137094.10	2367.76	100.00	79.00	95.00	90.00
ENSG00000137098.9	1028.42	2.00	3.00	3.00	3.00
ENSG00000137100.11	887.83	144.00	135.00	139.00	118.00
ENSG00000137101.8	804.25	2.00	5.00	7.00	3.00
ENSG00000137103.12	1603.13	73.00	91.00	67.00	48.00
ENSG00000137106.13	1281.14	759.65	718.95	723.00	619.33
ENSG00000137124.6	3066.00	1685.00	1404.00	2057.00	2093.00
ENSG00000137133.6	679.25	171.00	142.00	158.00	144.00
ENSG00000137135.13	2114.11	275.00	213.00	123.00	146.00
ENSG00000137142.4	1093.00	1.00	2.00	3.00	8.00
ENSG00000137145.16	5887.37	1055.00	869.00	1093.00	1392.00
ENSG00000137154.8	1191.62	21692.00	19151.00	19943.00	22371.00
ENSG00000137161.12	1698.13	947.00	827.00	802.00	732.00
ENSG00000137166.10	4304.93	1277.00	1453.00	1352.00	1079.00
ENSG00000137168.7	1739.00	1167.00	962.00	1066.00	1118.00
ENSG00000137171.10	1617.76	925.00	845.00	700.00	662.00
ENSG00000137177.14	4738.21	1258.00	1053.00	1316.00	1608.00
ENSG00000137185.7	1637.32	222.00	200.00	274.00	300.00
ENSG00000137193.9	2038.04	1647.00	1522.00	1947.00	2151.00
ENSG00000137198.5	1515.00	0.00	0.00	1.00	1.00
ENSG00000137200.8	3538.79	1358.00	1158.00	937.00	978.00
ENSG00000137204.10	1522.55	182.00	198.00	109.00	107.00
ENSG00000137207.7	1447.71	1310.00	1250.00	1605.00	1407.00
ENSG00000137210.9	910.65	741.00	542.00	662.00	764.00
ENSG00000137216.14	2796.80	973.00	989.00	1223.00	1129.00
ENSG00000137218.6	2037.44	65.00	79.00	59.00	56.00
ENSG00000137221.10	2271.76	621.00	645.00	720.00	641.00
ENSG00000137225.8	2728.00	2.00	2.00	4.00	3.00
ENSG00000137251.11	959.50	0.00	1.00	2.00	0.00
ENSG00000137259.2	477.00	0.00	1.00	0.00	0.00
ENSG00000137261.9	3563.00	3.00	1.00	3.00	1.00
ENSG00000137265.10	1702.80	2.00	1.00	0.00	0.00
ENSG00000137266.10	6197.92	1147.00	1147.00	1486.00	1401.00
ENSG00000137267.5	1572.72	530.07	502.05	807.03	630.61
ENSG00000137269.10	3031.16	477.00	425.00	541.00	592.00
ENSG00000137270.10	2765.00	3.00	1.00	3.00	1.00
ENSG00000137273.3	2187.00	0.00	0.00	0.00	1.00
ENSG00000137274.8	1718.28	524.00	469.00	549.00	582.00
ENSG00000137275.9	3964.91	412.00	340.00	528.00	524.00
ENSG00000137285.9	2014.88	485.61	496.75	990.50	865.95
ENSG00000137288.5	622.59	434.00	339.00	360.03	349.00
ENSG00000137309.15	1858.20	2977.86	2841.00	2242.00	1672.00
ENSG00000137310.7	3187.23	294.00	245.00	140.00	176.00
ENSG00000137312.10	1322.29	1837.00	1811.00	1868.00	1692.00
ENSG00000137331.11	1246.92	887.03	1114.00	1467.00	1502.00
ENSG00000137337.10	5062.86	1608.00	1410.00	1354.00	1369.00
ENSG00000137338.4	3108.56	122.00	105.00	160.00	188.00
ENSG00000137343.13	1811.17	414.00	428.00	370.00	335.00
ENSG00000137364.4	3181.00	480.00	367.00	586.00	710.00
ENSG00000137393.8	5036.00	151.00	123.00	150.00	215.00
ENSG00000137404.10	1224.78	320.00	275.00	135.00	155.00
ENSG00000137409.14	1937.77	1731.00	1510.00	1988.00	1864.00
ENSG00000137411.12	2269.31	1261.38	1193.04	1185.00	957.00
ENSG00000137413.11	4530.21	497.00	422.00	507.00	560.00
ENSG00000137414.5	4677.00	1331.00	1064.00	1777.00	2093.00
ENSG00000137434.7	493.00	0.00	1.00	1.00	2.00
ENSG00000137441.7	807.00	0.00	3.00	0.00	0.00
ENSG00000137449.11	4300.07	94.00	79.00	190.00	244.00
ENSG00000137460.4	6480.00	19.00	10.00	33.00	42.00
ENSG00000137462.6	4200.00	17.00	19.00	15.00	28.00
ENSG00000137463.4	1339.00	1.00	0.00	0.00	2.00
ENSG00000137474.15	4436.28	471.00	486.00	654.00	592.00
ENSG00000137478.10	3280.97	1048.00	889.00	1284.00	1497.00
ENSG00000137486.12	2594.76	660.00	540.00	810.00	787.00
ENSG00000137491.10	3194.68	839.00	844.00	1000.00	957.00
ENSG00000137492.3	2932.45	833.84	654.85	760.00	912.00
ENSG00000137494.9	3724.89	88.49	47.58	113.57	122.91
ENSG00000137496.13	2984.59	183.00	178.00	162.00	157.00
ENSG00000137497.13	2983.16	2782.00	2757.00	2378.00	2152.00
ENSG00000137500.5	1288.87	315.00	275.00	485.00	580.00
ENSG00000137501.12	2752.96	28.00	19.00	25.00	18.00
ENSG00000137502.5	2843.50	215.00	193.00	411.00	525.00
ENSG00000137504.9	3472.19	1114.00	1021.00	1129.00	1431.00
ENSG00000137509.6	2238.66	1614.00	1263.00	1858.00	2327.00
ENSG00000137513.5	1756.80	614.00	523.00	571.00	771.00
ENSG00000137522.13	1302.54	432.00	325.00	401.00	475.00
ENSG00000137547.4	1108.77	524.00	446.00	558.00	648.00
ENSG00000137558.3	4072.50	0.00	0.00	2.00	0.00
ENSG00000137561.4	2338.00	7.00	4.00	7.00	3.00
ENSG00000137563.7	1536.11	1050.00	800.00	752.00	863.00
ENSG00000137571.6	8339.24	12.00	6.00	3.00	6.00
ENSG00000137574.6	3459.49	313.00	248.00	268.00	353.00
ENSG00000137575.7	2118.70	1169.00	891.00	1626.00	1979.00
ENSG00000137601.11	5435.44	222.00	168.00	284.00	364.00
ENSG00000137628.12	3887.81	4.00	5.00	2.00	9.00
ENSG00000137642.8	9996.89	6220.00	6045.00	7145.00	9084.00
ENSG00000137648.12	725.00	0.00	1.00	3.00	3.00
ENSG00000137656.7	2149.12	374.00	309.00	330.00	301.00
ENSG00000137672.8	2648.00	0.00	0.00	0.00	3.00
ENSG00000137673.4	1069.00	2.00	2.00	4.00	1.00
ENSG00000137674.3	875.07	1.00	2.00	1.00	4.00
ENSG00000137692.7	1222.53	290.00	243.00	282.00	354.00
ENSG00000137693.9	4595.82	3556.00	2778.00	3404.00	4094.00
ENSG00000137699.12	1262.71	32.00	28.00	53.00	64.00
ENSG00000137700.12	1631.91	1050.00	927.00	902.00	915.00
ENSG00000137709.5	1866.57	0.00	0.00	0.00	0.00
ENSG00000137710.10	3728.00	1539.00	1149.00	1364.00	1660.00
ENSG00000137713.11	3840.30	938.00	851.00	1117.00	1363.00
ENSG00000137714.2	3206.00	156.00	135.00	180.00	244.00
ENSG00000137720.3	681.48	144.00	120.00	98.00	127.00
ENSG00000137731.9	568.09	263.00	209.79	375.00	339.00
ENSG00000137745.7	2093.00	0.00	0.00	0.00	0.00
ENSG00000137752.18	1312.70	11.00	15.00	15.00	16.00
ENSG00000137757.6	1090.00	0.00	0.00	0.00	0.00
ENSG00000137760.10	3434.16	177.00	145.00	203.00	263.00
ENSG00000137764.15	1848.55	191.00	181.00	189.00	206.00
ENSG00000137766.12	3990.43	2.00	0.00	1.00	0.00
ENSG00000137767.9	1758.89	215.00	219.00	429.00	471.00
ENSG00000137770.9	3518.88	809.00	671.00	776.00	953.00
ENSG00000137776.12	2879.73	1333.00	1121.00	1515.00	1686.00
ENSG00000137801.9	6347.29	1763.10	1479.00	1789.00	1823.00
ENSG00000137802.9	4372.50	285.00	226.00	358.00	295.00
ENSG00000137804.8	1382.33	1436.00	1047.00	476.00	562.00
ENSG00000137806.4	1077.87	98.00	79.00	92.00	92.00
ENSG00000137807.9	2694.73	588.00	464.00	259.00	301.00
ENSG00000137812.15	2059.79	728.00	502.00	437.00	579.00
ENSG00000137814.5	2595.47	370.00	231.00	331.00	403.00
ENSG00000137815.10	4425.01	1064.00	885.00	757.00	834.00
ENSG00000137817.12	1428.30	14.00	11.29	18.00	20.00
ENSG00000137818.7	862.40	4388.00	6184.00	3984.00	2936.00
ENSG00000137819.9	4794.88	48.00	38.00	114.00	123.00
ENSG00000137821.7	1701.93	30.00	21.00	13.00	19.00
ENSG00000137822.8	3482.77	490.00	397.00	436.00	479.00
ENSG00000137824.11	2173.94	350.00	354.00	358.00	405.00
ENSG00000137825.6	1239.24	86.00	136.00	80.00	40.00
ENSG00000137831.10	3852.31	758.00	633.00	1060.00	1286.00
ENSG00000137834.10	1558.82	46.00	28.00	28.00	26.00
ENSG00000137841.7	977.31	0.00	0.00	9.00	5.00
ENSG00000137842.2	2108.76	310.00	240.00	444.00	513.00
ENSG00000137843.7	1146.00	1.00	1.01	1.01	1.00
ENSG00000137845.10	4165.24	3452.00	2862.00	4329.00	5536.00
ENSG00000137857.13	4539.00	0.00	0.00	0.00	1.01
ENSG00000137860.7	1345.25	0.00	1.00	1.00	0.00
ENSG00000137868.14	1955.67	63.00	63.00	123.00	118.00
ENSG00000137869.9	1526.19	271.00	289.00	369.00	483.00
ENSG00000137871.15	3706.16	312.00	216.00	373.00	470.00
ENSG00000137875.4	1037.00	0.00	0.00	0.00	0.00
ENSG00000137876.5	1993.69	1004.00	760.00	1206.00	1566.00
ENSG00000137877.8	1629.70	3.00	6.00	10.00	4.00
ENSG00000137878.12	2500.00	1.22	0.00	4.83	1.08
ENSG00000137880.4	775.40	137.00	130.00	93.00	71.00
ENSG00000137936.12	2278.77	98.00	81.00	152.00	158.00
ENSG00000137941.12	3478.08	7.00	4.00	40.00	43.00
ENSG00000137942.12	4601.11	1274.00	1059.00	2048.00	2634.00
ENSG00000137944.12	1768.27	404.87	283.28	352.40	404.28
ENSG00000137947.7	1351.00	432.01	351.00	496.00	580.00
ENSG00000137955.11	1189.76	2104.00	1725.00	1941.00	2399.00
ENSG00000137959.11	1463.13	1.00	1.00	1.00	2.00
ENSG00000137960.5	3847.00	555.00	437.00	575.00	713.00
ENSG00000137962.8	6087.56	1031.00	835.00	1393.00	1761.00
ENSG00000137965.6	1066.00	0.00	0.00	1.00	1.00
ENSG00000137968.12	4104.38	498.00	420.00	634.00	784.00
ENSG00000137970.7	747.00	138.28	141.59	166.13	162.50
ENSG00000137992.10	5899.27	367.00	284.00	385.00	565.00
ENSG00000137996.8	1777.57	346.00	257.00	463.00	538.00
ENSG00000138002.10	2081.40	624.00	608.00	638.00	680.00
ENSG00000138018.13	8101.00	2469.00	1925.49	2958.00	3528.00
ENSG00000138028.10	1614.18	307.00	295.00	292.00	279.00
ENSG00000138029.9	2009.49	2304.00	1820.69	1993.00	2541.00
ENSG00000138030.8	1552.81	824.00	753.00	763.00	656.00
ENSG00000138031.10	1484.73	4.00	4.00	6.00	5.00
ENSG00000138032.16	2694.15	836.00	663.00	723.00	866.00
ENSG00000138035.10	3187.53	956.00	724.00	949.00	1126.00
ENSG00000138036.14	1324.08	317.00	261.00	346.00	404.00
ENSG00000138041.11	4540.39	2107.00	1733.00	2387.00	3090.00
ENSG00000138050.10	1871.72	245.00	191.00	222.00	267.00
ENSG00000138061.7	1581.71	1.00	1.00	0.00	0.00
ENSG00000138069.12	1790.63	3349.00	2707.00	3618.00	4311.00
ENSG00000138071.9	3686.63	5506.97	4164.21	6616.99	8384.97
ENSG00000138073.9	1750.80	1418.00	1298.00	1008.00	909.00
ENSG00000138074.10	2048.03	2554.00	2326.00	2181.00	2133.00
ENSG00000138075.7	2765.10	544.00	507.00	566.00	594.00
ENSG00000138078.11	4290.20	953.00	832.00	1340.00	1615.00
ENSG00000138079.9	574.00	1.00	1.00	3.00	2.00
ENSG00000138080.9	3938.00	236.00	345.00	304.00	237.00
ENSG00000138081.15	3014.97	1335.00	1085.00	1592.00	1826.00
ENSG00000138085.12	971.27	1369.00	1314.00	1237.00	1292.00
ENSG00000138092.6	2885.47	787.00	708.00	400.00	416.00
ENSG00000138095.14	5458.35	8270.00	6394.00	6947.00	8780.00
ENSG00000138100.9	1373.64	1.00	2.00	3.00	5.00
ENSG00000138101.14	1575.36	159.00	193.00	192.00	168.00
ENSG00000138107.7	2435.54	1124.00	1009.00	1310.00	1281.00
ENSG00000138109.9	1373.00	0.00	0.00	0.00	0.00
ENSG00000138111.10	1650.24	63.00	74.00	62.00	49.00
ENSG00000138115.9	1923.00	3.00	2.00	7.00	4.00
ENSG00000138119.12	4359.94	22.00	14.00	40.00	49.00
ENSG00000138131.3	3653.00	429.00	429.00	882.00	896.00
ENSG00000138134.7	2246.58	16.00	20.00	31.00	37.00
ENSG00000138138.9	2397.92	854.00	730.00	973.00	1190.00
ENSG00000138152.7	908.08	52.00	50.00	55.00	65.00
ENSG00000138160.4	4858.00	1331.00	948.00	524.00	667.00
ENSG00000138161.8	2018.68	8.21	7.45	8.00	9.00
ENSG00000138162.13	3444.69	830.00	715.00	866.00	795.00
ENSG00000138166.5	2557.00	58.00	52.00	218.00	244.00
ENSG00000138172.6	1843.00	0.00	1.00	3.00	2.00
ENSG00000138175.8	3844.00	270.00	204.00	358.00	428.00
ENSG00000138180.11	2638.00	258.00	167.00	101.00	127.00
ENSG00000138182.10	6074.83	900.00	643.00	413.00	526.00
ENSG00000138185.12	5581.58	3.00	3.00	10.00	17.00
ENSG00000138190.12	3488.35	333.00	294.00	373.00	484.00
ENSG00000138193.10	6514.00	5.00	3.00	8.00	5.00
ENSG00000138207.8	882.64	6282.00	6212.00	5808.00	5461.00
ENSG00000138231.8	2543.12	200.00	174.00	195.00	210.00
ENSG00000138246.11	7216.17	1045.00	784.00	988.00	1235.00
ENSG00000138271.4	1608.00	0.00	0.00	0.00	0.00
ENSG00000138279.11	1650.59	1053.00	822.00	1227.00	1411.00
ENSG00000138286.10	2175.75	190.00	158.00	224.00	242.00
ENSG00000138293.15	3246.61	10753.00	8786.00	11358.00	13795.00
ENSG00000138294.9	610.33	0.00	2.00	0.00	0.00
ENSG00000138297.9	1163.80	762.68	627.19	823.26	886.17
ENSG00000138303.13	1514.16	443.00	342.00	436.00	500.00
ENSG00000138308.5	1128.00	116.00	107.00	105.00	122.00
ENSG00000138315.8	2365.00	0.00	0.00	0.00	1.00
ENSG00000138316.6	5260.00	9.00	17.00	4.00	3.00
ENSG00000138326.14	483.57	16625.66	13743.89	16794.79	18807.88
ENSG00000138336.8	9288.00	883.00	852.00	703.00	926.00
ENSG00000138346.10	3669.39	297.00	240.00	146.00	183.00
ENSG00000138347.11	4596.00	0.00	1.00	1.00	1.00
ENSG00000138356.9	4865.76	770.00	648.00	902.00	1160.00
ENSG00000138363.10	1533.43	3232.00	2552.00	2843.00	3139.00
ENSG00000138375.8	2395.08	488.00	383.00	409.00	484.00
ENSG00000138376.6	3534.53	254.00	196.00	168.00	216.00
ENSG00000138378.13	1806.25	10.00	6.00	7.00	8.00
ENSG00000138379.4	2822.00	2.00	0.00	5.00	3.00
ENSG00000138380.13	3926.65	135.00	103.00	118.00	177.00
ENSG00000138381.5	2020.50	1029.00	791.00	987.00	1222.00
ENSG00000138382.9	842.33	455.00	384.00	470.00	595.00
ENSG00000138385.11	1499.16	3004.00	2176.00	3401.00	3865.00
ENSG00000138386.12	2982.20	928.00	804.00	810.00	1072.00
ENSG00000138398.11	2782.12	2249.00	1709.00	1872.00	2208.00
ENSG00000138399.13	1821.67	457.00	397.00	596.00	671.00
ENSG00000138400.8	2067.84	9.00	5.00	12.00	13.00
ENSG00000138411.6	11809.00	1.00	2.00	4.00	3.00
ENSG00000138413.9	2321.81	10461.00	8349.00	9829.00	11510.00
ENSG00000138430.11	1364.84	2646.00	2116.00	2702.99	3275.00
ENSG00000138433.11	1871.23	641.00	469.00	767.00	890.00
ENSG00000138434.12	4271.29	2115.00	1721.00	2673.00	3150.00
ENSG00000138435.10	1678.50	0.00	0.00	2.00	0.00
ENSG00000138439.10	5763.01	853.00	699.00	879.00	1124.00
ENSG00000138442.5	2032.42	1412.00	1153.00	1265.00	1497.00
ENSG00000138443.11	3001.45	1544.00	1331.00	1732.00	2079.00
ENSG00000138448.7	6473.35	3109.00	2457.00	5043.00	6156.00
ENSG00000138449.6	3339.83	1112.00	951.00	1888.00	2029.00
ENSG00000138459.4	2214.98	289.00	231.00	319.00	325.00
ENSG00000138463.8	2552.77	198.00	150.00	234.00	331.00
ENSG00000138468.11	3400.65	424.00	347.00	559.00	767.00
ENSG00000138495.2	671.17	202.49	174.00	199.00	184.00
ENSG00000138496.12	3644.88	180.00	143.00	241.00	271.00
ENSG00000138587.5	2023.00	44.00	34.00	25.00	43.00
ENSG00000138592.9	4082.05	1143.00	925.00	1372.00	1562.00
ENSG00000138593.4	6808.39	840.00	617.00	1022.00	1287.00
