symbol	length	Control_D0	Control_D1	AKAP8L_D0	AKAP8L_D1
ENSG00000134313.10	6213.51	1720.00	1620.00	2625.00	2277.00
ENSG00000134317.13	3446.30	393.00	451.00	367.00	370.00
ENSG00000134318.9	7494.76	8336.00	7743.00	8904.00	8038.00
ENSG00000134321.7	921.15	0.00	2.00	3.00	4.00
ENSG00000134323.10	2602.00	0.00	0.00	0.00	0.00
ENSG00000134324.7	3705.79	726.00	752.00	1148.00	1105.00
ENSG00000134326.7	922.24	6.00	5.00	13.00	15.00
ENSG00000134330.14	989.22	239.00	225.00	230.00	246.00
ENSG00000134333.9	1324.25	48516.28	49580.20	43744.92	42927.42
ENSG00000134339.4	692.17	0.00	0.00	0.00	0.00
ENSG00000134343.8	6642.00	24.00	13.00	51.00	56.00
ENSG00000134352.15	6420.85	5191.00	5014.00	8714.00	7496.00
ENSG00000134363.7	2066.38	3348.00	3439.00	1856.00	1736.00
ENSG00000134369.11	2296.74	5.00	5.00	3.00	5.00
ENSG00000134371.9	4731.74	798.00	736.00	843.00	753.00
ENSG00000134375.6	1553.39	797.00	817.00	846.00	737.00
ENSG00000134389.8	2819.50	0.00	0.00	1.00	0.00
ENSG00000134398.8	2401.61	67.00	74.00	105.00	120.00
ENSG00000134419.11	537.72	15155.26	17067.14	13040.49	12309.00
ENSG00000134440.7	2022.62	3050.00	2918.00	3590.00	3125.00
ENSG00000134444.9	4356.85	609.00	605.00	763.00	619.00
ENSG00000134452.15	2555.34	1150.00	1159.00	1345.00	1300.00
ENSG00000134453.11	1172.29	1370.00	1365.00	1490.00	1234.00
ENSG00000134461.11	1722.38	165.51	114.82	158.82	149.76
ENSG00000134463.10	1079.60	0.00	1.00	1.00	0.00
ENSG00000134470.15	1059.45	4.00	3.00	14.00	11.00
ENSG00000134480.9	1161.78	440.00	422.00	565.00	480.00
ENSG00000134490.9	2001.97	93.00	83.00	141.00	134.00
ENSG00000134504.8	2459.02	103.00	112.00	155.00	141.00
ENSG00000134508.8	3041.03	539.00	529.00	658.00	678.00
ENSG00000134531.5	884.25	4.00	6.00	2.00	3.00
ENSG00000134532.11	4576.70	502.00	455.00	577.00	508.00
ENSG00000134538.2	2229.00	1.00	0.00	8.00	3.00
ENSG00000134548.5	1683.00	0.00	0.00	7.00	5.00
ENSG00000134551.8	657.00	2.22	1.02	2.40	0.00
ENSG00000134569.5	5101.21	654.00	667.00	904.00	945.00
ENSG00000134571.6	4214.11	0.00	1.00	1.00	1.00
ENSG00000134574.7	1835.52	1087.00	1174.00	1626.00	1580.00
ENSG00000134575.5	2057.92	378.00	407.00	748.00	675.00
ENSG00000134590.9	1236.00	346.00	367.00	666.00	689.00
ENSG00000134594.4	1258.00	1.00	2.00	0.00	4.00
ENSG00000134597.9	1472.83	276.00	224.00	277.00	249.00
ENSG00000134602.11	3221.14	1063.00	1038.00	1215.00	966.00
ENSG00000134612.7	1886.00	1.00	0.00	0.00	1.00
ENSG00000134627.7	1901.00	0.00	0.00	0.00	1.00
ENSG00000134644.11	4551.78	3391.00	3613.00	3336.00	3471.00
ENSG00000134668.8	477.00	4.00	5.00	6.00	1.00
ENSG00000134684.6	2446.10	1186.00	1176.00	999.00	939.00
ENSG00000134686.12	2258.75	2144.00	2229.00	2402.00	2467.00
ENSG00000134690.6	2417.07	870.00	825.00	312.00	372.00
ENSG00000134697.8	1727.61	790.00	820.00	982.00	917.00
ENSG00000134698.10	3406.39	780.00	735.00	1176.00	1069.00
ENSG00000134709.6	5303.01	1263.00	1271.00	1319.00	1154.00
ENSG00000134716.5	1907.19	149.00	137.00	198.00	208.00
ENSG00000134717.13	1483.74	1245.91	1219.10	1611.74	1494.96
ENSG00000134744.9	2758.96	2077.00	1923.00	2637.00	2412.00
ENSG00000134748.12	2029.29	856.00	803.00	944.00	845.00
ENSG00000134755.10	5002.84	949.00	1003.00	2422.00	2012.00
ENSG00000134758.9	2222.39	373.00	381.00	442.00	355.00
ENSG00000134759.9	1729.57	1447.00	1433.00	1517.00	1454.00
ENSG00000134760.5	3451.00	3.00	3.00	3.00	0.00
ENSG00000134762.12	6939.00	13.00	11.00	73.00	55.00
ENSG00000134765.5	4225.00	1.00	0.00	1.00	1.00
ENSG00000134769.17	2853.67	631.00	639.00	1888.00	1757.00
ENSG00000134775.11	4154.00	0.00	0.00	1.00	1.00
ENSG00000134779.10	1268.76	908.00	969.00	793.00	858.00
ENSG00000134780.5	5757.00	235.00	244.00	476.00	481.00
ENSG00000134802.13	2182.34	19.00	31.00	29.07	30.46
ENSG00000134809.4	660.95	203.00	221.00	252.00	265.00
ENSG00000134815.14	3595.60	475.00	444.00	535.00	517.00
ENSG00000134824.9	2582.24	4902.00	5325.00	5830.00	5856.00
ENSG00000134825.9	539.27	535.00	627.00	577.00	611.00
ENSG00000134827.3	684.00	0.00	0.00	4.00	1.00
ENSG00000134830.3	1287.00	4.00	0.00	3.00	2.00
ENSG00000134851.8	1686.88	868.00	832.00	1299.00	1116.00
ENSG00000134852.10	6539.06	691.00	593.00	732.00	640.00
ENSG00000134853.7	2417.00	1.00	0.00	1.00	3.00
ENSG00000134864.6	1112.31	15.00	16.00	29.00	26.00
ENSG00000134871.13	2134.48	5.00	7.00	10.00	14.00
ENSG00000134874.13	3132.29	950.00	877.00	934.00	833.00
ENSG00000134882.11	1608.51	1030.00	1076.00	1372.00	1308.00
ENSG00000134884.9	1435.65	1684.00	1604.00	1846.00	1804.00
ENSG00000134897.9	2425.52	500.29	465.18	419.55	357.53
ENSG00000134899.13	2051.49	541.47	518.44	873.93	692.52
ENSG00000134900.7	3379.98	1230.00	1092.00	1315.00	1309.00
ENSG00000134901.8	2060.37	440.00	439.00	309.00	285.00
ENSG00000134905.12	1778.69	550.00	582.00	532.00	608.00
ENSG00000134909.14	8520.49	601.00	644.00	816.00	745.00
ENSG00000134910.8	2077.83	5356.00	5383.00	4241.00	4277.00
ENSG00000134954.10	3889.39	73.00	51.00	89.00	91.00
ENSG00000134955.7	2986.94	218.48	209.03	47.19	49.34
ENSG00000134962.6	6082.00	2561.00	2565.00	3162.00	2630.00
ENSG00000134970.13	3668.83	2827.93	2669.94	2693.67	2400.74
ENSG00000134982.12	8611.60	690.00	656.00	949.00	780.00
ENSG00000134986.9	1730.98	1957.00	2136.00	3168.00	3077.00
ENSG00000134987.7	5249.58	1027.00	1032.00	1168.00	1092.00
ENSG00000134996.11	1319.00	371.00	354.00	342.00	367.00
ENSG00000135002.7	2441.11	418.00	396.00	560.00	488.00
ENSG00000135018.9	3766.49	2532.00	2463.00	3219.00	2860.00
ENSG00000135040.11	2594.93	560.00	520.00	680.00	615.00
ENSG00000135045.6	2327.00	273.00	244.00	250.00	245.00
ENSG00000135046.9	846.59	0.00	1.00	4.00	4.00
ENSG00000135047.10	1409.00	1147.00	1153.00	1225.00	1169.00
ENSG00000135048.9	4246.96	5443.00	5279.00	13301.00	11412.00
ENSG00000135049.11	3948.94	668.00	628.00	784.00	715.00
ENSG00000135052.12	2880.03	43.00	36.00	220.00	172.00
ENSG00000135063.13	2051.00	0.00	0.00	0.00	2.00
ENSG00000135069.9	2154.11	2890.00	3028.00	2785.00	2646.00
ENSG00000135070.9	1819.29	665.00	639.00	955.73	855.00
ENSG00000135074.11	5340.71	36.00	51.00	80.00	72.00
ENSG00000135077.4	2907.00	7.00	11.00	6.00	10.00
ENSG00000135083.10	2729.91	90.00	107.00	160.00	113.00
ENSG00000135090.9	3615.00	461.00	427.00	586.00	568.00
ENSG00000135093.8	3742.00	252.00	241.00	319.00	297.00
ENSG00000135097.2	1714.16	7.00	8.00	20.00	23.00
ENSG00000135100.13	3093.06	1078.00	1059.00	1153.00	1232.00
ENSG00000135108.10	4215.73	790.00	859.00	1108.00	1044.00
ENSG00000135111.10	3328.66	1960.00	1836.00	2099.00	1895.00
ENSG00000135114.8	1771.39	3.00	5.00	8.00	6.00
ENSG00000135116.5	5789.00	2.00	5.00	28.00	30.00
ENSG00000135119.10	2057.70	83.00	72.00	66.00	78.00
ENSG00000135124.10	1796.99	329.00	352.00	403.00	443.00
ENSG00000135127.7	2067.13	120.00	103.00	243.00	238.00
ENSG00000135148.7	2599.18	399.00	434.00	563.00	589.00
ENSG00000135164.14	2370.03	1289.00	1257.00	1508.00	1402.00
ENSG00000135185.7	1125.25	242.00	248.00	205.00	178.00
ENSG00000135205.10	1750.03	131.84	127.00	85.00	96.00
ENSG00000135211.5	1023.00	230.00	197.00	319.00	247.00
ENSG00000135213.8	4244.39	2300.55	2398.13	2365.64	2453.52
ENSG00000135218.13	1949.90	72.00	88.00	315.00	276.00
ENSG00000135220.6	2941.64	2185.00	1969.00	4190.00	3717.00
ENSG00000135222.6	1066.00	0.00	1.00	2.00	0.00
ENSG00000135226.12	1833.00	0.00	1.00	5.00	3.01
ENSG00000135241.12	3238.65	366.00	377.00	594.16	492.00
ENSG00000135245.9	1133.89	318.71	396.48	290.87	272.22
ENSG00000135248.11	1139.62	0.00	0.00	0.00	0.00
ENSG00000135249.3	2850.14	316.00	351.00	313.00	309.00
ENSG00000135250.12	2871.19	543.00	511.00	802.00	768.00
ENSG00000135253.9	3128.27	28.00	25.00	69.00	77.00
ENSG00000135269.13	2670.91	401.00	422.00	776.00	679.00
ENSG00000135272.5	1441.49	0.00	5.00	4.00	3.00
ENSG00000135297.11	2310.22	411.00	484.00	550.00	485.00
ENSG00000135299.12	1443.81	4.00	6.00	24.00	26.00
ENSG00000135315.7	3372.43	168.00	128.00	228.00	193.00
ENSG00000135316.13	3201.87	3248.74	3193.11	3371.25	2903.85
ENSG00000135317.8	1740.66	1534.38	1519.00	2427.04	2128.59
ENSG00000135318.7	3122.57	801.00	775.00	2004.00	1829.00
ENSG00000135324.5	2153.00	13.00	15.00	9.00	12.00
ENSG00000135334.8	1453.05	661.00	669.00	854.00	798.00
ENSG00000135336.10	2256.28	566.00	531.00	506.00	472.00
ENSG00000135338.9	4561.39	116.00	118.00	117.00	132.00
ENSG00000135341.13	4270.57	1097.00	1056.00	1271.00	1193.00
ENSG00000135362.9	1135.33	1.00	1.00	2.00	0.00
ENSG00000135363.7	1519.00	0.00	0.00	0.00	2.00
ENSG00000135365.11	3002.57	1093.00	1149.00	1564.00	1627.00
ENSG00000135372.4	3528.74	1379.00	1516.00	1119.00	1081.00
ENSG00000135373.8	3150.00	3.00	0.00	0.00	3.00
ENSG00000135374.5	2321.81	8.00	11.00	11.00	12.00
ENSG00000135378.3	5530.00	33.00	25.00	35.00	33.00
ENSG00000135387.15	3851.95	4923.00	4943.00	6216.00	5762.00
ENSG00000135390.13	671.53	1437.00	1623.00	1894.00	1988.00
ENSG00000135392.11	3024.70	530.00	510.74	799.00	751.86
ENSG00000135404.7	860.94	2044.00	2153.00	3588.00	3266.00
ENSG00000135406.9	865.00	0.00	1.00	4.00	3.00
ENSG00000135407.6	2480.63	12.00	13.00	14.00	19.00
ENSG00000135409.6	1222.64	8.00	14.00	26.00	9.00
ENSG00000135414.5	2363.06	75.00	84.00	84.00	95.00
ENSG00000135423.8	2216.30	159.00	164.00	369.00	329.00
ENSG00000135424.11	1550.59	48.00	49.00	38.00	35.00
ENSG00000135436.4	2944.00	3.00	4.00	3.00	4.00
ENSG00000135437.5	770.10	32.61	27.14	46.51	37.13
ENSG00000135439.7	3911.02	34.00	38.65	61.00	40.00
ENSG00000135441.3	591.51	228.50	251.26	321.13	361.78
ENSG00000135446.12	1019.90	1373.00	1630.00	2030.00	1891.00
ENSG00000135447.12	547.00	3.00	0.00	4.00	1.00
ENSG00000135451.8	1529.23	577.00	563.00	429.00	417.00
ENSG00000135452.5	1467.80	302.00	248.00	235.00	220.00
ENSG00000135454.9	3798.18	257.00	254.00	289.00	357.00
ENSG00000135457.5	3036.67	462.00	428.00	684.00	585.00
ENSG00000135469.9	1283.08	207.00	227.00	301.00	308.00
ENSG00000135472.4	4654.00	2.00	3.00	2.00	3.00
ENSG00000135473.10	2200.95	1440.00	1533.00	1135.00	1156.00
ENSG00000135476.7	4009.21	797.00	733.00	714.00	661.00
ENSG00000135480.10	700.21	2.00	3.00	11.00	10.00
ENSG00000135482.2	1992.56	58.00	56.00	62.00	64.00
ENSG00000135486.13	1492.03	30395.08	29888.99	24047.21	23136.68
ENSG00000135502.12	1588.73	49.00	40.00	48.00	46.00
ENSG00000135503.8	4163.35	665.00	623.00	637.00	606.00
ENSG00000135506.11	2374.83	4968.00	5007.00	5330.00	5243.00
ENSG00000135517.6	995.00	1.00	0.00	0.00	1.00
ENSG00000135519.6	2312.39	2.00	4.00	10.00	13.00
ENSG00000135521.8	1847.00	801.00	760.00	1277.00	1084.00
ENSG00000135525.14	4152.00	1.00	1.00	33.00	19.00
ENSG00000135535.10	2771.94	5861.00	5775.00	6226.00	5690.00
ENSG00000135537.12	2462.34	115.00	120.00	97.00	84.00
ENSG00000135540.7	6106.37	1505.00	1569.00	1715.00	1633.00
ENSG00000135541.16	2573.22	283.00	287.00	280.00	249.00
ENSG00000135547.4	2569.50	0.00	0.00	3.00	0.00
ENSG00000135549.10	1186.01	42.00	32.00	66.00	48.00
ENSG00000135587.4	1166.28	60.00	69.00	89.00	112.00
ENSG00000135596.13	2594.31	684.00	729.61	1298.54	1282.84
ENSG00000135597.14	2243.46	625.00	726.00	797.00	797.00
ENSG00000135604.9	1926.00	1.00	1.00	2.00	2.00
ENSG00000135605.8	3687.00	7.00	7.00	15.00	15.00
ENSG00000135617.3	1083.00	151.00	128.00	97.00	121.00
ENSG00000135622.8	3664.65	504.00	466.00	792.00	742.00
ENSG00000135624.11	1532.43	6611.00	7062.00	8172.00	7536.00
ENSG00000135625.6	2372.00	0.00	0.00	1.00	4.00
ENSG00000135631.11	3342.92	1083.00	1155.00	1404.00	1479.00
ENSG00000135632.7	2138.91	1351.00	1420.00	1566.00	1608.00
ENSG00000135636.9	4056.19	26.00	56.00	97.00	117.00
ENSG00000135637.9	1743.06	235.00	218.00	219.98	213.00
ENSG00000135638.9	1375.79	12.00	10.00	22.00	34.00
ENSG00000135643.4	4731.00	30.00	28.00	51.00	40.00
ENSG00000135655.9	2324.01	525.00	474.00	774.00	655.00
ENSG00000135677.6	4828.24	3021.00	3108.00	2604.00	2520.00
ENSG00000135678.7	1300.70	3.00	1.00	6.00	3.00
ENSG00000135679.17	3259.95	4290.04	4032.78	7966.52	6841.66
ENSG00000135686.8	4305.79	1240.00	1238.00	1689.00	1533.00
ENSG00000135697.5	949.00	0.00	0.00	2.00	1.00
ENSG00000135698.5	1001.80	597.00	586.00	742.00	659.00
ENSG00000135702.10	1671.00	1.00	0.00	2.00	0.00
ENSG00000135709.8	3256.34	74.00	64.00	123.00	130.00
ENSG00000135720.8	3296.32	4806.00	4389.00	3814.00	3441.00
ENSG00000135722.4	1038.95	85.20	100.62	103.00	125.60
ENSG00000135723.9	2396.61	548.00	532.00	617.00	633.00
ENSG00000135736.5	2055.14	38.00	37.00	80.00	74.00
ENSG00000135740.12	3469.10	81.00	86.00	78.00	79.00
ENSG00000135744.7	2291.00	36791.00	39766.00	27661.00	29616.00
ENSG00000135747.7	2013.34	308.38	265.96	170.15	174.22
ENSG00000135749.14	565.42	5.00	2.00	5.00	2.00
ENSG00000135763.5	5137.58	302.00	279.00	404.00	332.00
ENSG00000135766.8	3825.59	1992.00	1943.00	2430.00	2209.00
ENSG00000135773.8	992.23	0.00	2.00	2.00	3.00
ENSG00000135775.9	2961.70	651.00	632.00	910.00	851.00
ENSG00000135776.4	3857.00	722.00	731.00	667.00	581.00
ENSG00000135778.7	1125.21	348.00	377.00	501.00	457.00
ENSG00000135801.5	2986.64	291.00	287.00	405.00	341.00
ENSG00000135821.12	1753.23	9429.00	9926.00	10131.00	9697.00
ENSG00000135823.9	4132.08	628.58	571.76	1095.39	940.12
ENSG00000135828.7	4174.68	6.00	5.00	44.00	27.00
ENSG00000135829.12	3403.99	4050.00	4039.00	4825.00	4526.00
ENSG00000135835.6	1091.88	5.00	6.00	5.00	6.00
ENSG00000135837.11	8026.66	1482.00	1402.00	1905.00	1670.00
ENSG00000135838.9	1530.00	1.00	1.00	2.00	1.00
ENSG00000135842.12	2414.60	0.00	0.00	0.00	0.00
ENSG00000135845.5	1472.62	373.00	331.00	469.00	460.00
ENSG00000135847.5	1390.31	305.00	348.00	309.00	274.00
ENSG00000135862.5	5401.78	6048.00	6235.00	8081.00	7546.00
ENSG00000135870.7	9706.95	782.00	758.00	970.00	913.00
ENSG00000135898.5	3828.00	0.00	0.00	1.00	1.00
ENSG00000135899.12	1596.10	202.00	163.00	443.00	429.00
ENSG00000135900.3	1748.00	912.00	845.00	1098.00	950.00
ENSG00000135902.5	1628.70	9.00	9.00	13.00	10.00
ENSG00000135905.14	3837.00	0.00	0.00	0.00	1.00
ENSG00000135912.6	1991.00	1768.00	1772.00	2180.00	2142.00
ENSG00000135913.6	6921.35	910.00	953.00	890.00	811.00
ENSG00000135914.5	2246.00	0.00	0.00	2.00	1.00
ENSG00000135916.11	1991.44	2551.00	2605.00	3279.00	3316.00
ENSG00000135917.9	2583.95	138.00	165.00	130.00	114.00
ENSG00000135919.8	2089.44	748.00	779.00	1596.00	1422.00
ENSG00000135924.11	1900.00	820.00	855.00	1457.00	1287.00
ENSG00000135925.4	2547.00	0.00	0.00	1.00	1.00
ENSG00000135926.8	2182.63	3984.00	4272.00	5731.00	5713.00
ENSG00000135929.4	2125.17	2144.00	2425.00	2827.00	3039.00
ENSG00000135930.9	1167.93	1187.00	1118.00	1918.00	1746.00
ENSG00000135931.13	2248.51	288.00	272.00	278.00	288.00
ENSG00000135932.6	3707.39	1039.00	916.00	1423.00	1267.00
ENSG00000135940.2	712.07	1398.00	1503.00	2028.00	1958.00
ENSG00000135945.5	2927.51	1074.00	1027.00	1110.00	1069.00
ENSG00000135951.10	1699.76	88.00	68.00	128.00	92.00
ENSG00000135953.6	2255.35	535.00	515.00	512.00	431.00
ENSG00000135956.4	3903.54	1219.00	1248.00	2118.00	1886.00
ENSG00000135960.5	4280.00	0.00	1.00	0.00	0.00
ENSG00000135966.8	5872.76	952.00	880.00	1370.00	1325.00
ENSG00000135968.15	5168.54	2146.63	1909.90	3056.39	2610.57
ENSG00000135972.4	1494.27	608.00	636.00	816.00	747.00
ENSG00000135974.5	2824.66	887.00	770.00	923.00	896.00
ENSG00000135976.12	3936.93	662.71	625.67	605.65	516.92
ENSG00000135999.7	3479.25	562.00	555.00	854.00	738.00
ENSG00000136002.12	3052.82	3.00	2.00	9.00	6.00
ENSG00000136003.11	1149.38	811.00	799.00	1388.00	1193.00
ENSG00000136010.9	7336.67	49.00	60.00	39.00	52.00
ENSG00000136014.7	1678.15	2.00	3.00	13.00	6.00
ENSG00000136021.13	4003.51	845.00	752.99	1124.00	950.00
ENSG00000136026.9	3093.00	3575.00	3641.00	1299.00	1285.00
ENSG00000136040.4	4370.87	376.00	386.00	388.00	382.00
ENSG00000136044.7	2407.53	432.00	424.00	626.00	543.00
ENSG00000136045.7	1748.66	1031.00	952.00	1080.00	1096.00
ENSG00000136048.9	3146.75	1364.00	1331.00	2077.00	1869.00
ENSG00000136051.9	4310.68	1110.00	1068.00	1495.00	1287.00
ENSG00000136052.5	2196.01	142.00	137.00	384.00	308.00
ENSG00000136059.10	922.98	19.00	23.00	33.00	32.00
ENSG00000136068.10	8480.74	15738.00	16788.00	22812.00	22394.00
ENSG00000136098.12	1796.08	1028.00	982.00	1075.00	983.00
ENSG00000136100.8	3187.87	626.00	624.00	706.00	660.00
ENSG00000136104.14	1241.26	230.00	213.00	240.00	229.00
ENSG00000136108.10	3152.62	1259.00	1102.00	1182.00	1157.00
ENSG00000136110.8	1195.00	0.00	0.00	1.00	0.00
ENSG00000136111.8	6032.99	3215.00	3047.00	3388.00	3143.00
ENSG00000136114.11	2680.00	4.33	4.22	3.24	0.00
ENSG00000136122.11	2504.54	250.00	242.00	163.00	170.00
ENSG00000136141.10	4618.39	527.00	458.00	575.00	524.00
ENSG00000136143.9	2101.43	856.00	857.00	728.00	737.00
ENSG00000136144.7	3595.81	738.00	665.00	871.00	695.00
ENSG00000136146.10	1307.92	720.00	760.00	810.00	750.00
ENSG00000136147.12	1083.62	186.00	171.00	285.00	302.00
ENSG00000136149.6	612.00	0.00	1.02	0.00	0.00
ENSG00000136152.10	3854.99	922.00	971.00	1190.00	1161.00
ENSG00000136153.15	2392.32	2977.19	2939.59	4515.58	3983.99
ENSG00000136155.12	2284.40	0.00	0.00	1.00	0.00
ENSG00000136156.8	1357.80	3863.00	3716.00	4903.00	4564.00
ENSG00000136158.6	2120.96	274.00	313.00	225.00	240.00
ENSG00000136159.3	2098.00	642.00	644.00	569.00	455.00
ENSG00000136161.8	2849.76	45.00	62.00	47.00	48.00
ENSG00000136167.9	2446.82	66.00	48.00	193.00	177.00
ENSG00000136169.12	3694.37	291.00	332.00	363.00	354.00
ENSG00000136193.12	5230.92	3298.00	3225.00	4798.00	4391.00
ENSG00000136197.8	1644.77	18.96	18.16	19.64	20.05
ENSG00000136205.12	7241.59	4328.00	4422.00	5600.00	5425.00
ENSG00000136206.3	2649.00	0.00	1.00	0.00	0.00
ENSG00000136213.7	2103.00	281.00	293.00	277.00	284.00
ENSG00000136231.9	3943.37	1914.00	1875.00	2839.00	2479.00
ENSG00000136235.11	1078.84	21.00	18.00	80.00	72.00
ENSG00000136237.14	5833.70	1560.00	1332.00	1324.00	1266.00
ENSG00000136238.13	1412.64	2610.38	2540.57	3640.55	3400.57
ENSG00000136240.5	2487.18	6419.00	6274.00	4897.00	4650.00
ENSG00000136243.12	1272.88	288.00	275.00	454.00	414.00
ENSG00000136247.10	1371.88	1124.00	1207.00	1000.00	1106.00
ENSG00000136261.10	1816.47	770.00	765.00	766.00	686.00
ENSG00000136267.9	6684.00	0.00	0.00	0.00	1.00
ENSG00000136270.9	1782.57	1213.00	1265.00	1497.00	1545.00
ENSG00000136271.6	1915.31	1021.00	1067.00	1304.00	1248.00
ENSG00000136273.7	1776.06	186.00	214.00	275.00	249.00
ENSG00000136274.8	4541.49	34.00	30.00	50.00	58.00
ENSG00000136279.14	2336.73	998.00	1026.16	1211.00	1198.57
ENSG00000136280.11	1890.19	290.00	319.00	318.00	338.00
ENSG00000136286.10	3196.25	86.00	90.00	24.00	28.00
ENSG00000136295.10	4249.57	8647.00	9169.00	8527.00	8984.00
ENSG00000136305.7	1536.09	987.00	1157.00	2182.00	2314.00
ENSG00000136319.7	2146.18	345.00	339.22	492.00	415.00
ENSG00000136367.12	5894.18	66.00	73.00	135.00	130.00
ENSG00000136371.5	822.66	281.84	308.24	444.02	410.12
ENSG00000136378.10	5334.54	24.00	25.24	59.52	73.52
ENSG00000136379.7	2263.18	142.00	142.00	211.00	179.00
ENSG00000136381.8	5648.10	2119.00	2054.00	2112.00	1880.00
ENSG00000136383.6	8425.25	23.00	18.00	243.00	203.00
ENSG00000136425.8	1431.24	28.00	27.00	24.00	22.00
ENSG00000136436.10	1632.37	1614.00	1630.00	1696.00	1595.00
ENSG00000136444.5	1978.95	601.00	671.00	782.00	748.00
ENSG00000136448.7	1385.83	3339.00	3370.00	3465.00	3125.00
ENSG00000136449.9	1504.07	11.00	5.00	3.00	9.00
ENSG00000136450.8	1985.66	5964.13	5953.16	5113.66	4647.99
ENSG00000136451.4	2864.49	1611.00	1561.00	1888.00	1772.00
ENSG00000136457.5	1789.00	14.00	23.00	3.00	8.00
ENSG00000136463.7	1489.43	476.00	510.00	601.00	500.00
ENSG00000136478.3	5019.83	1432.00	1430.00	937.00	928.00
ENSG00000136485.10	5155.15	3859.00	3725.00	4588.00	4302.00
ENSG00000136490.4	1280.59	274.00	285.00	369.00	377.00
ENSG00000136492.4	5649.09	671.00	636.00	527.00	501.00
ENSG00000136504.7	3567.99	911.00	869.00	1115.00	1099.00
ENSG00000136514.2	1554.00	3.00	4.00	9.00	7.00
ENSG00000136518.12	1487.10	981.00	969.00	1093.00	921.00
ENSG00000136521.8	1044.56	833.00	851.00	1061.00	990.00
ENSG00000136522.9	1154.20	549.00	469.00	634.00	579.00
ENSG00000136527.13	2212.64	2670.00	2649.00	2915.00	2762.00
ENSG00000136531.9	2569.55	21.02	22.02	2.00	5.01
ENSG00000136535.10	4009.00	0.00	0.00	0.00	1.00
ENSG00000136536.10	2256.13	1882.00	1781.00	2330.00	1968.00
ENSG00000136542.4	6171.00	1.00	0.00	7.00	10.00
ENSG00000136546.9	7183.00	5.00	4.00	23.00	17.00
ENSG00000136560.9	1285.64	1002.00	860.00	903.00	817.00
ENSG00000136573.8	2017.00	0.00	0.00	1.00	1.00
ENSG00000136574.13	2702.55	587.00	654.00	688.00	685.00
ENSG00000136603.9	4773.13	396.00	422.00	690.00	561.00
ENSG00000136628.13	3478.70	3004.00	2848.00	1984.00	1763.00
ENSG00000136630.11	3323.00	7.00	2.00	7.00	8.00
ENSG00000136631.8	1975.86	340.00	327.00	405.00	396.00
ENSG00000136634.5	1630.00	0.00	0.00	0.00	1.00
ENSG00000136636.8	3659.24	1821.00	1575.00	1965.00	1773.00
ENSG00000136643.7	4606.77	622.00	632.00	802.00	725.00
ENSG00000136653.15	3380.11	46.00	40.00	53.00	51.00
ENSG00000136682.10	1861.39	955.39	939.93	789.87	799.76
ENSG00000136688.6	851.00	1.00	3.00	0.00	0.00
ENSG00000136689.14	1459.27	1173.00	1318.00	462.00	539.00
ENSG00000136699.15	3129.69	3584.28	3771.64	3381.42	3465.71
ENSG00000136709.7	4254.97	2283.00	2074.00	2542.00	2269.00
ENSG00000136710.5	1710.83	383.00	403.00	579.00	558.00
ENSG00000136715.13	3977.73	968.00	949.00	1151.00	1162.00
ENSG00000136717.10	1421.05	18.00	19.00	77.00	69.00
ENSG00000136718.5	1214.65	914.00	973.00	1091.00	1088.00
ENSG00000136720.6	3921.21	2578.23	2678.69	3284.09	3120.00
ENSG00000136731.8	7764.41	5500.00	5129.00	5099.00	4701.00
ENSG00000136738.10	2716.67	657.00	679.00	859.00	716.00
ENSG00000136754.12	2894.99	659.00	637.00	742.00	714.00
ENSG00000136758.14	3373.48	2785.00	2474.00	3277.00	2844.00
ENSG00000136770.6	2106.00	274.00	261.00	403.00	353.00
ENSG00000136783.9	1623.30	171.00	183.00	193.00	153.00
ENSG00000136802.7	4206.85	1112.00	1333.00	1671.00	1667.00
ENSG00000136807.7	1898.09	558.00	569.00	880.00	872.00
ENSG00000136810.8	867.65	1746.00	1860.00	2221.00	2197.00
ENSG00000136811.12	2366.31	964.00	959.00	673.00	669.00
ENSG00000136813.10	4088.34	2430.00	2422.00	3205.00	2957.00
ENSG00000136816.11	2606.05	459.00	464.00	725.00	594.00
ENSG00000136819.10	1403.69	515.00	480.00	581.00	529.00
ENSG00000136824.14	5460.50	1249.00	1149.00	870.00	788.00
ENSG00000136826.10	2547.44	45.00	27.00	179.00	166.00
ENSG00000136827.11	1989.61	540.00	501.00	746.00	719.00
ENSG00000136828.14	2749.80	268.00	258.00	403.00	344.00
ENSG00000136830.7	3688.59	1716.00	1727.00	1900.00	1889.00
ENSG00000136840.14	1504.78	376.00	424.00	399.00	431.00
ENSG00000136842.9	3343.00	5.00	3.00	46.00	30.00
ENSG00000136848.12	6151.23	1881.00	1928.00	2058.00	1996.00
ENSG00000136854.13	3533.04	200.00	259.00	269.00	278.00
ENSG00000136856.13	1659.78	345.00	317.00	1475.00	1316.00
ENSG00000136859.5	2485.44	451.00	538.00	855.00	942.00
ENSG00000136861.13	4108.88	2336.00	2219.00	2882.00	2737.00
